code,months,sampling,year,bin,signals,complete,unmatured,missing_execution,missing_terminal,median_return
601318,6,daily,2014,4,12,12,0,0,0,0.2578217828274907
601318,6,daily,2015,0,11,11,0,0,0,0.014983713355049
601318,6,daily,2015,1,86,86,0,0,0,-0.0705177672435965
601318,6,daily,2015,2,6,6,0,0,0,-0.1162931636134384
601318,6,daily,2015,3,65,65,0,0,0,-0.1732005685013284
601318,6,daily,2015,4,76,76,0,0,0,-0.16929843032681313
601318,6,daily,2016,0,103,103,0,0,0,0.1190104659086195
601318,6,daily,2016,1,113,113,0,0,0,0.0868820249599053
601318,6,daily,2016,2,28,28,0,0,0,0.30534016158883365
601318,6,daily,2017,1,9,9,0,0,0,0.4697700823162085
601318,6,daily,2017,2,62,62,0,0,0,0.5147088783201922
601318,6,daily,2017,3,83,83,0,0,0,0.2975734355044697
601318,6,daily,2017,4,90,90,0,0,0,0.38901481163863383
601318,6,daily,2018,0,2,2,0,0,0,0.6384148361315829
601318,6,daily,2018,1,80,80,0,0,0,0.1446068164508762
601318,6,daily,2018,2,99,99,0,0,0,0.0654232569460464
601318,6,daily,2018,3,26,26,0,0,0,-0.06105538887629735
601318,6,daily,2018,4,36,36,0,0,0,-0.17774904265166305
601318,6,daily,2019,0,2,2,0,0,0,0.6318789919148989
601318,6,daily,2019,1,68,68,0,0,0,-0.13013808215973705
601318,6,daily,2019,2,121,121,0,0,0,-0.0394167983303308
601318,6,daily,2019,3,53,53,0,0,0,0.1397047093183439
601318,6,daily,2020,0,19,19,0,0,0,0.1979305041179986
601318,6,daily,2020,1,99,99,0,0,0,0.1259471017577875
601318,6,daily,2020,2,88,88,0,0,0,0.0237743533367034
601318,6,daily,2020,3,36,36,0,0,0,-0.17722741182679425
601318,6,daily,2021,0,121,121,0,0,0,-0.1366712540088064
601318,6,daily,2021,1,72,72,0,0,0,-0.0857505770289805
601318,6,daily,2021,2,33,33,0,0,0,-0.363234503159876
601318,6,daily,2021,3,17,17,0,0,0,-0.3080785284951504
601318,6,daily,2022,0,119,119,0,0,0,0.117863058068975
601318,6,daily,2022,1,100,100,0,0,0,0.00274373772503105
601318,6,daily,2022,2,23,23,0,0,0,0.0567285135423334
601318,6,daily,2023,0,16,16,0,0,0,0.06681188795012155
601318,6,daily,2023,1,74,74,0,0,0,-0.08868320043484045
601318,6,daily,2023,2,136,136,0,0,0,-0.05354725517580985
601318,6,daily,2023,3,16,16,0,0,0,-0.12930435819320224
601318,6,daily,2024,0,14,14,0,0,0,0.08792398123541385
601318,6,daily,2024,1,22,22,0,0,0,0.08998818780059045
601318,6,daily,2024,2,124,124,0,0,0,0.22271429173396445
601318,6,daily,2024,3,51,51,0,0,0,0.2366081686987537
601318,6,daily,2024,4,31,31,0,0,0,-0.1137399228881879
601318,6,daily,2025,1,6,6,0,0,0,0.183400839515342
601318,6,daily,2025,2,128,128,0,0,0,0.17061809596036226
601318,6,daily,2025,3,97,97,0,0,0,0.0907049023164556
601318,6,daily,2025,4,12,12,0,0,0,-0.27206174054900534
601318,6,daily,2026,1,42,0,42,0,0,
601318,6,daily,2026,2,91,5,86,0,0,-0.0700212488030582
601318,6,daily,2026,3,16,16,0,0,0,-0.06861349598322644
601318,6,daily,2026,4,27,27,0,0,0,-0.1752130446316059
601318,12,daily,2012,1,80,80,0,0,0,-0.0661025889105049
601318,12,daily,2012,2,81,80,0,1,0,-0.14200470889110914
601318,12,daily,2012,3,6,6,0,0,0,-0.0723787872698758
601318,12,daily,2013,1,87,86,0,0,1,0.19354607483745595
601318,12,daily,2013,2,88,88,0,0,0,0.0233755736107017
601318,12,daily,2013,3,63,63,0,0,0,-0.1218744932727554
601318,12,daily,2014,1,120,120,0,0,0,1.0301973763907502
601318,12,daily,2014,2,87,86,0,1,0,0.5928627874624238
601318,12,daily,2014,3,25,25,0,0,0,0.3795618459534906
601318,12,daily,2014,4,12,12,0,0,0,0.1158397071544843
601318,12,daily,2015,0,11,11,0,0,0,0.161443507815211
601318,12,daily,2015,1,86,86,0,0,0,0.054784731211497156
601318,12,daily,2015,2,6,6,0,0,0,-0.02535602409351045
601318,12,daily,2015,3,65,65,0,0,0,-0.2079268394372546
601318,12,daily,2015,4,76,76,0,0,0,-0.17288633058628775
601318,12,daily,2016,0,103,103,0,0,0,0.217409359441661
601318,12,daily,2016,1,113,113,0,0,0,0.6283702189516276
601318,12,daily,2016,2,28,28,0,0,0,1.0291283497984471
601318,12,daily,2017,1,9,9,0,0,0,1.1031987625278243
601318,12,daily,2017,2,62,62,0,0,0,0.951852316120395
601318,12,daily,2017,3,83,83,0,0,0,0.1988030912673717
601318,12,daily,2017,4,90,90,0,0,0,0.10664347173367511
601318,12,daily,2018,0,2,2,0,0,0,0.5817253077690713
601318,12,daily,2018,1,80,80,0,0,0,0.47531519352113816
601318,12,daily,2018,2,99,99,0,0,0,0.361972026583705
601318,12,daily,2018,3,26,26,0,0,0,0.08150636526888615
601318,12,daily,2018,4,36,36,0,0,0,-0.154123175763932
601318,12,daily,2019,0,2,2,0,0,0,0.5658864367421922
601318,12,daily,2019,1,68,68,0,0,0,0.05778727569433925
601318,12,daily,2019,2,121,121,0,0,0,-0.0695046256419836
601318,12,daily,2019,3,53,53,0,0,0,-0.0791890267648633
601318,12,daily,2020,0,19,19,0,0,0,0.0619714082760602
601318,12,daily,2020,1,99,99,0,0,0,0.0359131326312722
601318,12,daily,2020,2,88,88,0,0,0,-0.3327139934421146
601318,12,daily,2020,3,36,36,0,0,0,-0.39404305530484096
601318,12,daily,2021,0,121,121,0,0,0,-0.2320694111451177
601318,12,daily,2021,1,72,72,0,0,0,-0.18178178144270418
601318,12,daily,2021,2,33,33,0,0,0,-0.3683668033735856
601318,12,daily,2021,3,17,17,0,0,0,-0.3726625906707034
601318,12,daily,2022,0,119,119,0,0,0,0.1957880563954606
601318,12,daily,2022,1,100,100,0,0,0,0.050101791495787695
601318,12,daily,2022,2,23,23,0,0,0,-0.1032136472952711
601318,12,daily,2023,0,16,16,0,0,0,0.44157376750965593
601318,12,daily,2023,1,74,74,0,0,0,0.2963388752836984
601318,12,daily,2023,2,136,136,0,0,0,-0.08748079375857705
601318,12,daily,2023,3,16,16,0,0,0,-0.1439280698532741
601318,12,daily,2024,0,14,14,0,0,0,0.35056358187822045
601318,12,daily,2024,1,22,22,0,0,0,0.33212384821895635
601318,12,daily,2024,2,124,124,0,0,0,0.3913078014456695
601318,12,daily,2024,3,51,51,0,0,0,0.2521333996544539
601318,12,daily,2024,4,31,31,0,0,0,0.0508223993862129
601318,12,daily,2025,1,6,6,0,0,0,0.18715376918780685
601318,12,daily,2025,2,128,102,26,0,0,0.22596230867995226
601318,12,daily,2025,3,97,67,30,0,0,-0.0345780629405048
601318,12,daily,2025,4,12,1,11,0,0,-0.0532550382583554
601318,12,daily,2026,1,42,0,42,0,0,
601318,12,daily,2026,2,91,0,91,0,0,
601318,12,daily,2026,3,16,0,16,0,0,
601318,12,daily,2026,4,27,0,27,0,0,
000300,3,month_end,2010,1,9,9,0,0,0,0.0382310112786081
000300,3,month_end,2010,2,3,3,0,0,0,-0.0415607809363228
000300,3,month_end,2011,0,7,7,0,0,0,-0.0465571647682984
000300,3,month_end,2011,1,3,3,0,0,0,-0.0690511176746007
000300,3,month_end,2011,2,2,2,0,0,0,-0.06712640998419815
000300,3,month_end,2012,0,2,2,0,0,0,0.0769902579795172
000300,3,month_end,2012,1,9,9,0,0,0,-0.0187417078255827
000300,3,month_end,2012,2,1,1,0,0,0,-0.0205662886818366
000300,3,month_end,2013,1,3,3,0,0,0,-0.0606711687992219
000300,3,month_end,2013,2,7,7,0,0,0,-0.0723050267747885
000300,3,month_end,2013,3,2,2,0,0,0,-0.06378236126117065
000300,3,month_end,2014,0,1,1,0,0,0,0.146136034732272
000300,3,month_end,2014,1,5,5,0,0,0,0.0137203296839292
000300,3,month_end,2014,2,1,1,0,0,0,0.0803715489422733
000300,3,month_end,2014,3,5,5,0,0,0,0.2774947483844738
000300,3,month_end,2015,1,2,2,0,0,0,-0.06391286843117505
000300,3,month_end,2015,2,3,3,0,0,0,-0.0586785070645462
000300,3,month_end,2015,4,7,7,0,0,0,-0.0938012360397518
000300,3,month_end,2016,0,1,1,0,0,0,0.0813871732857987
000300,3,month_end,2016,1,5,5,0,0,0,0.0574271354625315
000300,3,month_end,2016,2,4,4,0,0,0,0.040015746861709445
000300,3,month_end,2016,3,2,2,0,0,0,0.009389747798168799
000300,3,month_end,2017,2,1,1,0,0,0,0.0149269311064716
000300,3,month_end,2017,3,10,10,0,0,0,0.06289636881512295
000300,3,month_end,2017,4,1,1,0,0,0,0.0129156434864243
000300,3,month_end,2018,0,1,1,0,0,0,0.3377620376718799
000300,3,month_end,2018,1,6,6,0,0,0,-0.020041863023590498
000300,3,month_end,2018,2,2,2,0,0,0,-0.095578453667757
000300,3,month_end,2018,3,2,2,0,0,0,-0.090395611601426
000300,3,month_end,2018,4,1,1,0,0,0,-0.1134288609060646
000300,3,month_end,2019,1,3,3,0,0,0,0.060997260363528
000300,3,month_end,2019,2,7,7,0,0,0,-0.0020917132681081
000300,3,month_end,2019,3,2,2,0,0,0,0.0035015950753577
000300,3,month_end,2020,1,2,2,0,0,0,0.2353104791242188
000300,3,month_end,2020,2,4,4,0,0,0,0.08993902968477716
000300,3,month_end,2020,3,3,3,0,0,0,0.1633385074313391
000300,3,month_end,2020,4,3,3,0,0,0,0.0479084591770975
000300,3,month_end,2021,1,2,2,0,0,0,-0.0896141399834489
000300,3,month_end,2021,2,4,4,0,0,0,-0.03267118645349735
000300,3,month_end,2021,3,3,3,0,0,0,-0.0156420399379716
000300,3,month_end,2021,4,3,3,0,0,0,-0.0120751873735972
000300,3,month_end,2022,0,6,6,0,0,0,0.0536699504146771
000300,3,month_end,2022,1,6,6,0,0,0,-0.1212836476830226
000300,3,month_end,2023,0,4,4,0,0,0,-0.0404782030103815
000300,3,month_end,2023,1,4,4,0,0,0,-0.0617067945499956
000300,3,month_end,2023,2,4,4,0,0,0,-0.010808425121134651
000300,3,month_end,2024,1,4,4,0,0,0,0.0780556047613807
000300,3,month_end,2024,2,6,6,0,0,0,-0.02327659122985345
000300,3,month_end,2024,3,2,2,0,0,0,-0.01597456387255185
000300,3,month_end,2025,1,2,2,0,0,0,0.1918553874470705
000300,3,month_end,2025,2,4,4,0,0,0,0.01523177322822875
000300,3,month_end,2025,3,4,4,0,0,0,0.0263961383481593
000300,3,month_end,2025,4,2,2,0,0,0,0.01018654371336335
000300,3,month_end,2026,2,1,0,1,0,0,
000300,3,month_end,2026,3,4,3,1,0,0,-0.0349252473270927
000300,3,month_end,2026,4,3,2,1,0,0,0.051584495148805004
000300,6,month_end,2010,1,9,9,0,0,0,0.1017373659530964
000300,6,month_end,2010,2,3,3,0,0,0,-0.0656602720783119
000300,6,month_end,2011,0,7,7,0,0,0,-0.0143595550766197
000300,6,month_end,2011,1,3,3,0,0,0,-0.134827688764948
000300,6,month_end,2011,2,2,2,0,0,0,-0.16362009001977895
000300,6,month_end,2012,0,2,2,0,0,0,0.19109344356519214
000300,6,month_end,2012,1,9,9,0,0,0,-0.011688845995609
000300,6,month_end,2012,2,1,1,0,0,0,-0.1060205771607285
000300,6,month_end,2013,1,3,3,0,0,0,-0.0524919957105464
000300,6,month_end,2013,2,7,7,0,0,0,-0.0418263861904313
000300,6,month_end,2013,3,2,2,0,0,0,-0.13638371393031476
000300,6,month_end,2014,0,1,1,0,0,0,0.4127393012197642
000300,6,month_end,2014,1,5,5,0,0,0,0.1769988532015478
000300,6,month_end,2014,2,1,1,0,0,0,0.4426915262340145
000300,6,month_end,2014,3,5,5,0,0,0,0.7339873335646518
000300,6,month_end,2015,1,2,2,0,0,0,-0.0537134581983314
000300,6,month_end,2015,2,3,3,0,0,0,-0.1172580334029526
000300,6,month_end,2015,4,7,7,0,0,0,-0.1887211966042312
000300,6,month_end,2016,0,1,1,0,0,0,0.1507779291592881
000300,6,month_end,2016,1,5,5,0,0,0,0.0730927425417211
000300,6,month_end,2016,2,4,4,0,0,0,0.0553522256165047
000300,6,month_end,2016,3,2,2,0,0,0,0.0428826052206723
000300,6,month_end,2017,2,1,1,0,0,0,0.1274381151207873
000300,6,month_end,2017,3,10,10,0,0,0,0.1293794188916729
000300,6,month_end,2017,4,1,1,0,0,0,-0.0542083967055988
000300,6,month_end,2018,0,1,1,0,0,0,0.3405423498226538
000300,6,month_end,2018,1,6,6,0,0,0,0.13188170157931486
000300,6,month_end,2018,2,2,2,0,0,0,-0.112555341135393
000300,6,month_end,2018,3,2,2,0,0,0,-0.14879337709835574
000300,6,month_end,2018,4,1,1,0,0,0,-0.1730940319390168
000300,6,month_end,2019,1,3,3,0,0,0,0.0425777507196398
000300,6,month_end,2019,2,7,7,0,0,0,0.0555697098372256
000300,6,month_end,2019,3,2,2,0,0,0,0.04614508916058975
000300,6,month_end,2020,1,2,2,0,0,0,0.28245039939468797
000300,6,month_end,2020,2,4,4,0,0,0,0.27618744645980914
000300,6,month_end,2020,3,3,3,0,0,0,0.0738365189101262
000300,6,month_end,2020,4,3,3,0,0,0,0.1207306504299905
000300,6,month_end,2021,1,2,2,0,0,0,-0.11539576511393865
000300,6,month_end,2021,2,4,4,0,0,0,-0.09556833326293655
000300,6,month_end,2021,3,3,3,0,0,0,-0.0573960712373898
000300,6,month_end,2021,4,3,3,0,0,0,-0.0764483063428564
000300,6,month_end,2022,0,6,6,0,0,0,0.018741604574916103
000300,6,month_end,2022,1,6,6,0,0,0,-0.09771987499167115
000300,6,month_end,2023,0,4,4,0,0,0,0.030973755286364854
000300,6,month_end,2023,1,4,4,0,0,0,-0.0928475648811457
000300,6,month_end,2023,2,4,4,0,0,0,-0.07191839234708365
000300,6,month_end,2024,1,4,4,0,0,0,0.1433766206764145
000300,6,month_end,2024,2,6,6,0,0,0,0.11997050420161424
000300,6,month_end,2024,3,2,2,0,0,0,-0.01658097846908375
000300,6,month_end,2025,1,2,2,0,0,0,0.20740941422227285
000300,6,month_end,2025,2,4,4,0,0,0,0.20350778732851865
000300,6,month_end,2025,3,4,4,0,0,0,0.0594630342559664
000300,6,month_end,2025,4,2,2,0,0,0,0.01494325459329495
000300,6,month_end,2026,2,1,0,1,0,0,
000300,6,month_end,2026,3,4,0,4,0,0,
000300,6,month_end,2026,4,3,2,1,0,0,-0.011877032775766308
000300,12,month_end,2010,1,9,9,0,0,0,-0.0042475110701166
000300,12,month_end,2010,2,3,3,0,0,0,-0.1655747001616834
000300,12,month_end,2011,0,7,7,0,0,0,-0.1302995886369617
000300,12,month_end,2011,1,3,3,0,0,0,-0.1931867048775358
000300,12,month_end,2011,2,2,2,0,0,0,-0.20147045600667907
000300,12,month_end,2012,0,2,2,0,0,0,0.13491363636352444
000300,12,month_end,2012,1,9,9,0,0,0,0.0096741128234132
000300,12,month_end,2012,2,1,1,0,0,0,-0.0909700402628135
000300,12,month_end,2013,1,3,3,0,0,0,0.2421592502398348
000300,12,month_end,2013,2,7,7,0,0,0,0.001483437663015
000300,12,month_end,2013,3,2,2,0,0,0,-0.1659588536210007
000300,12,month_end,2014,0,1,1,0,0,0,1.4571924746743852
000300,12,month_end,2014,1,5,5,0,0,0,0.9592267773313424
000300,12,month_end,2014,2,1,1,0,0,0,0.6697778474961156
000300,12,month_end,2014,3,5,5,0,0,0,0.3504508956578731
000300,12,month_end,2015,1,2,2,0,0,0,0.0015393619304346004
000300,12,month_end,2015,2,3,3,0,0,0,0.0043028712117547
000300,12,month_end,2015,4,7,7,0,0,0,-0.2065696166284867
000300,12,month_end,2016,0,1,1,0,0,0,0.2066289541936405
000300,12,month_end,2016,1,5,5,0,0,0,0.1317115678265608
000300,12,month_end,2016,2,4,4,0,0,0,0.20790562985377664
000300,12,month_end,2016,3,2,2,0,0,0,0.19974091158371943
000300,12,month_end,2017,2,1,1,0,0,0,0.2964086887364545
000300,12,month_end,2017,3,10,10,0,0,0,-0.055756927007146254
000300,12,month_end,2017,4,1,1,0,0,0,-0.166208199927028
000300,12,month_end,2018,0,1,1,0,0,0,0.4303086416420578
000300,12,month_end,2018,1,6,6,0,0,0,0.1900242214863393
000300,12,month_end,2018,2,2,2,0,0,0,-0.0057552108081139
000300,12,month_end,2018,3,2,2,0,0,0,-0.00419430607368055
000300,12,month_end,2018,4,1,1,0,0,0,-0.2181676074685192
000300,12,month_end,2019,1,3,3,0,0,0,0.2190623878353534
000300,12,month_end,2019,2,7,7,0,0,0,0.2448674032359208
000300,12,month_end,2019,3,2,2,0,0,0,0.018873211091604745
000300,12,month_end,2020,1,2,2,0,0,0,0.34293789144902787
000300,12,month_end,2020,2,4,4,0,0,0,0.3811434469382527
000300,12,month_end,2020,3,3,3,0,0,0,0.0439414396095976
000300,12,month_end,2020,4,3,3,0,0,0,0.0238883580364881
000300,12,month_end,2021,1,2,2,0,0,0,-0.18450082934770676
000300,12,month_end,2021,2,4,4,0,0,0,-0.19058177521950395
000300,12,month_end,2021,3,3,3,0,0,0,-0.2141224374792658
000300,12,month_end,2021,4,3,3,0,0,0,-0.1323441102657504
000300,12,month_end,2022,0,6,6,0,0,0,-0.0151871497617914
000300,12,month_end,2022,1,6,6,0,0,0,-0.0842991491333333
000300,12,month_end,2023,0,4,4,0,0,0,0.14272378106517666
000300,12,month_end,2023,1,4,4,0,0,0,-0.11735570599128775
000300,12,month_end,2023,2,4,4,0,0,0,-0.08754185195876085
000300,12,month_end,2024,1,4,4,0,0,0,0.17720344442892666
000300,12,month_end,2024,2,6,6,0,0,0,0.15374334668103834
000300,12,month_end,2024,3,2,2,0,0,0,0.20737839426309906
000300,12,month_end,2025,1,2,2,0,0,0,0.3033035578206365
000300,12,month_end,2025,2,4,4,0,0,0,0.24750643505471734
000300,12,month_end,2025,3,4,2,2,0,0,0.09424963544183759
000300,12,month_end,2025,4,2,0,2,0,0,
000300,12,month_end,2026,2,1,0,1,0,0,
000300,12,month_end,2026,3,4,0,4,0,0,
000300,12,month_end,2026,4,3,0,3,0,0,
000651,3,month_end,2012,1,9,9,0,0,0,0.0987834549878341
000651,3,month_end,2012,2,2,2,0,0,0,0.04323489660335765
000651,3,month_end,2013,1,3,3,0,0,0,0.1751456310679608
000651,3,month_end,2013,2,8,8,0,0,0,-0.0654237350370862
000651,3,month_end,2013,3,1,1,0,0,0,-0.1211609854876815
000651,3,month_end,2014,0,3,3,0,0,0,-0.0005460513321079
000651,3,month_end,2014,1,7,7,0,0,0,0.0673655518617553
000651,3,month_end,2014,2,1,1,0,0,0,0.3028301886792444
000651,3,month_end,2014,3,1,1,0,0,0,0.0874999999999994
000651,3,month_end,2015,0,3,2,0,0,1,0.13901924406126048
000651,3,month_end,2015,1,2,1,0,0,1,0.0494777350192405
000651,3,month_end,2015,2,1,1,0,0,0,-0.2433954092680821
000651,3,month_end,2015,3,3,3,0,0,0,0.4296558704453432
000651,3,month_end,2015,4,3,3,0,0,0,-0.4071553014894624
000651,3,month_end,2016,0,1,0,0,0,1,
000651,3,month_end,2016,2,1,1,0,0,0,0.1275440976933519
000651,3,month_end,2016,3,1,1,0,0,0,0.2553870710295292
000651,3,month_end,2017,2,1,1,0,0,0,0.2859393461992914
000651,3,month_end,2017,3,10,10,0,0,0,0.2374167990888288
000651,3,month_end,2017,4,1,1,0,0,0,0.0099447836343049
000651,3,month_end,2018,0,2,1,0,0,1,0.2452548583662721
000651,3,month_end,2018,1,4,4,0,0,0,-0.027589927746859047
000651,3,month_end,2018,2,3,3,0,0,0,-0.1636163175303198
000651,3,month_end,2018,3,2,2,0,0,0,-0.0552119269921888
000651,3,month_end,2018,4,1,1,0,0,0,-0.1867578265563152
000651,3,month_end,2019,1,2,2,0,0,0,0.1960538841570651
000651,3,month_end,2019,2,8,5,0,2,1,0.0217211948557303
000651,3,month_end,2019,3,2,2,0,0,0,0.07542169645499361
000651,3,month_end,2020,2,7,7,0,0,0,0.0056229954148263
000651,3,month_end,2020,3,5,5,0,0,0,-0.0363106558030748
000651,3,month_end,2021,1,7,7,0,0,0,-0.116817456093667
000651,3,month_end,2021,2,4,4,0,0,0,-0.177225523151036
000651,3,month_end,2021,3,1,1,0,0,0,-0.0683435379778254
000651,3,month_end,2022,0,7,7,0,0,0,0.1026780938952764
000651,3,month_end,2022,1,4,4,0,0,0,-0.07607681890608245
000651,3,month_end,2022,2,1,1,0,0,0,0.0252816735957182
000651,3,month_end,2023,1,7,7,0,0,0,0.0422307357571309
000651,3,month_end,2023,2,5,5,0,0,0,0.0050871588304737
000651,3,month_end,2024,1,1,1,0,0,0,0.4051162112739515
000651,3,month_end,2024,2,7,7,0,0,0,0.0395914314686505
000651,3,month_end,2024,3,4,4,0,0,0,-0.027882786774868402
000651,3,month_end,2025,1,6,6,0,0,0,-0.0635899389778897
000651,3,month_end,2025,2,5,5,0,0,0,0.0374172940908055
000651,3,month_end,2025,3,1,1,0,0,0,0.0288891254989196
000651,3,month_end,2026,1,5,4,1,0,0,0.0220473762935378
000651,3,month_end,2026,2,2,1,1,0,0,0.0364116343530371
000651,3,month_end,2026,3,1,0,1,0,0,
000651,6,month_end,2012,1,9,9,0,0,0,0.1414445399828032
000651,6,month_end,2012,2,2,2,0,0,0,0.0359554328473492
000651,6,month_end,2013,1,3,3,0,0,0,0.1057692307692299
000651,6,month_end,2013,2,8,8,0,0,0,0.0038995373430264005
000651,6,month_end,2013,3,1,1,0,0,0,-0.088004911539078
000651,6,month_end,2014,0,3,3,0,0,0,0.4375433726578754
000651,6,month_end,2014,1,7,7,0,0,0,0.1024904382212827
000651,6,month_end,2014,2,1,1,0,0,0,1.0455974842767275
000651,6,month_end,2014,3,1,1,0,0,0,0.25750796715804
000651,6,month_end,2015,0,3,0,0,0,3,
000651,6,month_end,2015,1,2,0,0,0,2,
000651,6,month_end,2015,2,1,1,0,0,0,-0.1840623646600269
000651,6,month_end,2015,3,3,3,0,0,0,-0.0865625157620673
000651,6,month_end,2015,4,3,3,0,0,0,-0.3129387757994011
000651,6,month_end,2016,0,1,0,0,0,1,
000651,6,month_end,2016,2,1,1,0,0,0,0.4255992763455456
000651,6,month_end,2016,3,1,1,0,0,0,0.615722266560256
000651,6,month_end,2017,2,1,1,0,0,0,0.5788641662806016
000651,6,month_end,2017,3,10,10,0,0,0,0.2907550603438317
000651,6,month_end,2017,4,1,1,0,0,0,0.1791299072354477
000651,6,month_end,2018,0,2,2,0,0,0,0.5293741296826364
000651,6,month_end,2018,1,4,3,0,0,1,0.2287421184347384
000651,6,month_end,2018,2,3,3,0,0,0,-0.1852726492056671
000651,6,month_end,2018,3,2,2,0,0,0,-0.21462941380840475
000651,6,month_end,2018,4,1,1,0,0,0,-0.2254408060453399
000651,6,month_end,2019,1,2,2,0,0,0,0.29485444658327503
000651,6,month_end,2019,2,8,6,0,2,0,-0.03232768197426495
000651,6,month_end,2019,3,2,2,0,0,0,0.23039462021663246
000651,6,month_end,2020,2,7,7,0,0,0,0.0111882409034542
000651,6,month_end,2020,3,5,5,0,0,0,0.1121358185363647
000651,6,month_end,2021,1,7,7,0,0,0,-0.1159385501680272
000651,6,month_end,2021,2,4,4,0,0,0,-0.27504707477358276
000651,6,month_end,2021,3,1,1,0,0,0,-0.2646375863693324
000651,6,month_end,2022,0,7,7,0,0,0,0.0882442558321114
000651,6,month_end,2022,1,4,4,0,0,0,0.053578628134723603
000651,6,month_end,2022,2,1,1,0,0,0,0.0348339873248715
000651,6,month_end,2023,1,7,7,0,0,0,0.1313882492902784
000651,6,month_end,2023,2,5,5,0,0,0,-0.0117990422902909
000651,6,month_end,2024,1,1,1,0,0,0,0.2643317520472801
000651,6,month_end,2024,2,7,7,0,0,0,0.0930921282966956
000651,6,month_end,2024,3,4,4,0,0,0,0.04610557088928105
000651,6,month_end,2025,1,6,6,0,0,0,-0.0345126391014585
000651,6,month_end,2025,2,5,5,0,0,0,-0.052340578352972
000651,6,month_end,2025,3,1,1,0,0,0,-0.0429684310835166
000651,6,month_end,2026,1,5,2,3,0,0,0.0749411904895407
000651,6,month_end,2026,2,2,0,2,0,0,
000651,6,month_end,2026,3,1,0,1,0,0,
000651,12,month_end,2012,1,9,9,0,0,0,0.3029737728704957
000651,12,month_end,2012,2,2,2,0,0,0,0.21774376258441405
000651,12,month_end,2013,1,3,3,0,0,0,0.2223168342692945
000651,12,month_end,2013,2,8,8,0,0,0,0.13105714572619426
000651,12,month_end,2013,3,1,1,0,0,0,0.0084561074327493
000651,12,month_end,2014,0,3,3,0,0,0,1.1487632508833912
000651,12,month_end,2014,1,7,7,0,0,0,0.4872973346522955
000651,12,month_end,2014,2,1,1,0,0,0,0.272724342996407
000651,12,month_end,2014,3,1,1,0,0,0,0.0834314510431861
000651,12,month_end,2015,0,3,2,0,0,1,0.570284154758047
000651,12,month_end,2015,1,2,1,0,0,1,0.3363691203680017
000651,12,month_end,2015,2,1,0,0,0,1,
000651,12,month_end,2015,3,3,1,0,0,2,0.0171311137979195
000651,12,month_end,2015,4,3,0,0,0,3,
000651,12,month_end,2016,0,1,1,0,0,0,0.4828676255357604
000651,12,month_end,2016,2,1,1,0,0,0,0.8348462844855058
000651,12,month_end,2016,3,1,1,0,0,0,0.905146446287442
000651,12,month_end,2017,2,1,1,0,0,0,1.22639207376641
000651,12,month_end,2017,3,10,10,0,0,0,0.05285992781974285
000651,12,month_end,2017,4,1,1,0,0,0,0.1520086278795396
000651,12,month_end,2018,0,2,2,0,0,0,0.824350286443893
000651,12,month_end,2018,1,4,4,0,0,0,0.5830287519194404
000651,12,month_end,2018,2,3,3,0,0,0,0.1548885739306797
000651,12,month_end,2018,3,2,1,0,0,1,-0.1018719909202524
000651,12,month_end,2018,4,1,1,0,0,0,-0.2450521770421009
000651,12,month_end,2019,1,2,2,0,0,0,0.4060061788982623
000651,12,month_end,2019,2,8,6,0,2,0,-0.03444972075403095
000651,12,month_end,2019,3,2,2,0,0,0,0.11283932921024349
000651,12,month_end,2020,2,7,7,0,0,0,0.0366216929819669
000651,12,month_end,2020,3,5,5,0,0,0,-0.1285511261330647
000651,12,month_end,2021,1,7,7,0,0,0,-0.1275991264367452
000651,12,month_end,2021,2,4,4,0,0,0,-0.33539555689645395
000651,12,month_end,2021,3,1,1,0,0,0,-0.3498944384537331
000651,12,month_end,2022,0,7,7,0,0,0,0.12510037373468
000651,12,month_end,2022,1,4,4,0,0,0,0.13651914882531335
000651,12,month_end,2022,2,1,1,0,0,0,0.2246766143103193
000651,12,month_end,2023,1,7,7,0,0,0,0.3649387048816765
000651,12,month_end,2023,2,5,5,0,0,0,0.112782123047824
000651,12,month_end,2024,1,1,1,0,0,0,0.2668900521469892
000651,12,month_end,2024,2,7,7,0,0,0,0.1758051096358472
000651,12,month_end,2024,3,4,4,0,0,0,0.023614929745484903
000651,12,month_end,2025,1,6,3,3,0,0,-0.0572861917291149
000651,12,month_end,2025,2,5,4,1,0,0,-0.01160801785530575
000651,12,month_end,2025,3,1,1,0,0,0,-0.0760488167909708
000651,12,month_end,2026,1,5,0,5,0,0,
000651,12,month_end,2026,2,2,0,2,0,0,
000651,12,month_end,2026,3,1,0,1,0,0,
300308,3,month_end,2018,1,6,6,0,0,0,0.04281982845150095
300308,3,month_end,2018,2,3,3,0,0,0,-0.2945826418474104
300308,3,month_end,2018,3,2,2,0,0,0,-0.10158082619646605
300308,3,month_end,2019,0,2,2,0,0,0,0.2530337599415599
300308,3,month_end,2019,1,6,6,0,0,0,0.10500347828969894
300308,3,month_end,2019,2,4,4,0,0,0,0.1595654202461895
300308,3,month_end,2020,0,1,1,0,0,0,0.1201671891327076
300308,3,month_end,2020,1,5,5,0,0,0,-0.0464973371569025
300308,3,month_end,2020,2,6,6,0,0,0,-0.10387267340184915
300308,3,month_end,2021,0,2,2,0,0,0,0.14809511311689072
