security_code,worth_from,anchor,reason
600690,2015,§5.4.1-4,日日顺渠道与卡萨帝高端化；2012-2014三年ROE超额+15且25年全盈利
600694,0,,零售超额幅度不足
600697,0,,零售近段ROE为负差
600702,2023,锚3,舍得老酒与产能；2020-2022三年毛利差+46且ROE超额转正
600703,0,,LED近段毛利与ROE双负
600705,0,,金融控股ROE超额小
600708,0,,地产中近段毛利差为负
600711,0,,有色中近段毛利与ROE双负
600729,0,,区域零售无独占
600739,0,,贸易与医药混业超额小
600742,0,,汽车零部件毛利差-16~-19
600748,0,,地产超额幅度不足
600750,0,,健胃消食片品类份额过半但ROE超额仅+2~+4，回报不足
600755,0,,大宗贸易毛利差-14~-17
600760,0,,歼击机毛利远低于同业（军品定价管制），ROE超额仅近段
600761,0,,叉车超额幅度不足
600763,2018,§5.4.1-4,口腔专科连锁与医生培养体系；2015-2017三年毛利差+21且ROE超额抬升
600777,0,,页岩油ROE超额为负
600779,2021,锚3,水井坊品牌与高端定位；2018-2020三年毛利差+55且ROE超额抬升
600785,0,,零售超额幅度不足
600795,0,,规制电力
600801,0,,水泥超额幅度不足
600803,0,,燃气属规制且贸易占比高
600808,0,,钢铁毛利差-19~-20
600809,2006,锚3,清香型白酒龙头与品牌；2001-2005五年毛利差+51且ROE超额为正
600823,0,,地产近段仅5/9盈利
600828,0,,零售ROE超额约为零
600829,0,,医药商业近段毛利差-10
600840,0,,数据不全
600845,0,,工业软件毛利低于同业（系统集成占比高）
600846,0,,建筑超额幅度不足
600848,0,,园区早中段毛利差为负
600858,0,,零售ROE超额为负
600862,2020,判例10,Q1军机复材预浸料近乎独家｜Q2军品认证壁垒极高｜Q3受军机产量约束但判例10承认军工牌照。原判用了复材注入前的读数
600867,2020,锚12,重组人胰岛素国产龙头；2017-2019三年毛利差+50且ROE超额转正
600873,0,,氨基酸发酵毛利无优势
600880,0,,传媒近段ROE-7
600885,2014,§5.4.1-4,继电器全球份额第一与自动化产线成本壁垒；2011-2013三年毛利差+9且ROE超额+13
600886,0,,规制电力
600887,2012,锚1,乳业双寡头与全国渠道；2008年三聚氰胺巨亏后2009-2011三年ROE超额恢复且份额未失，穿越验证完成
600895,0,,园区ROE超额小
600961,0,,锌冶炼毛利差-22~-23
600963,0,,造纸中近段毛利与ROE双负
600966,0,,造纸中近段毛利与ROE双负
600970,0,,建材工程毛利无优势
600971,0,,煤炭中段无超额
600976,2023,锚12,体外培育牛黄独家品种；2020-2022三年毛利差+22且ROE超额转正
600978,0,,家具近段仅2/9盈利
600983,0,,家电近段毛利与ROE双负
600985,0,,煤炭早中段ROE无超额
600993,2006,锚12,痔疮用药品类近乎垄断与四百年老字号；2001-2005五年毛利差+36且ROE超额+9
600995,0,,规制电力
600997,0,,煤化工中近段毛利与ROE双负
601012,0,,单晶硅毛利无优势
601016,0,,风电属规制且ROE无超额
601058,0,,轮胎毛利差为负
601100,2022,§5.4.1-4,挖机油缸国产替代完成并突破高压泵阀；2019-2021三年毛利差+17且ROE超额+14
601137,0,,铜合金毛利差为负
601155,0,,地产开发资本可复制
601186,0,,建筑施工毛利差为负
601216,0,,氯碱一体化超额衰减
601222,0,,智能电表ROE超额为负
601225,2016,锚12,低成本动力煤资源与自营铁路；2013-2015三年毛利差+16且ROE超额
601360,0,,互联网安全近段仅3/6盈利
601567,0,,电表超额衰减
601619,0,,风电ROE超额约为零
601666,0,,煤炭中近段无超额
601668,0,,建筑施工毛利差为负
601699,0,,煤炭ROE超额衰减至+2~+3
601702,0,,铝板带毛利差为负
601877,2013,§5.4.1-4,低压电器国产份额第一与渠道；2010-2012三年ROE超额+9以上
601888,2011,锚12,免税牌照行政独占；2008-2010三年ROE超额+18
601918,0,,煤电中段仅5/7盈利
601919,0,,集运早中段毛利与ROE双负
601933,0,,超市近段ROE-32
601975,0,,油运中段仅3/8盈利
603010,0,,阻燃剂毛利差为负
603031,0,,电池中段毛利与ROE双负
603077,0,,纯碱中近段毛利与ROE双负
603088,0,,精密压力机中段ROE为负且规模仅7亿
603108,0,,诊断分销超额幅度不足
603129,0,,全地形车毛利无优势
603203,0,,精密焊接设备规模仅9亿
603227,0,,民爆中段毛利与ROE双负
603259,2019,§5.4.1-4,Q1细分桶内营收份额50%且营收11倍同时毛利+11pp｜Q2第二名份额13.9%且工艺定型后换供应商需重新申报｜Q3全球研发外包渗透率仍升。2018年报可得日已成立
603260,0,,工业硅早近段无超额
603267,2022,判例10,军用多层瓷介电容器资质；2019-2021三年毛利差+21且ROE超额+10
603279,0,,压滤机毛利差幅度不足
603298,0,,叉车毛利差为负
603301,0,,医用敷料超额幅度不足
603313,0,,床垫近段仅2/5盈利
603338,2019,§5.4.1-4,高空作业平台国产龙头；2016-2018三年毛利差+12且ROE超额+8
603360,0,,工业杀菌剂规模仅13亿
603368,0,,医药分销毛利差为负
603369,2019,锚3,浓香型白酒区域龙头与品牌；2016-2018三年毛利差+42且ROE超额+9
603392,2021,锚12,人用疫苗与体外诊断双线；2018-2020三年毛利差+43且ROE超额+9
603393,0,,城市燃气属规制回报
603439,0,,苗药规模仅16亿
603444,0,,游戏无持久壁垒（与三七完美同口径）
603456,0,,原料药中段毛利与ROE双负
603486,2021,§5.4.1-4,扫地机器人品类份额第一与品牌；2018-2020三年ROE超额+13
603501,0,,CIS中段ROE超额仅+1
603505,2021,锚12,萤石储量与产能国内第一且矿权稀缺；2018-2020三年毛利差+29且ROE超额+10
603599,0,,农药超额幅度不足
603600,0,,办公椅毛利差为负
603605,2021,锚3,国货美妆品牌与渠道；2018-2020三年毛利差+34且ROE超额+10
603606,2020,§5.4.1-4,Q1海缆需工厂-码头一体化加敷设船加认证｜Q2国内三寡头｜Q3海风装机在增长
603613,0,,B2B平台中近段毛利差-32~-36
603638,0,,破碎锤近段超额衰减
603659,0,,负极材料毛利差幅度不足
603669,0,,医药近段仅1/5盈利
603678,0,,瓷介电容中近段ROE超额约零
603688,0,,高纯石英砂中段ROE为负差
603707,0,,肝素早段无超额
603808,0,,女装近段ROE为负差
603818,0,,家具近段仅2/5盈利
603855,0,,防爆电器中段ROE超额仅+1
603882,2019,§5.4.1-4,第三方医学检验实验室网络与资质；2016-2018三年毛利差+12且ROE超额+9
603889,0,,毛纺毛利差为负
603929,0,,洁净室工程超额幅度不足
603939,2019,§5.4.1-4,药品零售连锁规模与牌照；2016-2018三年毛利差+20且ROE超额
603986,2021,§5.4.1-4,NOR闪存与微控制器设计；2018-2020三年毛利差+9且ROE超额+9
603993,0,,铜钴钨钼ROE无超额
603998,0,,中药中段ROE为负差
605333,0,,汽车线束毛利差为负
688002,2022,锚6,非制冷红外探测器芯片自主全链条；2019-2021三年毛利差+31
688019,2023,锚6,CMP抛光液材料验证周期极长；2020-2022三年毛利差+23
688068,0,,诊断近段仅2/4盈利
688076,0,,多肽早段四年全亏
688082,2023,锚6,半导体清洗设备工艺验证周期长；2020-2022三年毛利差+15且ROE超额+7
688111,2022,§5.4.1-4,WPS用户基数与国产替代；2019-2021三年毛利差+42且ROE超额转正
688278,2022,判例7,派格宾为长效干扰素独家无竞品；2019-2021三年毛利差+61且ROE超额转正
688289,0,,核酸检测疫情后回落，ROE超额转负
688336,0,,单抗ROE超额为负
688385,2023,锚6,可编程逻辑器件与安全芯片；2020-2022三年毛利差+31且ROE超额+10
688516,0,,光伏串焊机中段毛利差仅+6
688556,0,,光伏切割超额幅度不足
688578,2024,锚12,第三代肺癌靶向药独家品种；2021-2023三年毛利差+70且ROE超额转正
688617,2023,锚12,电生理与血管介入器械注册壁垒；2020-2022三年毛利差+42且ROE超额+12
