security_code,as_of_year,cutoff_notice,verdict,basis,business_desc_at_period,reason,evidence,batch,judged_at
002477,2011,2012-04-30,boundary_pending,boundary,农、林、牧、渔业-畜牧业｜河南,生猪养殖：上市满 1 年，摊薄后 ROE 2010 17.6%→2011 24.5% 受猪价周期顶推高（毛利率 23%→39%），待周期穿越,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
000413,2012,2013-04-27,boundary_pending,fin,制造业-计算机、通信和其他电子设备制造业｜河北,电子玻璃：1997-99、2005-06、2009 多年亏损，2012 资产注入后单年 ROE 46.3%，可比性中断,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
600277,2012,2013-04-25,boundary_pending,fin,"制造业-化学原料和化学制品制造业｜内蒙古｜员工3,421人",化工/能源：ROE 1.2~8.9%、2008 亏损，毛利率 11~17%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
603003,2012,2013-04-10,boundary_pending,fin,批发和零售业-批发业｜上海｜员工225人,燃油批发：毛利率 3.3~5.6% 极低，上市当年净利 −29%、摊薄后 ROE 9.6%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
600086,2012,2013-04-08,boundary_pending,fin,制造业-其他制造业｜湖北｜员工46人,珠宝/翡翠批发：2003-04 亏损，2005-2011 ROE ≤14.2%，2012 单年 24.5% 而毛利率仅 8.6%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
300273,2012,2013-03-30,boundary_pending,fin,制造业-专用设备制造业｜广东,医疗设备：毛利率 51~56% 窄而高，但上市后首个完整年摊薄 ROE 14.0% 低于门槛，上市前 ROE 4.6→28.9% 系小基数,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
002665,2012,2013-03-29,boundary_pending,fin,"制造业-电气机械和器材制造业｜甘肃｜员工1,021人",电站空冷：上市当年（2012-03，摊薄已反映逾八个月）ROE 13.3% 低于门槛，毛利率 28~32% 中等,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
002341,2012,2013-04-11,boundary_pending,fin,制造业-橡胶和塑料制品业｜广东｜员工343人,高分子材料：上市后摊薄 ROE 8.3~13.4%，毛利率 25~28% 中等,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
300202,2012,2013-04-03,boundary_pending,fin,"制造业-通用设备制造业｜辽宁｜员工1,068人",金融设备：毛利率 51~56% 窄而高、营收 6 倍，但摊薄后 ROE 14.2%/19.3% 可观测且低于 25%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
002433,2012,2013-02-28,boundary_pending,fin,制造业-医药制造业｜广东｜员工525人,医药：上市后摊薄 ROE 9.5→7.3→4.9% 单边下行（增发稀释）,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
600139,2012,2013-04-18,boundary_pending,fin,金融业-货币金融服务｜内蒙古｜员工15人,矿业/金融：2001-02、2005-06 亏损且净资产为负，2008-10 ROE 60~133% 系低基数，2012 回落 12.3%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
300064,2012,2013-03-26,boundary_pending,fin,制造业-非金属矿物制品业｜河南｜员工756人,金刚石：毛利率 41~46% 窄但摊薄后 ROE 8.3~11.9% 远低于门槛,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
600978,2013,2014-04-04,boundary_pending,fin,制造业-家具制造业｜广东｜员工231人,家具：2008-2013 ROE 6.2~10.8% 远低于门槛，毛利率 27~32% 中等,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
600240,2013,2014-04-30,boundary_pending,fin,房地产业-房地产业｜北京｜员工26人,地产：ROE 5~18% 随结算摆动，2002-03 亏损史,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
000540,2013,2014-04-22,boundary_pending,boundary,"房地产业-房地产业｜贵州｜员工1,936人",地产开发：2007-2013 七年 ROE 19~46%（六年 ≥25%）但毛利率 29~42% 摆动 13pp、回报依赖杠杆与结算节奏，资本复制测试存疑；2004-05 亏损史,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
000961,2013,2014-04-10,boundary_pending,fin,房地产业-房地产业｜江苏｜员工860人,地产/建筑：2008-2013 ROE 15.3~17.6% 六年稳定但低于门槛,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
600677,2013,2014-04-30,boundary_pending,fin,"批发和零售业-批发业｜浙江｜员工1,909人",贸易/通信：ROE 1.3~13.5%、毛利率 8~9%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
000787,2013,2014-04-30,boundary_pending,fin,"信息传输、软件和信息技术服务业-软件和信息技术服务业｜四川｜员工7,293人",软件→手机制造借壳：2003-2012 连续亏损/净资产趋零，2013 重组后首年不可比,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
000587,2013,2014-03-25,boundary_pending,fin,制造业-其他制造业｜黑龙江｜员工13人,黄金珠宝：2006-2010 净资产为负，2011 重组 ROE 209% 系低基数，2012-13 18.5→13.1% 且毛利率 5~7%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
600804,2013,2014-04-12,boundary_pending,fin,"信息传输、软件和信息技术服务业-互联网和相关服务｜山东｜员工1,261人",互联网/通信：ROE 1~19% 摆动，2013 并购后 10.2%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
600485,2013,2014-04-30,boundary_pending,fin,制造业-计算机、通信和其他电子设备制造业｜北京,通信借壳：2013 重组后首年 ROE 47.9%/毛利率 93.9% 与此前主体（2005 亏损、2012 −9.6%）不可比,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
300325,2013,2014-04-12,boundary_pending,fin,制造业-橡胶和塑料制品业｜江苏｜员工208人,塑料制品：毛利率 14~18% 低，上市后摊薄 ROE 10.9→8.9%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
002447,2013,2014-04-10,boundary_pending,fin,信息传输、软件和信息技术服务业-互联网和相关服务｜辽宁,互联网/水产：上市后摊薄 ROE 13~18.5% 低于门槛，毛利率 41~64% 摆动,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
002450,2014,2015-04-15,boundary_pending,boundary,制造业-橡胶和塑料制品业｜江苏,预涂膜/光学膜：2010-2014 营收 5.2→52 亿（10 倍）而毛利率 26%→39% 不降反升（判据 5② 形态），摊薄后 ROE 13.1→23.4% 上行但未达 25%（判据 4）、上市 4.5 年——真两可，列前向复判 2015,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
300202,2014,2015-04-20,boundary_pending,boundary,"制造业-通用设备制造业｜辽宁｜员工1,068人",金融设备：毛利率 51~56% 七年窄而高、营收 14 倍毛利率持平，摊薄后 ROE 2013-14 29.5%/30.4% 刚过门槛两年、上市 3.7 年——列前向复判 2015,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
600297,2014,2015-04-18,boundary_pending,fin,"批发和零售业-零售业｜辽宁｜员工34,027人",零售→汽车经销借壳：2001-2013 ROE ≤8%，2014 营收 4.3→864 亿重组后首年，毛利率 8.5%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
600466,2014,2015-04-30,boundary_pending,fin,房地产业-房地产业｜四川｜员工567人,医药→地产借壳：2005-06 亏损、2007-2013 ROE ≤11.5%，2014 营收 3.8→153 亿重组后首年不可比,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
600291,2014,2015-04-24,boundary_pending,fin,金融业-保险业｜内蒙古｜员工27人,保险/控股：2006 亏损，ROE 0.5~16.4% 无序，2012-14 毛利率为负,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
600811,2014,2015-04-30,boundary_pending,fin,制造业-农副食品加工业｜黑龙江｜员工784人,农副食品：二十年 ROE 3~13.2%，毛利率 3~5% 低,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
600687,2014,2015-02-10,boundary_pending,fin,制造业-其他制造业｜甘肃｜员工265人,珠宝/黄金：2003 亏损、2002-2010 ROE ≤3.9%，2011 重组 ROE 34.9% 后 16~17%、毛利率 8.5~16.6% 低,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
002711,2014,2015-04-30,boundary_pending,fin,交通运输、仓储和邮政业-装卸搬运和仓储业｜广东｜员工14人,仓储/信息服务：ROE 21.6→29.5→9.9% 单边下行，上市当年摊薄后 9.9%、毛利率 30%→12%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
600891,2014,2015-04-30,boundary_pending,fin,制造业-其他制造业｜黑龙江｜员工683人,零售/黄金贸易：2001-2006 连续亏损，2014 营收 3.9→44 亿而 ROE 7.1%、毛利率 7.2%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
600074,2014,2015-04-30,boundary_pending,fin,制造业-计算机、通信和其他电子设备制造业｜江苏,电子→借壳：2007、2009-10、2012 亏损且净资产为负，2013-14 ROE 54%/82% 系 BPS 0.10/0.70 的低基数,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
002504,2014,2015-04-29,boundary_pending,fin,建筑业-建筑装饰、装修和其他建筑业｜北京｜员工70人,装饰设计借壳：2013 重组后营收 1.6→21.7 亿、毛利率 32%→16%，主体不可比,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
603555,2014,2015-03-31,boundary_pending,fin,制造业-农副食品加工业｜福建｜员工922人,运动鞋服：上市当年净利 −26%、摊薄后 ROE 14.6%，营收 28.6→19.2 亿连续两年下滑,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
300297,2014,2015-04-24,boundary_pending,fin,信息传输、软件和信息技术服务业-软件和信息技术服务业｜四川,IT 安全：上市后 ROE 10.7→4.8→5.1% 单边下行,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
300367,2014,2015-03-27,boundary_pending,fin,制造业-计算机、通信和其他电子设备制造业｜北京｜员工58人,视频监控软件：毛利率 54~64% 高但随营收 9 倍下行 10pp，上市当年（2014-01，摊薄已反映）ROE 19.7% 低于门槛,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
002680,2014,2015-04-30,boundary_pending,fin,制造业-医药制造业｜江苏,机械→生物制药借壳：2014 并表后毛利率 31.5%→75.6%、营收 2.0→6.2 亿，主体不可比,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
002071,2014,2015-04-28,boundary_pending,fin,文化、体育和娱乐业-广播、电视、电影和录音制作业｜安徽,影视借壳：2007-2012 ROE ≤5.7% 含亏损，2013-14 重组后 26.8%/20.4% 不可比,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
300216,2014,2015-03-17,boundary_pending,fin,制造业-专用设备制造业｜湖南｜员工402人,制药机械：毛利率 50~56% 窄而高但上市后摊薄 ROE 10~14.7% 远低于门槛,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
300312,2014,2015-04-11,boundary_pending,fin,信息传输、软件和信息技术服务业-软件和信息技术服务业｜北京,通信软件：2013 亏损、2014 ROE 1.2%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
002618,2014,2015-04-23,boundary_pending,fin,制造业-计算机、通信和其他电子设备制造业｜广东｜员工18人,柔性电路材料：上市后摊薄 ROE 12.6→5.0→5.9%，2014 毛利率 53%→41%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
000046,2015,2016-03-31,boundary_pending,fin,"金融业-其他金融业｜北京｜员工4,816人",金融/地产控股：2008-2014 ROE 1.6~14% 无序，2015 19.0% 单年，毛利率 25~57% 摆动,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
002411,2015,2016-04-26,boundary_pending,fin,"制造业-医药制造业｜陕西｜员工1,909人",医药借壳：2014 并表后毛利率 18%→59%、净利 0.27→4.84 亿，主体不可比；2015 原值行,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
600074,2015,2016-04-30,boundary_pending,fin,制造业-计算机、通信和其他电子设备制造业｜江苏,2012 净资产为负、2013-15 ROE 54%/82%/34% 系 BPS 0.1~0.7 的低基数,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
002680,2015,2016-04-30,boundary_pending,boundary,制造业-医药制造业｜江苏,借壳后可比历史仅 2 年（2014-15 ROE 22.2%/25.4%、毛利率 76~78%），借壳前为机械主体，待观测,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
002280,2015,2016-02-23,boundary_pending,fin,批发和零售业-零售业｜浙江｜员工995人,零售→通讯/教育切换：ROE 2010-13 8.9~13%（2012 113% 系微利低基数），2014-15 55%/32.5% 伴毛利率 33%→80% 主业切换,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
603996,2015,2016-03-30,boundary_pending,fin,制造业-计算机、通信和其他电子设备制造业｜浙江,电子代工：ROE 36.2→13.2% 单边下行，毛利率 15.7%→8.2%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
002002,2015,2016-04-26,boundary_pending,fin,制造业-化学原料和化学制品制造业｜江苏,化工：2007-08、2010 亏损且 BPS 跌至 0.53，2013 重组后 ROE 12~18.5% 不可比,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
000018,2015,2016-04-30,boundary_pending,fin,建筑业-建筑装饰、装修和其他建筑业｜四川｜员工19人,建筑借壳：1997-2013 近零/亏损，2014 重组后营收 0.3→27.5 亿，两年不可比,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
600393,2015,2016-04-19,boundary_pending,fin,房地产业-房地产业｜广东｜员工146人,地产：ROE 1.2~21.6% 随结算摆动，2011-2015 1.2~6.3%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
002781,2015,2016-04-26,boundary_pending,fin,建筑业-建筑装饰、装修和其他建筑业｜江西｜员工29人,装饰承包：毛利率 17.2~17.4% 窄而低（5③），ROE 29.2→14.0% 下行，上市当年,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
300178,2015,2016-03-20,boundary_pending,fin,租赁和商务服务业-商务服务业｜广东,机票代理/旅游：上市后摊薄 ROE 6.5~11.2%，毛利率 88%→49% 单边下行,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
002147,2015,2016-04-22,boundary_pending,fin,制造业-通用设备制造业｜安徽｜员工799人,回转支承：2012-13 近零/亏损，ROE 2009-2015 −4~16.6%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
002143,2015,2016-04-30,boundary_pending,fin,租赁和商务服务业-商务服务业｜四川,食品→影视借壳：2008-2013 ROE ≤1.6%/亏损，2014-15 重组后不可比,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
300392,2015,2016-03-25,boundary_pending,fin,信息传输、软件和信息技术服务业-互联网和相关服务｜北京,互联网广告：毛利率 16~18% 低，上市后摊薄 ROE 17.7~19.5%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
300208,2015,2016-03-26,boundary_pending,fin,建筑业-土木工程建筑业｜山东｜员工250人,电力设备/工程：上市后 ROE 10.7→5.6% 后 2015 单年跃升 34.7%（营收 6.7→11.6 亿），不稳定,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
300336,2015,2016-02-27,boundary_pending,fin,租赁和商务服务业-商务服务业｜上海,影视制作：上市后摊薄 ROE 10.2~18.5% 低于门槛,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
002502,2015,2016-04-01,boundary_pending,fin,信息传输、软件和信息技术服务业-互联网和相关服务｜广东｜员工284人,玩具→游戏转型：上市后摊薄 ROE 3.6~6.5%，2015 毛利率 24%→47% 系主业切换,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
300431,2015,2016-04-30,boundary_pending,fin,信息传输、软件和信息技术服务业-互联网和相关服务｜北京,互联网视频：ROE 62.6→17.1→15.8→33.8% 不稳定、毛利率 75→65% 下行，上市当年净利 4 倍单年,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
600647,2016,2017-04-29,boundary_pending,fin,科学研究和技术服务业-专业技术服务业｜上海｜员工337人,电气安装/投资：多年亏损与净资产为负史，2009 后 ROE −1.5~26% 无序、营收缩至 0.8 亿,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
002147,2016,2017-04-25,boundary_pending,fin,制造业-通用设备制造业｜安徽｜员工799人,回转支承→借壳：2016 重组后营收 3.7→37 亿、毛利率 73%/ROE 30.1%，与 2012-15 近零/亏损主体不可比,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
000627,2016,2017-04-26,boundary_pending,boundary,金融业-保险业｜湖北,保险牌照同构候选（判据 1）：2016 首年并表寿险（营收 10.8→170 亿、ROE 15.0%），但并表仅 1 年、上市主体此前为化工且 2003/2011/2013 亏损，列前向复判 2017-2018,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
600565,2016,2017-03-16,boundary_pending,fin,"房地产业-房地产业｜重庆｜员工6,157人",特种车→地产：ROE 2.4~18.2% 十五年未达门槛，毛利率 14.9%→26%→18.5% 摆动,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
002018,2016,2017-03-18,boundary_pending,fin,批发和零售业-批发业｜安徽,能源贸易：毛利率 3~5% 低，2010 亏损，ROE 0.7~12%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
600856,2016,2017-04-22,boundary_pending,fin,电力、热力、燃气及水生产和供应业-燃气生产和供应业｜北京,燃气借壳：2002-2013 亏损/近零、BPS 0.41~0.78，2014 重组后 ROE 15~21% 不可比,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
300495,2016,2017-03-28,boundary_pending,fin,水利、环境和公共设施管理业-生态保护和环境治理业｜广东,园林工程：ROE 48.8→17.1% 逐年下行，上市后首个完整年摊薄 ROE 17.1%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
000038,2016,2017-04-15,boundary_pending,fin,租赁和商务服务业-商务服务业｜广东,1998-99、2004-06、2014 亏损，2006 净资产为负，2016 增发 BPS 1.2→15.5 重组,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
002699,2016,2017-03-02,boundary_pending,fin,"文化、体育和娱乐业-文化艺术业｜浙江｜员工2,943人",动漫衍生品：上市后摊薄 ROE 6.5~16%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
002619,2016,2017-04-18,boundary_pending,fin,信息传输、软件和信息技术服务业-互联网和相关服务｜浙江,管业→游戏重组：上市后摊薄 ROE 1.2~15.7%，2015-16 毛利率 34%→72% 系主业切换,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
600087,2017,2018-03-30,boundary_pending,fin,"交通运输、仓储和邮政业-水上运输业｜江苏｜员工3,151人",油运：2009-2014 连续亏损/净资产为负，2015-17 ROE 30.6→20.8→12.9% 系低基数回升且单边下行,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
000418,2017,2018-03-13,boundary_pending,boundary,制造业-电气机械和器材制造业｜江苏,家电：2012-2017 营收 69→214 亿（3.1 倍）而毛利率 22.6→25.3% 微升、ROE 9.6→23.1% 五年上行（5② 形态成形），但未达 25%、2002 亏损/2003-06 ROE ≤3.5% 低谷史，列前向复判 2018,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
600705,2017,2018-03-15,boundary_pending,boundary,金融业-货币金融服务｜黑龙江,金融控股（信托/金融租赁/证券/财务公司多牌照）：2011-2017 ROE 10.8~17.7% 未过门槛，多牌照混业与 1b 的单一金融租赁主体不完全同构，2004-2010 重组/净资产为负史,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
002610,2017,2018-04-25,boundary_pending,fin,"制造业-电气机械和器材制造业｜浙江｜员工1,457人",光伏：2012 亏损，2013-2017 ROE 0.7~5.7%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
300297,2017,2018-04-26,boundary_pending,fin,信息传输、软件和信息技术服务业-软件和信息技术服务业｜四川,IT 安全：2013-2017 ROE 4.8~12.4%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
002002,2017,2018-03-31,boundary_pending,fin,制造业-化学原料和化学制品制造业｜江苏,氯碱/PVC：2013 重组后五年 ROE 12~23.6% 未达门槛，周期品 2016-17 景气；2007-2010 亏损史,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
600393,2017,2018-04-28,boundary_pending,fin,房地产业-房地产业｜广东｜员工146人,地产：2011-2016 ROE 1.2~6.3%，2017 单年 21.8% 系结算,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
600387,2017,2018-04-14,boundary_pending,fin,批发和零售业-批发业｜浙江｜员工437人,燃油/化工贸易：毛利率 1.4~8% 低，2008 亏损，ROE 0.5~26% 无序,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
002505,2017,2018-04-27,boundary_pending,fin,"批发和零售业-批发业｜湖南｜员工1,866人",农产品贸易：2012、2015 亏损，2013-2017 ROE ≤1.3%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
600260,2017,2018-03-28,boundary_pending,fin,制造业-计算机、通信和其他电子设备制造业｜湖北,电子/专网通信：2001-2016 ROE ≤12%，2017 单年 19.2% 而毛利率 11.6% 低,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
002013,2017,2018-03-06,boundary_pending,fin,制造业-铁路、船舶、航空航天和其他运输设备制造业｜北京,航空机电：2011-2017 ROE 8.6~10.3% 七年稳定但远低于门槛,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
603157,2017,2018-03-23,boundary_pending,fin,制造业-纺织服装、服饰业｜上海｜员工131人,服装零售：毛利率 62~65% 窄而高，但 ROE 56.2→13.6% 单边下行、2015-17 13.6~19.6% 低于门槛且净利连降,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
600781,2017,2018-04-21,boundary_pending,fin,制造业-医药制造业｜河南,医药资产注入：2001-2005 连续亏损、BPS 跌至 0.08，2016 注入后营收 4.6→50 亿两年不可比,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
002435,2017,2018-04-25,boundary_pending,fin,"制造业-医药制造业｜江苏｜员工1,922人",医药/健康：上市后摊薄 ROE 5.0~8.7%，2016-17 毛利率 14%→46% 系主业切换,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
603603,2017,2018-04-28,boundary_pending,fin,水利、环境和公共设施管理业-生态保护和环境治理业｜北京｜员工554人,水处理工程：ROE 28.9→17.1% 逐年下行，上市当年摊薄后 17.1%，毛利率 20~26%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
000662,2017,2018-03-29,boundary_pending,fin,信息传输、软件和信息技术服务业-软件和信息技术服务业｜广西,1999-2000、2010-11、2013、2015 多年亏损，2016-17 重组后 ROE 8.7~10.8%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
300262,2017,2018-04-23,boundary_pending,fin,水利、环境和公共设施管理业-生态保护和环境治理业｜上海｜员工237人,水处理：上市后摊薄 ROE 6.9~13.5%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
300309,2017,2018-03-27,boundary_pending,fin,金融业-资本市场服务｜西藏,油服：2016 亏损 −37%，2013-2017 ROE ≤13.9%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
000673,2017,2018-04-28,boundary_pending,fin,文化、体育和娱乐业-文化艺术业｜山西｜员工36人,文化/评估：2005-2011 连续亏损且净资产为负，2015 重组后 ROE 4.8~10.6%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
600634,2017,2018-04-28,boundary_pending,fin,信息传输、软件和信息技术服务业-互联网和相关服务｜上海,游戏借壳：2003、2007-2010 亏损，2012 重组后 ROE 1.3~12.4%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
300367,2018,2019-04-26,boundary_pending,fin,制造业-计算机、通信和其他电子设备制造业｜北京｜员工58人,视频监控软件：上市后 ROE 19.7→25.6→15.1→11.3→8.3% 单边下行,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
000627,2018,2019-04-29,boundary_pending,boundary,金融业-保险业｜湖北,保险牌照经 51% 控股间接持有（判据 1 同构存疑），并表三年 ROE 15.0→9.1→6.9% 单边下行；上市主体化工期多年亏损,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
603056,2018,2019-04-04,boundary_pending,fin,"交通运输、仓储和邮政业-道路运输业｜上海｜员工80,650人",快递物流：毛利率 13~14% 低，上市当年（2018-01，摊薄已反映）ROE 18.8% 低于门槛，2012-2018 ROE 16~39% 摆动,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
600242,2018,2019-04-15,boundary_pending,fin,信息传输、软件和信息技术服务业-互联网和相关服务｜广东,2004-2008、2013-14 亏损且净资产为负，2016 重组后 ROE 5.9~7.6%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
300630,2018,2019-04-02,boundary_pending,boundary,制造业-医药制造业｜海南,医药（注射剂）：2012-2018 营收 1.1→6.2 亿（5.6 倍）而毛利率 68.5→83.8% 不降反升（5② 形态成立），摊薄后 ROE 14.6→22.7% 逼近但未达 25%、上市不足两年，列前向复判 2019,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
603388,2018,2019-04-25,boundary_pending,fin,建筑业-土木工程建筑业｜浙江｜员工248人,园林工程：上市后 ROE 13.8~16.3%，毛利率 24~30%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
