security_code,security_name,quality_tier,carrier,carrier_fact,replication_test,quant_support,quant_note,peer_anchor,erosion,erosion_path,verdict,confidence,reason,sources,evidence_status,industry,roe_median,roe_pctl_median,roe_years_ge15,_batch
600285,羚锐制药,L2,定价权＋稀缺资源,2024 贴剂收入 21.2 亿、销量 20 亿贴，量居骨科贴膏第一；独家品种通络祛痛膏（基药＋医保）2023 销售 >10 亿，米内网 2024Q1-Q3 中成药贴膏公立医院销售额排第三（奇正消痛贴膏、云南白药膏居前）、零售药店排第二；2025 毛利 80%,pass,partial,ROE 中位 15.9、最低 8.1（2015）、≥15% 共 6 年；分位中位 67、前五年 39-62、后五年 70-97；毛利 71.4→75.1（2025 80.0）；归母 CAGR 19.1%；OCF÷NI 中位 1.42,对照奇正藏药（消痛贴膏销售额第一、单价高）：羚锐以量与低价占基层，毛利略低但 ROE 更高；对照云南白药膏：品牌更大但贴膏非主业；对照江中同为品类心智型，羚锐增长更快,medium,通络祛痛膏已中选全国中成药联盟集采（2025-04 起执行），院内价格下移并可能向零售传导；贴膏技术门槛低，奇正／云南白药在高价带压制；品牌渠道锁为最低硬度载体,维持,medium,载体为独家品种通络祛痛膏（基药＋医保、年销 >10 亿）＋两只老虎品牌＋基层 OTC 渠道，销量 20 亿贴居骨科贴膏第一（按销售额居前三，分层表『约三成第一』不成立）；近五年 ROE 16-25、毛利升至 80%。,data/interim/moat_audit_2026-09-07/batch_07_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/600285_羚锐制药/README.md ; docs/peer-group-calibration/a-share-traditional-chinese-medicine.md ; https://www.chinabaogao.com/market/202503/746673.html ; https://3g.menet.com.cn/Article/Detial?aid=147914 ; https://www.phirda.com/artilce_38722.html ; https://caifuhao.eastmoney.com/news/20250806195008635723070,external_verified,制造业,15.92,67.0,6,batch_07.jsonl
600298,安琪酵母,L2,成本优势＋稀缺资源,全球酵母份额约 19%、全球第二（乐斯福第一），乐斯福／英联马利／安琪合计约 80%；国内份额 55%（乐斯福 14%、英联马利 11%），国内产能 19.4 万吨；埃及／俄罗斯海外基地,pass,yes,ROE 中位 16.5、最低 9.6（2015）、≥15% 共 7 年；分位中位 81、≥80 共 6 年；毛利 34.3→24.9（糖蜜成本＋海外扩产折旧）；归母 CAGR 18.6%；OCF÷NI 中位 1.34,对照乐斯福（全球第一、私营）：安琪成本更低、海外份额持续提升；A 股无同业，对照食品综合组涪陵榨菜为品牌心智型，安琪为发酵工艺＋规模型,medium,毛利率十年下行 34→25 且 ROE 由 25 降至 13.5，海外扩产回报期拉长；糖蜜／水解糖成本周期；乐斯福在华扩产,维持,high,酵母全球第二（份额约 19%）、国内 55%，三寡头占全球八成、数十年无新进入者；菌种库与发酵工艺加全球产能资本买不到；ROE 中位 16.5、分位中位 81，毛利下行由成本与扩产期解释。,data/interim/moat_audit_2026-09-07/batch_07_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/600298_安琪酵母/README.md ; docs/peer-group-calibration/a-share-food-comprehensive.md ; https://www.chinabaogao.com/market/202503/745370.html ; https://www.vzkoo.com/read/20240318b17bab3011bd7b8c6b0966c5.html,external_verified,制造业,16.47,81.0,7,batch_07.jsonl
600309,万华化学,L2,稀缺资源＋成本优势,2024 末 MDI 产能 380 万吨/年、占全球 33% 居第一，2026Q2 福建技改后 450 万吨；全球最大 MDI 与 TDI 供应商；光气化属高危工艺需国家审批，全球 MDI 三十年无新进入者,pass,yes,ROE 中位 22.8、最低 12.4（2025）、≥15% 共 8 年；分位中位 88、≥80 共 10 年；毛利 32.9→17.9（石化大宗稀释）；归母 CAGR 22.8%；OCF÷NI 中位 2.24,对照巴斯夫／科思创／亨斯迈：万华成本最低、唯一持续扩产者，2025 全球巨头集体提价中份额仍升；A 股化工无同量级对手,medium,石化大宗（乙烯）板块 NM 6.9% 稀释整体回报，毛利十年腰斩；MDI 需求挂钩地产家电；海外反倾销与本地化装置,维持,high,MDI 产能 380 万吨占全球 33% 第一，光气化许可＋一体化成本使三十年无新进入者；ROE 中位 22.8、分位≥80 达 10 年，2025 周期底 12.4 仍居门类前列；毛利下行为石化大宗稀释而非 MDI 壁垒受损。,data/interim/moat_audit_2026-09-07/batch_07_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/600309_万华化学/README.md ; docs/peer-group-calibration/a-share-polyurethane.md ; https://finance.sina.com.cn/roll/2025-10-16/doc-infuauti2448693.shtml ; https://www.chemnews.com.cn/c/2025-04-15/756064.shtml,external_verified,制造业,22.75,88.0,8,batch_07.jsonl
600426,华鲁恒升,L2,成本优势＋稀缺资源,国资委载文：尿素／DMF／醋酸／碳酸酯成本较行业平均低 15-30%，合成氨／醋酸完全成本低 15% 以上；DMF 产能 48 万吨、全国市占率第一（制造业单项冠军）；德州＋荆州双基地柔性多联产；十年 ROE 最低 10.3%,pass,partial,ROE 中位 13.1、最低 10.3（2025）、≥15% 共 4 年；分位中位 78、最低 49（2016）；毛利 23.7→24.6；归母 CAGR 13.9%；OCF÷NI 中位 1.31；十年无一年低于 10%,对照宝丰能源（烯烃单品、自有煤）：景气期 ROE 更高但产品单一；对照鲁西化工／阳煤化工：周期底 ROE 降至个位数或亏损，华鲁十年底部仍 ≥10.3%，成本曲线位置由回报稳定性证实,medium,主产品多为过剩大宗（尿素／醋酸／己二酸）；荆州基地外购煤成本优势弱于德州；煤价与价差周期,维持,medium,煤气化平台吨成本低于行业 15-30%（国资委载文）、DMF 全国第一，商品制造中十年 ROE 从未低于 10.3%、周期底仍居门类分位 78，成本曲线最左已转化为穿越周期的回报；载体为能力锁，非景气。,data/interim/moat_audit_2026-09-07/batch_07_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/600426_华鲁恒升/README.md ; docs/peer-group-calibration/a-share-nitrogen-fertilizer.md ; http://www.sasac.gov.cn/n4470048/n32559362/n34503500/n34503511/c34622347/content.html ; https://www.hl-hengsheng.com/GSGG/2026-04-29/36281697-9096-419f-b1d9-64ca8197f324.pdf,external_verified,制造业,13.05,78.0,4,batch_07.jsonl
600486,扬农化工,L2,成本优势＋稀缺资源,拟除虫菊酯品种与规模全国第一、卫生菊酯国内份额约 70%，与住友化学为全球菊酯原药核心双供应商；2024 中国农药销售百强第 3、营收 104 亿；间甲酚等中间体自供；农药登记证与化工园区准入新证极难,pass,yes,ROE 中位 17.3、最低 11.7（2025）、≥15% 共 8 年；分位中位 82、≥80 共 7 年；毛利 26.8→23.9；归母 CAGR 10.9%；OCF÷NI 中位 1.37；农药至暗期（2023-25）ROE 仍 11.7-17.3,对照住友化学（菊酯原研）：扬农成本更低、卫生菊酯份额压倒；对照利尔化学／广信股份（单品原药）：周期底 ROE 降至个位数，扬农为农药组唯一至暗期保持双位数 ROE 者；先正达体系协同独有,medium,原药产能过剩出清期菊酯价格下行；葫芦岛／优嘉新基地爬坡摊薄；先正达关联采购依赖,维持,high,菊酯全球双寡头（与住友）、卫生菊酯国内约七成，合成链与中间体自供加登记证／园区准入构成能力与准入双锁；农药至暗期 ROE 仍 11.7-17.3、分位中位 82，回报穿越周期。,data/interim/moat_audit_2026-09-07/batch_07_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/600486_扬农化工/README.md ; docs/peer-group-calibration/a-share-pesticides.md ; https://finance.sina.com.cn/roll/2024-07-30/doc-incfwiqq0414948.shtml ; https://stcn.com/article/detail/1606184.html,external_verified,制造业,17.26,82.0,8,batch_07.jsonl
600563,法拉电子,L2,成本优势＋客户锁定,全球薄膜电容份额约 8%，居第三（松下约 9-10%、基美约 8-9%、尼吉康、TDK-EPCOS，前五合计约 40%），产量国内第一；年产 45 亿只、金属化膜 2500 吨自供；十一年 ROE 全部 ≥17.9%——分层表『全球第一』不成立,pass,yes,ROE 中位 20.5、最低 17.9（2015）、≥15% 共 11 年；分位中位 78、后五年 90-96；毛利 42.2→36.9（新能源客户年降）；归母 CAGR 13.8%；OCF÷NI 中位 1.09,对照松下／基美（份额相当）：法拉净利率约 20% 远高于对手元件业务；对照江海股份／铜峰电子（国内二线薄膜）：法拉毛利高 10pct 以上且 ROE 稳定，二线十年未追平,medium,车企年降致毛利 42→32；国内二线（鹰峰／铜峰）低价竞争；光储需求周期,维持,high,薄膜电容全球前三（约 8%）、国内第一，非分层表所称全球第一；护城河由一体化成本与车规认证锁定证实——十一年 ROE 全部 ≥17.9%、新能源前后回报同样稳定，二线十年未追平。,data/interim/moat_audit_2026-09-07/batch_07_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/600563_法拉电子/README.md ; docs/peer-group-calibration/a-share-electronic-components.md ; https://m.gelonghui.com/p/1841571 ; https://www.chinabaogao.com/detail/647215.html,external_verified,制造业,20.46,78.0,11,batch_07.jsonl
600570,恒生电子,L2,客户锁定,券商集中交易系统份额约 50%、基金核心系统>80%、资管 IT 约 88%；服务 90% 公募、80% 券商；核心系统更换涉监管报备与业务中断；与金证股份双寡头,pass,partial,ROE 中位 19.3、最低 0.8（2016 处罚年）、≥15% 共 8 年，2024-25 降至 12.5/13.3；毛利首末五年 95.7→72.9；归母 CAGR 10.5%；OCF/NI 1.05；2026H1 营收 −11.6%,对照金证股份：券商侧双寡头但恒生份额与盈利更高；对照顶点/华锐：新一代交易系统竞标者、份额低；无同量级对手,medium,信创换代窗口（UF3.0/O45 替换期引入华锐 ATP/金证竞标）；金融机构 IT 预算收缩（2026H1 营收 −11.6%）；毛利十年由 95.7 降至 72.9,维持,medium,券商集中交易份额约 50%、基金核心系统>80%，核心系统更换涉监管报备与业务中断，存量客户锁真实；十年 ROE 中位 19.3%、8 年≥15%；近两年回落有预算收缩与新一代产品投入期解释。,data/interim/moat_audit_2026-09-07/batch_01_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/600570_恒生电子/README.md ; docs/peer-group-calibration/a-share-industry-application-software.md ; https://caifuhao.eastmoney.com/news/20250830185454342599500 ; https://www.9fzt.com/common/00c044c6efb4657e27b9782fce8f38ef.html,external_verified,信息传输、软件和信息技术服务业,19.27,89.0,8,batch_01.jsonl
600600,青岛啤酒,L2,定价权＋成本优势,2023 份额华润 31.4%／青啤 22.5%，CR5>90%、2024 CR6 99.25%，三十年无新全国性进入者；山东基地市场主导；高端化下十年营收 CAGR 1.6% 而归母 CAGR 10.4%，毛利 39→42；2025 前三季营收利润销量同增,pass,partial,ROE 中位 11.1、最低 6.4（2016 价格战与关厂减值）、≥15% 共 4 年；分位中位 51、后五年 66-91；毛利 39.3→38.9（2025 41.8）；归母 CAGR 10.4%；OCF÷NI 中位 1.83；账面净现金厚稀释 ROE,对照华润啤酒（份额第一，2016-19 ROE 亦仅 5-9%）与燕京（长期个位数）：青啤同期高于两者；对照重庆啤酒（嘉士伯资产结构，ROE 40%+）盈利效率低一档；品牌资产啤酒业第一,medium,啤酒总量长期缩量；华润喜力／百威在高端带竞争；现饮渠道恢复慢,维持,medium,百年品牌＋山东基地市场＋CR5>90% 的封闭寡头，三十年无新进入者，资本买不到基地市场；回报中等（ROE 中位 11.1）源于 2016-18 行业价格战关厂与净现金稀释，高端化后 ROE 升至 15-16 且高于华润燕京。,data/interim/moat_audit_2026-09-07/batch_07_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/600600_青岛啤酒/README.md ; docs/peer-group-calibration/a-share-beer.md ; https://finance.sina.com.cn/roll/2026-03-05/doc-inhpwzrt9870201.shtml ; https://www.lanjinger.com/d/1775203285715895660,external_verified,制造业,11.13,51.0,4,batch_07.jsonl
600690,海尔智家,L2,定价权＋成本优势,欧睿：2025 年海尔连续 17 年全球大型家电品牌零售量第一，份额 6.3%（2009）→12.1%（2025）、近五年五连涨；北美第一（24.5%）、亚洲第一（25.9%）、西欧第三（8%）；冰箱洗衣机全球第一；自主品牌矩阵 Haier/GEA/Candy/Fisher&Paykel 非 OEM,pass,yes,ROE 中位 17.6、最低 16.2（2015）、≥15% 共 11 年；分位中位 78、后四年 81-93；毛利 29.8→28.9；归母 CAGR 16.3%；OCF÷NI 中位 1.57,对照美的（ROE 中位 25、净利率 9.8% 对 6.7%）：盈利效率低一档、ToB 缺位；对照格力：海尔全球化与品类广度优；海外自主品牌广度为三者中唯一,medium,美国关税与海外工厂成本；国内白电需求周期（2026H1 营收 -2.8%、归母 -14.3%）；费用率改善持续性,维持,high,海外自主品牌矩阵（GEA 等）为资本买不到的要素：欧睿连续 17 年全球大家电零售量第一、份额 6.3%→12.1%、北美第一，美的十年 OEM 未追平；十一年 ROE 全部 ≥16.2，回报持续。,data/interim/moat_audit_2026-09-07/batch_07_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/600690_海尔智家/README.md ; docs/peer-group-calibration/a-share-white-appliances.md ; https://www.news.cn/tech/20260108/643ea1bfb602434b8fb99ddb59f73938/c.html ; https://www.haier.com/about_haier/xinwen/20260108_284915.shtml,external_verified,制造业,17.61,78.0,11,batch_07.jsonl
600750,华润江中,L2,定价权＋超额回报,江中牌健胃消食片连续 21 年居中国非处方药产品榜中成药消化类第一（中国非处方药物协会 2024 榜），获『黄金大单品』；媒体引述胃肠 OTC 市占率约 94%（线索）；2023 OTC 收入 30.5 亿占 69.5%；毛利 65%，净现金,pass,partial,ROE 中位 15.3、最低 12.5（2021）、≥15% 共 7 年；分位中位 65、后三年 90-97；毛利 65.0→64.3；营收 CAGR 5.0%、归母 CAGR 9.5%；OCF÷NI 中位 1.45；净现金厚稀释 ROE,对照羚锐（同为品类心智型）：江中心智垄断度更高（品牌＝品类、21 年第一）但增长弱（2024 营收 -2.6%、2026H1 -9.8%）；对照桂林三金／葵花药业：江中单品集中度最高、毛利更高,medium,健胃消食片品类天花板已现（营收四年首降）；大健康／处方药第二曲线未验证；华润体系并购整合的资本配置风险,维持,medium,健胃消食片配方非独家，但『江中＝品类』心智连续 21 年居消化类 OTC 第一，二十年无同业追平，属难以用资金买到的品牌锁；毛利 65%、ROE 十年 ≥12.5 且净现金；品类窄是增长问题非壁垒问题。,data/interim/moat_audit_2026-09-07/batch_07_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/600750_华润江中/README.md ; docs/peer-group-calibration/a-share-traditional-chinese-medicine.md ; https://www.cnhfa.org.cn/index.php/index/hydts/show/id/9384.html ; https://finance.sina.com.cn/jjxw/2025-02-18/doc-inekxmqv6879073.shtml,external_verified,制造业,15.25,65.0,7,batch_07.jsonl
600803,新奥股份,L2,稀缺资源＋客户锁定＋超额回报,"20省市264个城燃特许项目，服务3,276万户与31.6万工商户（行政授予、区内排他）；舟山接收站为国内处理能力最大民营LNG接收站；十年级国际长协；ROE 2018-25为17.3/18.4/16.7/31.1/33.4/34.4/19.1/19.4，剔除2021-23价差窗口仍≥16.7；2026-06-12私有化新奥能源及H股上市终止，改由子公司增持",pass,yes,ROE中位18.36、最低11.65(2016，重组前旧业务)、≥15%共9年；燃气门类分位中位88、≥80共8年；毛利24.4→14.9（贸易/零售气结构，不作回报度量）；营收CAGR 37（2020并表新奥能源）；经营现金流÷净利中位2.55,分层表内无城燃运营侧同业；对照华润燃气/昆仑能源(港股，ROE约10-15%)与深圳燃气(未定档，ROE约8%)，新奥19%为城燃最高；受管制独占同类锚陕西煤业(L2)/中国神华(L1),medium,接驳收入随新房结构性下滑；准许收益率与顺价机制压零售毛差（行业共性，计入Q1）；接收站第三方公平开放；私有化终止后少数股东漏损与关联结构延续,维持,medium,载体=264个城燃特许区（法律锁）+舟山最大民营LNG接收站（物理锁）+长协；规制基础设施口径已转化为高于同业回报：ROE 2018-25最低16.7%、2024-25约19%高于华润/昆仑。私有化终止不动载体。,data/interim/moat_audit_2026-09-07/batch_11_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/600803_新奥股份/README.md ; docs/peer-group-calibration/a-share-gas-utilities.md ; https://www.nbd.com.cn/articles/2026-06-12/4425162.html ; https://news.qq.com/rain/a/20260612A08KJ700 ; 东财 F10 经营分析/核心题材（emweb.securities.eastmoney.com/PC_HSF10，2026H1 经营评述与 2025 分部）,external_verified,电力、热力、燃气及水生产和供应业,18.36,88.0,9,batch_11.jsonl
600885,宏发股份,L2,成本优势＋客户锁定,2024 继电器整体份额全球第一；高压直流继电器全球 40% 第一（松下第二）、汽车继电器 23.1%、电力继电器 57.1%；自制自动化产线；客户含施耐德／ABB／主流车企；十一年 ROE 15.2-18.3,pass,yes,ROE 中位 17.4、最低 15.2（2019）、≥15% 共 11 年；分位中位 73、后四年 83-93；毛利 38.4→35.4；归母 CAGR 14.0%；OCF÷NI 中位 1.45,对照松下／欧姆龙／泰科：宏发在高压直流与电力继电器份额压倒、成本更低；对照法拉（同为元件品类王）：法拉利润率更高，宏发品类更广、增速更快,medium,车企年降与白银铜价传导；比亚迪等车企自制高压直流继电器；通用继电器成熟致毛利缓降,维持,high,继电器全球第一、高压直流 40% 份额，自制设备成本＋车规与工业客户认证四十年积累；十一年 ROE 全部 ≥15.2、新能源前后同样稳定，回报持续证实载体非景气。,data/interim/moat_audit_2026-09-07/batch_07_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/600885_宏发股份/README.md ; docs/peer-group-calibration/a-share-electrical-automation.md ; https://finance.sina.com.cn/roll/2025-04-03/doc-inervuvv8749132.shtml ; https://www.chyxx.com/industry/1222970.html,external_verified,制造业,17.44,73.0,11,batch_07.jsonl
600887,伊利股份,L2,成本优势＋定价权,尼尔森／星图 2025H1：常温液态奶线下零售额份额行业第一，京东天猫拼多多抖音均第一且提升；奶粉及奶制品收入 165.8 亿（+14%）份额行业第一；与蒙牛双寡头，三十年无新全国性进入者；十一年 ROE 15.8-26.6、分位全部 ≥83,pass,yes,ROE 中位 24.3、最低 15.8（2024 澳优商誉减值）、≥15% 共 11 年；分位中位 86、≥80 共 11 年；毛利 37.3→32.8（促销与原奶周期）；营收 CAGR 6.7%、归母 CAGR 9.6%；OCF÷NI 中位 1.42,对照蒙牛（ROE 约 10-12%、净利率低）：伊利盈利更高、份额更大；对照光明／新乳业（区域低温）：全国广度不可比；对照海天：定价自由度低一档（双寡头促销战）,medium,液奶需求收缩（2024 液体乳 -12.3%）与出生率；双寡头促销战制约提价；奶粉并购商誉减值（30 亿）,维持,high,全国奶源＋冷链渠道＋品牌形成双寡头，常温液奶线上线下份额均第一，三十年无新进入者；十一年 ROE 全部 ≥15.8、门类分位全部 ≥83，双寡头制约定价但超额回报持续。,data/interim/moat_audit_2026-09-07/batch_07_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/600887_伊利股份/README.md ; docs/peer-group-calibration/a-share-dairy-products.md ; https://static.weeklyonstock.com/25/0909/zbf091522.html ; https://cj.sina.com.cn/articles/view/6745116791/1920a507700101naes,external_verified,制造业,24.33,86.0,11,batch_07.jsonl
600938,中国海油,L2,稀缺资源＋成本优势＋超额回报,中国海域油气对外合作专营权（国务院《对外合作开采海洋石油资源条例》法定独占）；储量替代率连续多年>130%、储量寿命近8年稳定10年；2026H1桶油主要成本28.41美元/桶油当量（作业费6.66，同比持平）、净产量398.7百万桶(+3.7%)；2025布伦特68.19美元下ROE 15.6%、毛利51.5%（2026H1经营评述、东吴2026-08-28半年报点评）,pass,yes,8年口径ROE中位15.5、最低5.66(2020油价42美元)、≥15%共5年；采矿分位中位77、≥80共3年；毛利首末五年43.7→51.7；归母CAGR 12.8；经营现金流÷净利中位1.65,中国石油（direct watch，炼化/销售稀释，ROE约10%）；中国神华（L1，长协平滑，ROE中位13.6）——海油为三桶油上游纯度与回报最高；全球对照桶油成本约28美元处Exxon/Chevron之下,low,油价周期与能源转型属行业普遍不计；海外资产（圭亚那/巴西）地缘；税金与汇率推高桶油成本,维持,high,载体=海域对外合作专营权（法定独占）+桶油主要成本28.4美元全球低位+储量替代率>130%/储量寿命10年；商品资源三项齐备，2020油价42美元仍ROE 5.7%不亏，8年ROE中位15.5%。,data/interim/moat_audit_2026-09-07/batch_11_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/600938_中国海油/README.md ; docs/peer-group-calibration/a-share-oil-gas-exploration.md ; 东财 F10 经营分析/核心题材（emweb.securities.eastmoney.com/PC_HSF10，2026H1 经营评述与 2025 分部） ; 东财研报库 东吴证券 2026-08-28 中国海油2026年半年报点评,external_verified,采矿业,15.5,77.0,5,batch_11.jsonl
600970,中材国际,L2,成本优势＋客户锁定,水泥工程服务全球份额自2008年起连续18年第一，累计海外91国373条线，ENR国际承包商第38位；2025境外收入占54.8%、生产运营服务收入134亿占27%，2026H1运营服务新签93.8亿(+22%)；2026H1毛利16.8%高出中国化学(10.0%)与中国核建(9.7%)约7pp（2026中报经营评述、东财F10）,pass,yes,ROE中位13.47、最低7.73(2016)、≥15%共4年；建筑业分位中位82、≥80共7年；毛利首末五年15.0→18.4；归母CAGR 15.7；经营现金流÷净利中位0.76（总包应收重）,对照中国化学/中国核建（均未入池）：毛利高约7pp、ROE分位82对其50-60；国际对手FLSmidth水泥业务2025年出售予PE、thyssenkrupp Polysius与KHD仍在——「对手退出仅存一家」表述过头，但约2/3份额18年未被撼动,medium,全球水泥新建长期萎缩；海外应收与合同资产减值（26H1归母−34%而毛利持平，问题在毛利线以下）；EPC海外地缘执行,维持,medium,载体=全产业链交付能力+运维粘性：水泥工程全球份额连续18年第一（海外373条线），毛利高出中国化学/核建约7pp，ROE中位13.5%、门类分位82；「对手退出仅存一家」过头但不改判定。,data/interim/moat_audit_2026-09-07/batch_11_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/600970_中材国际/README.md ; docs/peer-group-calibration/a-share-professional-engineering.md ; https://finance.sina.com.cn/jjxw/2025-12-30/doc-inhepvcp7400701.shtml ; https://static.cninfo.com.cn/finalpage/2025-08-27/1224578586.PDF ; 东财 F10 经营分析/核心题材（emweb.securities.eastmoney.com/PC_HSF10，2026H1 经营评述与 2025 分部）,external_verified,建筑业,13.47,82.0,4,batch_11.jsonl
600989,宝丰能源,L2,成本优势＋稀缺资源,煤制烯烃产能 520 万吨/年国内第一；内蒙 300 万吨项目（全球单厂最大）2024-11 至 2025-03 三系列投产，DMTO-Ⅲ 单吨烯烃甲醇耗 2.88→2.65 吨，原煤采购较宁东低 40-50 元/吨；煤化工新项目须能评/碳评指标；FY2015-2025 ROE 11/11 年≥15%、最低 15.55、门类分位中位 87,pass,yes,ROE 中位 19.3、最低 15.55（2024）、≥15% 共 11 年；毛利首末五年 41.9→34.9；归母 CAGR 22.3%；经营现金流÷净利中位 1.05；2023-24 烯烃价差低谷 ROE 仍 15.6-15.7,对照华鲁恒升（煤化工成本王，ROE 中位 13.05、最低 10.32、2025 年 10.3）：宝丰周期底部 ROE 高出 5pp 且从未跌破 15%，成本位差异化成立；聚焦烯烃而非多元化,medium,烯烃产能过剩（油制/PDH 并进）压缩煤油价差；能耗双控与碳配额约束新项目审批；家族治理,维持,high,煤制烯烃 520 万吨国内第一、内蒙 300 万吨全球单厂最大；自有煤＋DMTO-Ⅲ 成本曲线最左；能评碳评指标限制新进入；十年 ROE 最低 15.6%、行业低谷仍高于华鲁恒升 5pp。配额/成本/规模三项齐备。,data/interim/moat_audit_2026-09-07/batch_08_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/600989_宝丰能源/README.md ; data/archive/completed-queues/evidence_review_log.md ; https://www.chemnews.com.cn/c/2025-02-18/752847.shtml ; https://pdf.dfcfw.com/pdf/H3_AP202507211712803493_1.pdf ; https://stockmc.xueqiu.com/202603/600989_20260313_88IN.pdf,external_verified,制造业,19.3,87.0,11,batch_08.jsonl
600993,马应龙,L2,品牌定价权,痔疮用药零售市场份额 42.55%（2024，米内网口径，远超第二名）；麝香痔疮膏 2025 年销量 2.0 亿支（+22.6%）；中华老字号、多次提价；2025 营收 38.7 亿 +3.7%、归母 5.8 亿 +10.1%；FY ROE 中位 13.8、门类分位中位 65,pass,partial,ROE 中位 13.77、最低 7.87（2018）、≥15% 仅 3 年；毛利首末五年 42.4→44.1；归母 CAGR 10.0%；经营现金流÷净利中位 1.03；回报平庸的结构原因：医药商业与医疗服务低毛利板块摊薄、现金冗余，核心药品毛利与提价未受损,对照华润江中（ROE 中位 15.25）、羚锐制药（15.92）：马应龙品类独占度更高、公司层面 ROE 低一档，差距来自非药板块而非核心品；肛泰/云南白药痔疮膏未撼动份额,medium,品类天花板低、增长平缓；眼霜等延伸品牌验证平庸；OTC 提价受药店客流与医保政策制约,维持,medium,痔疮用药零售份额 42.6%（2024）、麝香痔疮膏年销 2 亿支，品类＝品牌心智资本买不到、多方进入未撼动；ROE 中位 13.8% 平庸但可指向医药商业与医疗服务摊薄，核心品毛利与提价权未受损。,data/interim/moat_audit_2026-09-07/batch_08_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/600993_马应龙/README.md ; data/archive/completed-queues/evidence_review_log.md ; https://3g.menet.com.cn/Article/Detial?aid=139034 ; https://m.medvalley.cn/article/223-0-39099 ; https://news.qq.com/rain/a/20260425A084B900,external_verified,制造业,13.77,65.0,3,batch_08.jsonl
601100,恒立液压,L2,客户锁定＋超额回报,挖机油缸国内市占率超 63%、全球第一（2025 年报）；2025H1 挖机油缸销量 30.83 万只 +15%；高端液压泵阀国产替代率突破 30%，2025 中大挖泵阀 +40% 填补超大挖泵空白；2025 营收 109.4 亿 +16.5%、归母 27.3 亿 +9%；FY2018-2025 ROE 8 年≥15%、门类分位中位 90,pass,yes,ROE 中位 18.69、最低 1.84（2015-16 挖机塌陷＋泵阀投入期，结构性）、≥15% 共 8 年；毛利首末五年 30.1→42.1；归母 CAGR 45.7%；经营现金流÷净利中位 0.95；2022-25 挖机内销腰斩期 ROE 仍 16.6-22.6,对照艾迪精密（泵阀/破碎锤，ROE 2022-25 8.6-11.0）与三一/徐工自制泵阀未替代：恒立下行期 ROE 高出同业 6-10pp；对照三花（零部件王）穿越验证更硬、品类空间更窄,medium,工程机械周期；主机厂自制泵阀；线性驱动器/丝杠新业务兑现节奏与海外扩张执行,维持,high,挖机油缸国内份额超 63%、全球第一，高压泵阀国产替代率突破 30%；门槛是工艺良率与十年可靠性数据，三一徐工自制未成；2022-25 挖机内销腰斩期 ROE 仍 16.6-22.6%，高出艾迪精密 6-10pp。,data/interim/moat_audit_2026-09-07/batch_08_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/601100_恒立液压/README.md ; data/archive/completed-queues/evidence_review_log.md ; http://xinpi.zqrb.cn/pdf/SH/601100/2026/0421/d2e1a7e0b59c4a968fb66353236d7553.pdf ; http://js.news.cn/20250904/549fb1e128bb4f1d9519a5041754606b/c.html,external_verified,制造业,18.69,90.0,8,batch_08.jsonl
