security_code,security_name,attention_class,quality_tier,q2_moat_score,q1_business_model_score,quality_score,primary_strategy_tag,moat_summary,capital_replicability,peer_comparison,garbage_reason,boundary_recheck_trigger,tier_reason,q2_reason,q3_capital_allocation_score,q4_management_score,credibility_deduction,flags,score_reason,evidence_status,evidence_note,score_version,scored_at,prior_tier,score_batch,watch_action,evidence_sources,decision_log_summary,analysis_batch_id,reviewed_at_utc,workflow_version,evidence_available_at,q1_reason,q2_moat_type,q2_erosion_paths,q3_reason,q4_reason,tactical_thesis,l4_since
600989,宝丰能源,worth_attention,L2,75,68,73.0,F-垄断资源型,煤制烯烃成本曲线最低+能耗碳排指标类产能红线+煤焦烯烃一体化，内蒙项目投产兑现成长（收入+45.6%/利润+79%）；前瞻侵蚀：烯烃行业产能过剩加剧（油制/PDH并进）、碳政策长期约束、家族治理。,能评碳评指标稀缺+区位煤价一体化成本位不可复制，测试通过（规则12）。,对照华鲁恒升同为煤化工成本王：宝丰聚焦烯烃、盈利中枢更高（ROE24.8%对华鲁约15%）、成长兑现更快。,,,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,,76,72,0,,煤制烯烃成本曲线最左+自有煤一体化，但产品是大宗；Q4 计实控人历史违规,reexamined_no_source,2026H1 机械核对（2026-08-30）：营收 301.98 亿(+32.3%)、归母 97.28 亿(+70.1%)、ROE 18.61%（25H1 12.74%）、毛利 43.56%（25H1 36.74%）——未命中恶化预筛（归母同比≤−30%／转亏／毛利同比降≥5pp／ROE 腰斩／营收同比≤−20%），定档断言未逐条复核，维持 ｜ 按 §10.7 偏差模式复检（未取外部新证）：模式2。煤制烯烃**成本曲线最左**+自有煤矿一体化，成本领先是可验证的运营锁。74→75,v0.4,2026-07-31,L2,B4化工,upgrade(旧L4),round1_triage_2026-07 + prior_round_deep_review_2026-06(data/archive/2026-06-two-layer-review) + local_quarterly_panel(data/raw/financials/) + docs/peer-group-calibration; 模型既有知识判断，权威材料需后续刷新,煤制烯烃成本最低+指标红线+内蒙放量，ROE24.8%/利润+79%；烯烃过剩为判例4式折扣，由L4升L2。,tier_rebuild_202607_b02,2026-08-30T00:00:00Z,a-share-selection-operation-v4.96,2026-08-13,产品是大宗但成本曲线最左；内蒙项目投产兑现成长（收入 +45.6%/利润 +79%），ROE 24.8% 对华鲁约 15%,成本与规模优势（煤制烯烃成本曲线最左+自有煤一体化）+ 行政法律独占（能耗碳排指标类产能红线）,烯烃行业产能过剩加剧（油制/PDH并进）、碳政策长期约束、家族治理。,内蒙项目再投资兑现为增量回报——再投资路径为主,计实控人历史违规；家族治理,,
600993,马应龙,worth_attention,L2,72,74,71.1,A-DCF/现金流复利型,痔疮药品类垄断份额过半+四百年品牌即品类心智，提价权真实；前瞻侵蚀：品类空间小且增长平缓，眼霜等延伸品牌验证平庸。,品类=品牌的消费者心智不可购买，多方资本进入均未撼动，测试通过（规则12）。,品类心智垄断度与江中同级，经营质量（ROE13.8%）低于江中/羚锐一档，增长温和（+3.7%/+10%）。,,,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,,68,68,0,,痔疮药品类心智独占但市场规模小，天花板明确,reexamined_no_source,2026H1 机械核对（2026-08-30）：营收 20.12 亿(+3.2%)、归母 3.63 亿(+5.7%)、ROE 7.95%（25H1 8.10%）、毛利 46.87%（25H1 49.58%）——未命中恶化预筛（归母同比≤−30%／转亏／毛利同比降≥5pp／ROE 腰斩／营收同比≤−20%），定档断言未逐条复核，维持 ｜ 按 §10.7 偏差模式复检（未取外部新证）：模式2。**痔疮药品类心智独占**（品类=品牌），市场规模小不减心智锁硬度。70→72,v0.4,2026-07-31,L2,B2中药,upgrade(旧L3),round1_triage_2026-07 + prior_round_deep_review_2026-06(data/archive/2026-06-two-layer-review) + local_quarterly_panel(data/raw/financials/) + docs/peer-group-calibration; 模型既有知识判断，权威材料需后续刷新,痔疮药份额过半、品牌即品类四百年心智垄断，提价权真实；经营效率中等（ROE13.8%）与品类空间小为折扣，升L2（品类垄断组下沿）。,tier_rebuild_202607_b01,2026-08-30T00:00:00Z,a-share-selection-operation-v4.96,2026-08-26,痔疮药提价权真实，但市场规模小、天花板明确；ROE 13.8%，增长温和（+3.7%/+10%）,品牌与心智（痔疮药品类=品牌、四百年心智）,品类空间小且增长平缓，眼霜等延伸品牌验证平庸。,,,,
601088,中国神华,worth_attention,L1,84,68,77.7,F-垄断资源型,煤炭产能指标冻结下的规模第一+自有铁路港口电厂一体化+长协占比高，周期底部仍盈利、分红慷慨；前瞻侵蚀：能源转型压制长期需求（超出2-3年窗口）、煤价下行压缩利润（-5.3%）但一体化平滑。,朔黄铁路等运输资产与露天矿资源不可复制，新增产能审批冻结形成指标稀缺，测试通过。,对照陕煤：成本略高但一体化与规模独占性更强、盈利稳定性更高；煤炭板块类债锚。,,,通道A 护城河型：Q2=84 Q1=68,煤-电-路-港一体化，自有铁路与港口是监管+资本双重不可复制；终端需求长期收缩,80,74,0,,Q2 煤-电-路-港一体化不可再造（自有铁路+港口双重不可复制）；Q1 终端需求长期收缩的商品,verified,2026H1 机械核对（2026-08-30）：营收 1893.38 亿(+7.9%)、归母 287.15 亿(+4.1%)、ROE 5.83%（25H1 6.00%）、毛利 35.48%（25H1 35.70%）——未命中恶化预筛（归母同比≤−30%／转亏／毛利同比降≥5pp／ROE 腰斩／营收同比≤−20%），定档断言未逐条复核，维持 ｜ 煤电路港航一体化确认：2025 自有铁路周转量 3130 亿吨公里、长协占比高、成本优势筑牢安全边际、分红比例再创新高。2026 展望「电力稳、化工增」，动力煤消费小幅增 1% 至约 42 亿吨，供需由宽松转向平衡偏紧、煤价中枢有望抬升——近端需求并未收缩，「终端需求长期收缩」指能源转型的长期结构，不构成 2-3 年内侵蚀路径。Q2=84 成立。,v0.4,2026-07-31,L1,anchor,upgrade(旧L4),round1_triage_2026-07 + prior_round_deep_review_2026-06(data/archive/2026-06-two-layer-review) + local_quarterly_panel(data/raw/financials/) + docs/peer-group-calibration; 模型既有知识判断，权威材料需后续刷新,产能指标+铁路港口一体化+长协平滑，周期底部盈利与高分红验证，煤炭类债锚由L4升L1。,tier_rebuild_202607_b02,2026-08-30T00:00:00Z,a-share-selection-operation-v4.96,2026-08-29,终端需求长期收缩的商品，但一体化平滑周期、周期底部仍盈利；煤价下行利润 −5.3%,行政法律独占（煤炭产能指标冻结）+ 成本与规模优势（路港电一体化）,能源转型压制长期需求（超出2-3年窗口）、煤价下行压缩利润（-5.3%）但一体化平滑。,分红慷慨、比例再创新高——返还路径为主,,,
601100,恒立液压,worth_attention,L2,79,72,76.5,C-GARP成长型,挖机油缸/泵阀国产垄断（打破川崎/力士乐），高压液压件材料工艺+十年级可靠性数据，挖机腰斩周期ROE仍15%+（穿越验证极硬）；线性驱动（丝杠/电动缸）机器人期权；前瞻侵蚀：工程机械周期、机器人期权兑现节奏、海外扩张执行。,可靠性数据与客户切换成本构成硬壁垒，模仿者未能复制，穿越下行验证，测试通过。,液压件国产无对手；对照三花（L2上沿零部件王）穿越验证更硬、品类空间更窄；对照福耀（L1锚）垄断广度小一档。,,,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,高压柱塞泵/马达工艺突破+铸造能力，国内唯一规模化,76,78,0,,高压柱塞泵/马达工艺突破+铸造能力，国内唯一规模化，真实进口替代,reexamined_no_source,2026H1 机械核对（2026-08-30）：营收 68.33 亿(+32.1%)、归母 14.36 亿(+0.5%)、ROE 7.99%（25H1 8.64%）、毛利 39.27%（25H1 41.85%）——未命中恶化预筛（归母同比≤−30%／转亏／毛利同比降≥5pp／ROE 腰斩／营收同比≤−20%），定档断言未逐条复核，维持 ｜ 按 §10.7 偏差模式复检（未取外部新证）：模式2。高压柱塞泵/马达工艺突破+铸造能力，**国内唯一规模化**，进口替代的门槛是工艺良率而非资本。78→79,v0.4,2026-07-31,L2,B11机械,upgrade(旧L3),round1_triage_2026-07 + prior_round_deep_review_2026-06(data/archive/2026-06-two-layer-review) + local_quarterly_panel(data/raw/financials/) + docs/peer-group-calibration; 模型既有知识判断，权威材料需后续刷新,挖机液压件国产垄断+腰斩周期ROE15%+验证，丝杠机器人期权，由L3升L2上沿。,tier_rebuild_202607_b09,2026-08-30T00:00:00Z,a-share-selection-operation-v4.96,2026-08-25,工程机械周期敞口但挖机腰斩周期 ROE 仍 15%+（穿越验证极硬）；海外扩张执行,转换成本与认证锁定（高压液压件材料工艺+十年级可靠性数据，国内唯一规模化，门槛是工艺良率而非资本）,工程机械周期、机器人期权兑现节奏、海外扩张执行。,线性驱动（丝杠/电动缸）机器人期权再投资——再投资路径，兑现节奏待验,,,
601138,工业富联,worth_attention,L2,,,68,D 产业链爆发型,AI服务器与通信设备制造，25年报营收9029亿、ROE21.6%；**毛利率九年由10.1%降至7.0%但 ROE 稳定在15.6~33.7%、营收增长155%**，护城河体现在周转率与工程组织规模而非毛利率；**主力已由消费电子迁移至 AI 服务器（英伟达/微软），能力跨客户迁移已发生**；前瞻侵蚀：仍未经历被砍单的压力测试，歌尔判例（ROE 17.6%→3.6%）是其风险上界,防3.1 v2.52 修订：ROE 检验通过 + 跨客户迁移已证明,,,,,,,,,,,,,,,,,,,,,,,2026-08-23,毛利率九年由 10.1% 降至 7.0% 但 ROE 稳定 15.6~33.7%、营收增长 155%——护城河在周转率与工程组织规模而非毛利率；未经历被砍单压力测试（歌尔判例为风险上界）,成本与规模优势（AI 服务器/通信设备制造的工程组织规模；能力已跨客户迁移至英伟达/微软）,仍未经历被砍单的压力测试，歌尔判例（ROE 17.6%→3.6%）是其风险上界,,,,
601225,陕西煤业,worth_attention,L2,81,70,76.6,F-垄断资源型,陕北优质动力煤成本曲线全行业最低端+产能指标稀缺+智能化开采标杆，煤价下行期ROE仍17.9%、历史谷底不亏；前瞻侵蚀：能源转型长期需求、纯上游结构使煤价敏感度高于神华。,吨煤成本最低且资源禀赋不可复制，指标冻结，测试通过（规则12）。,对照神华锚点：成本更低、盈利质量更高（下行期ROE17.9%对12.8%），但无铁路港口一体化、规模小一档、平滑能力弱。,,,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,陕北优质煤田+运输通道，成本曲线极左,78,74,0,,陕北优质煤田+运输通道，成本曲线极左、现金流好；Q3 分红率60%+返还路径,reexamined_no_source,2026H1 机械核对（2026-08-30）：营收 788.95 亿(+1.2%)、归母 112.72 亿(+47.6%)、ROE 10.90%（25H1 8.02%）、毛利 33.36%（25H1 28.10%）——未命中恶化预筛（归母同比≤−30%／转亏／毛利同比降≥5pp／ROE 腰斩／营收同比≤−20%），定档断言未逐条复核，维持 ｜ 按 §10.7 偏差模式复检（未取外部新证）：模式2。陕北优质煤田为**物理资源锁**+自有运输通道+成本曲线极左。80→81，距通道A 线 1 分，维持 L2。,v0.4,2026-07-31,L2,B5资源,upgrade(旧L5),round1_triage_2026-07 + prior_round_deep_review_2026-06(data/archive/2026-06-two-layer-review) + local_quarterly_panel(data/raw/financials/) + docs/peer-group-calibration; 模型既有知识判断，权威材料需后续刷新,成本曲线最低端+指标稀缺+谷底不亏，下行期ROE17.9%；纯上游结构对照神华一体化弱一档，自旧L5纠偏至L2。,tier_rebuild_202607_b02,2026-08-30T00:00:00Z,a-share-selection-operation-v4.96,2026-08-28,纯上游结构煤价敏感度高于神华，但成本曲线全行业最低端、现金流好，煤价下行期 ROE 仍 17.9%、历史谷底不亏,资源地理独占（陕北优质煤田物理资源锁）+ 成本与规模优势（成本曲线极左+自有运输通道）,能源转型长期需求、纯上游结构使煤价敏感度高于神华。,分红率 60%+——返还路径,,,
601288,农业银行,worth_attention,L3,60,52,56,J-金融资本型,县域网络独占(乡村振兴主渠道)，2023-25大行中利润增速与涨幅第一，负债成本优势扩大。,县域网点密度无法复制，测试通过。,大行中近三年成长性第一。,,,L3：§12.71 复核入池，护城河成立、回报与周期属性按档折价,县域网络独占(乡村振兴主渠道)，2023-25大行中利润增速与涨幅第一，负债成本优势扩大。,55,56,,,§12.71 十五家复核与银行择要入池评分,,2026H1 机械核对（2026-08-30）：营收 4108.71 亿(+11.1%)、归母 1463.81 亿(+4.9%)、ROE 5.07%（25H1 5.08%）、毛利 —（25H1 —）——未命中恶化预筛（归母同比≤−30%／转亏／毛利同比降≥5pp／ROE 腰斩／营收同比≤−20%），定档断言未逐条复核，维持,,2026-08-16,,,,,,,2026-08-30T00:00:00Z,a-share-selection-operation-v4.96,2026-08-29,杠杆利差生意；2023-25 大行中利润增速第一、负债成本优势扩大,牌照＋渠道（县域网络独占、乡村振兴主渠道）,,,,**有（条件式）**：县域负债成本优势扩大、2023-25 大行中利润增速第一，2026Q1 营收 +10.5%、归母 +4.5%。**兑现里程碑**：①净息差环比连续两季不再下降；②县域贷款增速高于全行且不良率不升；③分红率 ≥30%。任一转负即失效。,
601318,中国平安,worth_attention,L2,68,60,64,J-金融资本型,综合金融集团（寿险＋产险＋平安银行＋资管/科技），全球系统重要性保险机构（G-SII）。载体＝牌照组合＋代理人渠道与综合金融交叉销售＋品牌/科技：ROE 2016-2025 17.4/20.7/20.9/24.4/20.0/13.0/13.2/9.7/13.8/14.0，**十年中位 15.7%、为上市险企最高且波动最小**（太保 12.6、人寿 13.3、新华 13.2，后两者 2024-25 的 21~35% 由权益投资收益推高）；2026H1 归母 +36%、ROE 9.0%。近四年（2022-25）绝对 ROE 不高于同业，是 2021 寿险改革、华夏幸福减值与利率下行叠加所致，franchise 位置（代理人产能、综合金融客户数、产险 COR）未见让位。估值：股利折现 V 72.74（近 12 个月分红 2.70 ÷ 3.71%），现价 53.35、P/V 0.73。,牌照＋全国代理人体系＋综合金融账户的不可复制性在十年维度持续转化为高于同业且更稳定的回报，通过 §5.4 规制/牌照口径；与银行「择要」同式：系统重要性代表（G-SII）＋长期 franchise 质量最优者。,招商银行（在池 L2 69.9）为银行 franchise 最优锚，平安为保险侧同类位置；中国人寿（系统重要性、规模第一，但十年 ROE 波动大、中位 13.3）、中国太保（12.6）、新华保险（13.2、投资驱动）留 boundary_pending。,,,L2：Q2 68（牌照＋渠道＋交叉销售，弱于招行 78、强于国有大行 60）；Q1 60（寿险长久期负债、利率敏感，综合金融分散；位于 L2/L3 边界，锚：招行 Q1 62 更优、江苏银行 Q1 56 L2 更弱）；侵蚀路径：①利率下行→利差损（高概率、影响高，准备金折现率已多次下调）；②代理人规模收缩与银保费率改革（中/中）；③地产/非标资产风险（低中/中）；④新准则下利润波动放大（确定/中）。,综合金融集团（寿险＋产险＋平安银行＋资管/科技），全球系统重要性保险机构（G-SII）。载体＝牌照组合＋代理人渠道与综合金融交叉销售＋品牌/科技：ROE 2016-2025 17.4/20.7/20.9/24.4/20.0/13.0/13.2/9.7/13.8/14.0，**十年中位 15.7%、为上市险企最高且波动最小**（太保 12.6、人寿 13.3、新华 13.2，后两者 2024-25 ,62,64,,rate_sensitive; special_advantage_check: G-SII 系统重要性与综合金融牌照组合为非标准载体，已计入 Q2,用户指令客观复判（§5.4 规制/牌照口径十年维度，2026-08-23）：参考分 = Q1×0.25+Q2×0.40+Q3×0.20+Q4×0.15,reviewed,逐年财务 2016-2025 年报与 2026H1；同业 ROE 对照；东财证据 JSON,v4.57,2026-08-23,,named_review_2026-08-23,"new_entrant(boundary→worth, L2；保险代表)",data/raw/financials;data/interim/valuation_evidence/601318.json,quality_screen:2026-08-23:601318:insurer,named_review_2026-08-23,2026-08-23T00:00:00+00:00,v4.57,2026-08-21,寿险长久期负债与利率敏感为结构性弱点，产险/银行/资管分散；综合金融模式在上市险企中最稳,牌照＋渠道＋综合金融交叉销售,①利差损（高/高）；②渠道收缩与费率改革（中/中）；③地产敞口（低中/中）；④新准则利润波动（确定/中）,分红率约 35% 并持续回购，2021 华夏幸福减值为资本配置教训,马明哲及管理层长期稳定、治理透明度行业最高；未核处罚库，不作扣分,,
601398,工商银行,worth_attention,L3,60,50,55,J-金融资本型,宇宙第一大行：负债成本与网点体系第一、系统重要性银行之首，股息率约5%为组合压舱与股息锚。用户裁定银行择要纳入(2026-08-17)。,国有大行牌照与规模不可复制，测试通过。,大行中规模与负债成本第一。,,,L3：§12.71 复核入池，护城河成立、回报与周期属性按档折价,宇宙第一大行：负债成本与网点体系第一、系统重要性银行之首，股息率约5%为组合压舱与股息锚。用户裁定银行择要纳入(2026,55,55,,,§12.71 十五家复核与银行择要入池评分,,2026H1 机械核对（2026-08-30）：营收 4658.59 亿(+9.1%)、归母 1736.82 亿(+3.3%)、ROE 4.32%（25H1 4.41%）、毛利 —（25H1 —）——未命中恶化预筛（归母同比≤−30%／转亏／毛利同比降≥5pp／ROE 腰斩／营收同比≤−20%），定档断言未逐条复核，维持,,2026-08-16,,,,,,,2026-08-30T00:00:00Z,a-share-selection-operation-v4.96,2026-08-29,杠杆利差生意、大行息差收窄；股息率约 5% 为组合压舱与股息锚,牌照＋渠道（负债成本与网点体系第一、系统重要性银行之首）,,,,**有（条件式）**：净息差见底与营收修复（2026Q1 营收 +8.3%、归母 +3.3%）＋资产质量稳定，在股利折现口径下带内。**兑现里程碑**：①净息差环比连续两季不再下降；②不良率不高于上年末且拨备覆盖率不降；③现金分红率 ≥30%。任一转负即失效（高股息本身属估值理由，不计）。,
601717,中创智领,worth_attention,L3,62,55,59,C-GARP成长型,原郑煤机：煤矿综采装备（液压支架全球第一、成套智能化）＋汽车零部件（亚新科、SEG 起动机/发电机；营收约半、利润约两成）。载体＝液压支架二十年份额第一与矿用安标认证、成套交付记录、服务网络构成的位置：ROE 2018-2025 连续八年上升 7.5→18.9%，净利率 3.2→10.4%，经营现金流每年为正，2023-25 煤价回落期煤机利润仍增；对照天地科技（中煤科工系、同赛道）ROE 6~11%、中创约两倍——位置差异化成立。但 2015-17 煤炭资本开支塌陷期 ROE 0.6~2.7%，深度下行期定价权有限；2026Q1 归母 −18%、营收 −2%为八年来首次下滑（煤价下行→矿方资本开支收缩）。,新进入者难以复制矿用安标认证、成套交付记录与服务网络；同等背景的现有同行回报仅其一半，测试通过；但资本品招标定价与煤炭资本开支周期决定利润弹性，载体强度弱——判 L3（§5.4 资本密集周期制造口径，与 §12.71 京东方 L3 判例同构：壁垒成立、周期性入分层折价）。,天地科技 ROE 6.3~11.1%（2016-2025）vs 中创 0.6~18.9%，近五年中创领先 5~9pp；汽车零部件半边对照商用车零部件同业无超额回报。,,2026年报毛利率仍<20.7%（五年下沿）且ROE<12%→按§5.4资本密集周期制造口径重判「安标认证＋份额」是否仍使替代客观困难；ROE跌至<5%（复现2015-17塌陷形态）或经营现金流转负→移boundary_pending；汽车零部件（亚新科/SEG）分部若连续两年亏损→按§5.4.3核对是否构成主业拖累。,L3：Q2 62 < 66（规模/认证型载体、周期性强、下行期定价权弱）；Q1 55（资本品周期＋低毛利汽车零部件拖累）；侵蚀路径：①煤价下行→矿方资本开支收缩（高概率、影响高，2026Q1 已现）；②矿山智能化竞争（天玛智控等，中概率）；③SEG 欧洲业务重组与内燃机零部件长期下行（中概率、长期）。,原郑煤机：煤矿综采装备（液压支架全球第一、成套智能化）＋汽车零部件（亚新科、SEG 起动机/发电机；营收约半、利润约两成）。载体＝液压支架二十年份额第一与矿用安标认证、成套交付记录、服务网络构成的位置：ROE 2018-2025 连续八年上升 7.5→18.9%，净利率 3.2→10.4%，经营现金流每年为正，2023-25 煤价回落期煤机利润仍增；对照天地科技（中煤科工系、同赛道）ROE 6~1,58,58,,cyclical_capex; auto_parts_drag; special_advantage_check: 煤矿安全与智能化政策形成需求刚性，矿用安标（MA）准入为行业共有门槛而非公司专属，未另计分,用户点名单票研究（§5→§6，2026-08-23）：参考分 = Q1×0.25+Q2×0.40+Q3×0.20+Q4×0.15,reviewed,2026H1 逐家核对（2026-08-30）：营收 187.72 亿(-6.1%)、归母 16.03 亿(-36.2%)、ROE 7.02%（25H1 10.95%）、毛利 19.81%（25H1 23.56%）——定档断言分两截，中报各给一个答案。「液压支架份额第一＋矿用安标认证＋成套交付服务网络」的位置未被推翻：营收仅−6.1%，半年仍有187.7亿，无份额流失证据，对照天地科技的ROE 6~11%，差异化位置仍在。「深度下行期定价权有限」这一自带对冲则被中报坐实：毛利23.56→19.81降3.75pt，跌破2021-25区间下沿20.7%，且发生在营收仅小幅下滑之时，属价而非量的让步。ROE 2018-25连续八年上升的链条在26H1（折年约14%）中断，但仍远高于2015-17塌陷期的0.6~2.7%。L3定档理由「Q2 62<66、Q1 55、周期性强、下行期定价权弱」被中报全面支持，无需调整；侵蚀路径①按预期实现，②天玛智控竞争与③SEG欧洲重组中报无分部证据，待核验。 ｜ 东财证据 JSON＋逐年财务（data/raw/financials 2016-2025 年报、2026Q1/H1）,v4.51,2026-08-23,,named_review_2026-08-23,"new_entrant(boundary→worth, L3)",data/raw/financials;data/interim/valuation_evidence/601717.json;data/interim/a_share_earnings_forecasts.csv,quality_screen:2026-08-23:601717:named,named_review_2026-08-23,2026-08-30T00:00:00Z,a-share-selection-operation-v4.96,2026-08-31,资本品周期、毛利 22%、半边低毛利汽车零部件,规模/认证（煤机装备）,①煤炭资本开支下行（高/高）；②智能化竞争（中/中）；③内燃机零部件长期下行（中/中）,分红率约三成，2017-18 收购 SEG/亚新科后汽车零部件回报偏低,河南国资背景混改主体、管理层长期稳定；未核处罚库，不作扣分,**有（条件式）**：①煤矿智能化改造与安全投入使煤机需求对煤价下行的弹性小于 2015-17（2023-25 煤价回落期煤机利润仍增为证）；②ROIC 口径 P/V 0.41、PE(TTM) 6.5、PB 1.2，低估由八年回报结构而非一次性利润支撑。**兑现里程碑**：①2026 中报煤机分部收入与订单同比不为负、合并毛利率 ≥22%；②汽车零部件分部（SEG/亚新科）不扩大亏损；③煤炭固定资产投资累计同比不连续两季为负。任一不兑现即退回「无战术理由」。,
601838,成都银行,worth_attention,L2,66,58,62,J-金融资本型,上市银行ROE第一梯队(约15-16%)，不良率0.7%以下为行业最低档，成渝双城基建与政务存款红利。,区域政务franchise不可复制，测试通过。,规则11宁波银行同型的西部对照。,,,L2：§12.71 复核入池，护城河成立、回报与周期属性按档折价,上市银行ROE第一梯队(约15-16%)，不良率0.7%以下为行业最低档，成渝双城基建与政务存款红利。,60,58,,,§12.71 十五家复核与银行择要入池评分,,2026H1 机械核对（2026-08-30）：营收 127.76 亿(+4.1%)、归母 69.05 亿(+4.3%)、ROE 7.49%（25H1 7.94%）、毛利 —（25H1 —）——未命中恶化预筛（归母同比≤−30%／转亏／毛利同比降≥5pp／ROE 腰斩／营收同比≤−20%），定档断言未逐条复核，维持,,2026-08-16,,,,,,,2026-08-30T00:00:00Z,a-share-selection-operation-v4.96,2026-08-27,杠杆利差生意、区域集中；上市银行 ROE 第一梯队（约 15-16%）、不良率 0.7% 以下行业最低档,牌照＋渠道（成渝双城基建与政务存款红利）,,,,,
601872,招商轮船,worth_attention,L3,63,55,60,H-成本曲线周期型,招商局旗下综合航运：VLCC 油轮（全球最大船队之一，与中远海能并列）＋干散货＋集运（亚洲区域）＋滚装/LNG。载体＝「国油国运」政策位置（中国原油进口的国内船东承运框架、与中石化/中石油的长期 COA）＋船队规模与低资金成本（年轻船队、招商局信用）：ROE 2016-2025 10.3/4.8/1.6/8.5/10.4/12.5/17.1/13.2/13.2/14.6——**2019 起连续七年 ≥8.5%、六年 ≥10%，净利率 14~21%**，对照同为航运的中远海控 ROE −44%~101% 剧烈摆动；2026Q1 营收 +53%、归母 +219%（VLCC 运价上行）。弱点：运价仍由全球供需决定，2017-18 谷底 ROE 4.8/1.6%。,订船可复制运力，但「国油国运」框架与国有石油公司长约只对国内头部船东开放（与中远海能双寡头），外部资本无法复制该货源位置；多板块对冲使回报波动显著小于单一航运公司。载体为政策位置＋规模，非定价权，判 L3（§5.4 商品与资源：稀缺/配额＋成本曲线＋规模三项同时成立但强度弱）。,中远海能（油运同业，国油国运另一极）；中远海控（集运，boundary，回报剧烈摆动）；招商南油（成品油运，规模小）。招商轮船近十年回报稳定性为 A 股航运最优。,,,L3：Q2 63 < 66（政策位置＋规模型载体，运价无定价权、周期性强）；Q1 55（重资产、运价周期）；侵蚀路径：①VLCC 新船交付/运价回落（中概率、影响高）；②国油国运框架调整或份额流向中远海能（低中）；③干散/集运板块亏损拖累（中）。与 §12.71 京东方 L3、v4.51 中创智领 L3 判例同构：壁垒成立、周期性入分层折价。,招商局旗下综合航运：VLCC 油轮（全球最大船队之一，与中远海能并列）＋干散货＋集运（亚洲区域）＋滚装/LNG。载体＝「国油国运」政策位置（中国原油进口的国内船东承运框架、与中石化/中石油的长期 COA）＋船队规模与低资金成本（年轻船队、招商局信用）：ROE 2016-2025 10.3/4.8/1.6/8.5/10.4/12.5/17.1/13.2/13.2/14.6——**2019 起连续七年,60,62,,cyclical_freight; special_advantage_check: 「国油国运」战略角色为非标准载体，已计入 Q2 而非另加分,用户点名单票研究（§5→§6，2026-08-23）：参考分 = Q1×0.25+Q2×0.40+Q3×0.20+Q4×0.15,reviewed,2026H1 机械核对（2026-08-30）：营收 196.51 亿(+56.2%)、归母 69.60 亿(+227.6%)、ROE 15.61%（25H1 5.28%）、毛利 44.98%（25H1 23.54%）——未命中恶化预筛（归母同比≤−30%／转亏／毛利同比降≥5pp／ROE 腰斩／营收同比≤−20%），定档断言未逐条复核，维持 ｜ 东财证据 JSON＋逐年财务（data/raw/financials 2016-2025 年报、2026Q1/H1）,v4.55,2026-08-23,,named_review_2026-08-23,"new_entrant(boundary→worth, L3)",data/raw/financials;data/interim/valuation_evidence/601872.json;data/interim/a_share_earnings_forecasts.csv,quality_screen:2026-08-23:601872:named,named_review_2026-08-23,2026-08-30T00:00:00Z,a-share-selection-operation-v4.96,2026-08-31,重资产航运、运价周期决定利润弹性，多板块对冲为结构特点,政策位置＋规模（国油国运、VLCC 船队）,①运价回落（中/高）；②货源框架调整（低中/高）；③其他板块亏损（中/中）,分红率约四成、船队更新节奏稳健，无大额跨界并购,招商局集团控股、国企治理；未核处罚库，不作扣分,**有（条件式）**：VLCC 运价中枢上移（老旧船队、制裁/影子船队挤出、新船交付少）＋ 2026Q1 归母 +219%。**兑现里程碑**：①VLCC TCE 年内均值 ≥ 4 万美元/天；②油运分部毛利率 ≥35%；③干散/集运分部不亏损。任一转负即退回「无」。,
