security_code,security_name,exchange,board,industry,listing_date,round1_attention_class,round1_attention_reason,round1_note,round1_reviewed_at_utc,prior_final_decision,prior_watch_selection_route,prior_decision_reason,prior_quality_tier,prior_strategy_tag,prior_tier_reason,prior_valuation_tier,prior_valuation_reason,prior_core_pool_eligible,decision_log_entries,decision_log_last_at_utc
002984,森麒麟,SZSE,main_board,C 制造业,2020-09-11,boundary_pending,营收 86.1亿、毛利 21.3%；ROE18-25 19/23/23/13/11/16/17/8，近三年中位 16.4%、最低 8.4%——回报结构本身成立，但规模或毛利未达逐家深判门槛,品牌溢价与关税落地后复核,2026-08-10T00:00:00+00:00,watch,boundary_judged_watch,"Watch. 森麒麟: 森麒麟 is retained as a boundary case because high-end tire positioning, smart manufacturing, overseas capacity and aviation-material/aircraft tire optionality make the thesis different from generic tire capacity. triage 56.45; moat 52.45; technology 60.64; market 67.50; quality 56.00; governance 71.45.",,,,,,,1,
002985,北摩高科,SZSE,main_board,C 制造业,2020-04-29,boundary_pending,营收 9.2亿、毛利 48.1%；ROE18-25 18/21/18/19/12/7/1/8，近三年中位 7.1%,军品结算改善后复核,2026-08-10T00:00:00+00:00,watch,boundary_judged_watch,"Watch. 北摩高科: 北摩高科 has aviation brake, wheel and friction-material products. Safety-critical qualification creates a niche moat, though the company is not a platform leader. triage 49.08; moat 40.87; technology 42.42; market 53.58; quality 64.77; governance 69.26.",,,,,,,1,
002986,宇新股份,SZSE,main_board,C 制造业,2020-06-02,boundary_pending,碳四深加工，25年报微亏、毛利8.8%,无重大变化则维持,2026-08-09T00:00:00+00:00,,,,,,,,,,0,
002987,京北方,SZSE,main_board,I 信息技术,2020-05-07,boundary_pending,营收 48.4亿、毛利 22.9%；ROE18-25 18/32/21/12/13/15/12/11，近三年中位 11.7%、最低 11.3%——回报结构本身成立，但规模或毛利未达逐家深判门槛,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
002988,豪美新材,SZSE,main_board,C 制造业,2020-05-18,boundary_pending,营收 77.8亿、毛利 10.3%；ROE18-25 8/13/6/6/-5/8/8/4，近三年中位 8.2%,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
002989,中天精装,SZSE,main_board,E 建筑业,2020-06-10,boundary_pending,住宅精装修工程，毛利10.7%、ROE-11.3%；需求绑定地产链,,2026-08-09T00:00:00+00:00,,,,,,,,,,0,
002990,盛视科技,SZSE,main_board,I 信息技术,2020-05-25,boundary_pending,2026H1 中报核对（2026-08-23）：营收 7.34 亿(+33.7%)、归母 1.07 亿(+342.9%)、ROE 4.2%（25H1 1.0%）、毛利 41.5%（25H1 39.3%）；与 07 月预告「预增」一致（预告 336~461%，实际 343%）——规制回报/不可判结论不变；维持 boundary_pending。前判（2025年报+26Q1+中报预告，2026-08-09）：口岸智慧通关系统，毛利37.5%、ROE3.5%,无重大变化则维持,2026-08-23T00:00:00+00:00,,,,,,,,,,0,
002991,甘源食品,SZSE,main_board,C 制造业,2020-07-31,boundary_pending,2026H1 中报复核（2026-08-23）：营收 10.70 亿(+13.2%)、归母 0.80 亿(+7.3%)、ROE 4.6%（25H1 4.3%）、毛利 32.0%（25H1 33.6%）——三重门槛为年度口径（营收≥30亿且毛利≥35%且八年回报），H1 不改变判定；维持 boundary_pending。前判（2025年报+2026Q1，2026-08-10）：营收 21.0亿、毛利 34.8%；ROE18-25 32/39/20/11/11/20/22/12，近三年中位 20.4%、最低 10.7%——回报结构本身成立，但规模或毛利未达逐家深判门槛,品类扩张与盈利验证,2026-08-23T00:00:00+00:00,,,,,,,,,,0,
002992,宝明科技,SZSE,main_board,C 制造业,2020-08-03,boundary_pending,背光模组与复合铜箔，毛利15.9%、ROE1.6%,无重大变化则维持,2026-08-09T00:00:00+00:00,,,,,,,,,,0,
002993,奥海科技,SZSE,main_board,C 制造业,2020-08-17,boundary_pending,充电器与电源模组，毛利19.2%，客户集中,无重大变化则维持,2026-08-09T00:00:00+00:00,,,,,,,,,,0,
002995,天地在线,SZSE,main_board,L 商务服务,2020-08-05,boundary_pending,互联网广告代理，毛利7.4%、ROE-14.7%；通道型业务无定价权,无重大变化则维持,2026-08-09T00:00:00+00:00,,,,,,,,,,0,
002996,顺博合金,SZSE,main_board,C 制造业,2020-08-28,boundary_pending,营收 159.9亿、毛利 2.6%；ROE18-25 15/14/13/17/9/5/2/7，近三年中位 5.1%,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
002997,瑞鹄模具,SZSE,main_board,C 制造业,2020-09-03,boundary_pending,2026H1 中报复核（2026-08-23）：营收 18.67 亿(+12.3%)、归母 2.41 亿(+6.2%)、ROE 9.3%（25H1 10.0%）、毛利 24.8%（25H1 25.7%）——三重门槛为年度口径（营收≥30亿且毛利≥35%且八年回报），H1 不改变判定；维持 boundary_pending。前判（2025年报+2026Q1，2026-08-10）：营收 32.9亿、毛利 24.2%；ROE18-25 24/29/14/10/11/14/18/17，近三年中位 16.9%、最低 10.1%——回报结构本身成立，但规模或毛利未达逐家深判门槛,机器人业务或轻量化零部件形成高壁垒订单和持续现金流后复核,2026-08-23T00:00:00+00:00,watch,boundary_judged_watch,Retained after boundary review. 瑞鹄模具: Automotive body-in-white tooling/equipment specialist; retained narrowly for tooling/process know-how and OEM validation. triage 66.26; moat 59.54; technology 75.17; market 73.19; quality 63.80; governance 67.04.,,,,,,,1,
002998,优彩资源,SZSE,main_board,C 制造业,2020-09-25,boundary_pending,再生涤纶短纤，毛利13.5%，中游同质化,无重大变化则维持,2026-08-09T00:00:00+00:00,,,,,,,,,,0,
002999,天禾股份,SZSE,main_board,F 批发零售,2020-09-03,boundary_pending,营收 135.9亿、毛利 7.4%；ROE18-25 15/12/10/9/9/8/2/5，近三年中位 4.9%,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
003000,劲仔食品,SZSE,main_board,C 制造业,2020-09-14,boundary_pending,营收 24.4亿、毛利 29.3%；ROE18-25 21/20/14/10/14/17/22/17，近三年中位 17.4%、最低 9.8%——回报结构本身成立，但规模或毛利未达逐家深判门槛,品类扩张与份额防守验证,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
003001,中岩大地,SZSE,main_board,E 建筑业,2020-10-13,boundary_pending,地基处理与岩土工程，毛利20.4%、ROE1.2%，中报首亏,无重大变化则维持,2026-08-09T00:00:00+00:00,,,,,,,,,,0,
003002,壶化股份,SZSE,main_board,C 制造业,2020-09-22,boundary_pending,营收 13.1亿、毛利 39.6%；ROE18-25 13/13/13/8/11/17/10/12，近三年中位 11.9%、最低 7.8%——回报结构本身成立，但规模或毛利未达逐家深判门槛,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
003003,天元股份,SZSE,main_board,C 制造业,2020-09-21,boundary_pending,营收 10.2亿、毛利 20.1%；ROE18-25 13/12/7/2/-0/4/5/5，近三年中位 4.5%,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
003004,*ST声迅,SZSE,main_board,I 信息技术,2020-11-26,boundary_pending,轨交与金融安防，毛利30.2%、ROE-1.6%,整改摘帽,2026-08-09T00:00:00+00:00,,,,,,,,,,0,
003005,竞业达,SZSE,main_board,I 信息技术,2020-09-22,boundary_pending,教育考试与轨交智能化，毛利44.1%但ROE0.5%,无重大变化则维持,2026-08-09T00:00:00+00:00,,,,,,,,,,0,
003006,百亚股份,SZSE,main_board,C 制造业,2020-09-21,boundary_pending,2026H1 中报复核（2026-08-23）：营收 18.70 亿(+6.0%)、归母 1.79 亿(-4.8%)、ROE 11.8%（25H1 12.8%）、毛利 57.5%（25H1 53.2%）——位置与回报结构结论不变；维持 boundary_pending。前判（2025年报+2026Q1，2026-08-10）：卫生巾自由点，区域品牌，毛利 54.3%；ROE18-25 15/20/21/20/15/18/21/15,全国化与盈利中枢验证,2026-08-23T00:00:00+00:00,,,,,,,,,,0,
003007,直真科技,SZSE,main_board,I 信息技术,2020-09-23,boundary_pending,电信运营支撑软件，毛利57.1%但营收仅4.2亿、ROE2.0%,无重大变化则维持,2026-08-09T00:00:00+00:00,,,,,,,,,,0,
003008,开普检测,SZSE,main_board,M 科研服务,2020-09-23,boundary_pending,2026H1 中报复核（2026-08-23）：营收 0.96 亿(-13.6%)、归母 0.33 亿(-19.8%)、ROE 3.1%（25H1 3.8%）、毛利 63.2%（25H1 68.9%）——H1 ROE 折年约 6.1% 仍低于 10%，回报不足结论不变；维持 boundary_pending。前判（2025年报+2026Q1，2026-08-10）：营收 2.3亿、毛利 67.6%；ROE18-25 41/33/14/6/7/6/8/8，近三年中位 7.9%,规模与品类扩张后复核,2026-08-23T00:00:00+00:00,watch,boundary_judged_watch,Retained after boundary review. 开普检测: 开普检测拥有继电保护、智能微电网、电动汽车充换电、智能配网自动化等国家质检中心授权，并具备CMA/CNAS资质。相对电科院和西高院，规模与综合性较弱，但在新型电力系统控制设备检测上有独立细分价值。 triage 49.73; moat 39.88; technology 51.24; market 45.21; quality 64.59; governance 71.00.,,,,,,,1,
003009,中天火箭,SZSE,main_board,C 制造业,2020-09-25,boundary_pending,2026H1 中报核对（2026-08-23）：营收 3.83 亿(+27.0%)、归母 0.17 亿(+329.3%)、ROE 1.0%（25H1 0.2%）、毛利 21.3%（25H1 23.1%）；与 07 月预告「预增」一致（预告 280~382%，实际 329%）——H1 折年营收约 7.7 亿且盈利越过 B 层排队线，但排队口径为 2025 年报年度值；规制回报/不可判结论不变；维持 boundary_pending，2026 年报后按 B 层复判。前判（2025年报+26Q1+中报预告，2026-08-09）：增雨防雹火箭与碳纤维复材，毛利18.9%、ROE-6.5%,商业航天放量后复核,2026-08-23T00:00:00+00:00,watch,boundary_judged_watch,"Watch. 中天火箭: retained for rocket-related products, high-performance materials and special aerospace/defense manufacturing niche. triage 48.73; moat 42.33; technology 57.67; market 46.43; quality 41.20; governance 65.80.",,,,,,,1,
003010,若羽臣,SZSE,main_board,I 信息技术,2020-09-25,boundary_pending,电商代运营转自有品牌（绽家等），25年报 ROE21.0%、毛利59.8%；自有品牌增长快但依赖平台流量、护城河尚未成型,无重大变化则维持,2026-08-09T00:00:00+00:00,,,,,,,,,,0,
003011,海象新材,SZSE,main_board,C 制造业,2020-09-30,boundary_pending,营收 12.1亿、毛利 29.2%；ROE18-25 47/39/29/8/15/3/4/7，近三年中位 3.5%,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
003012,东鹏控股,SZSE,main_board,C 制造业,2020-10-19,boundary_pending,建筑陶瓷，毛利30.0%、ROE4.6%，需求绑定地产链,无重大变化则维持,2026-08-09T00:00:00+00:00,,,,,,,,,,0,
003013,地铁设计,SZSE,main_board,M 科研服务,2020-10-22,boundary_pending,营收 25.7亿、毛利 38.6%；ROE18-25 27/23/22/19/20/19/19/16，近三年中位 18.9%、最低 16.2%——回报结构本身成立，但规模或毛利未达逐家深判门槛,重组协同后订单、毛利率和现金流持续改善，或形成跨区域平台能力后复核,2026-08-10T00:00:00+00:00,watch,boundary_judged_watch,Retained after boundary review. 地铁设计: listed urban-rail design institute with top engineering/consulting qualifications and planning-to-digital-service capability. triage 64.84; moat 75.50; technology 47.00; market 63.00; quality 80.00; governance 70.50.,,,,,,,1,
003015,日久光电,SZSE,main_board,C 制造业,2020-10-21,boundary_pending,2026H1 中报复核（2026-08-23）：营收 3.20 亿(+5.9%)、归母 0.35 亿(-23.8%)、ROE 3.0%（25H1 4.5%）、毛利 31.7%（25H1 32.3%）——H1 ROE 折年约 6.0% 仍低于 10%，回报不足结论不变；维持 boundary_pending。前判（2025年报+2026Q1，2026-08-10）：营收 6.7亿、毛利 32.4%；ROE18-25 18/15/14/7/4/-2/7/10，近三年中位 7.0%,无重大变化则维持,2026-08-23T00:00:00+00:00,,,,,,,,,,0,
003016,欣贺股份,SZSE,main_board,C 制造业,2020-10-26,boundary_pending,中高端女装多品牌，毛利66.6%但ROE0.7%,无重大变化则维持,2026-08-09T00:00:00+00:00,,,,,,,,,,0,
003017,大洋生物,SZSE,main_board,C 制造业,2020-10-26,boundary_pending,营收 10.5亿、毛利 22.9%；ROE18-25 19/17/15/7/8/5/6/9，近三年中位 6.3%,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
003018,金富科技,SZSE,main_board,C 制造业,2020-11-06,boundary_pending,塑料瓶盖，毛利29.1%、ROE6.4%,无重大变化则维持,2026-08-09T00:00:00+00:00,,,,,,,,,,0,
003019,宸展光电,SZSE,main_board,C 制造业,2020-11-17,boundary_pending,营收 25.2亿、毛利 23.2%；ROE18-25 34/34/20/12/16/10/13/12，近三年中位 12.0%、最低 10.1%——回报结构本身成立，但规模或毛利未达逐家深判门槛,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
003020,立方制药,SZSE,main_board,C 制造业,2020-12-15,boundary_pending,营收 15.5亿、毛利 64.6%；ROE18-25 22/19/21/14/15/14/9/9，近三年中位 9.3%,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
003021,兆威机电,SZSE,main_board,C 制造业,2020-12-04,boundary_pending,2026H1 中报复核（2026-08-23）：营收 8.16 亿(+3.8%)、归母 0.75 亿(-34.1%)、ROE 1.7%（25H1 3.5%）、毛利 30.8%（25H1 32.0%）——H1 ROE 折年约 3.4% 仍低于 10%，回报不足结论不变；维持 boundary_pending。前判（2025年报+2026Q1，2026-08-10）：营收 17.2亿、毛利 33.7%；ROE18-25 47/72/25/5/5/6/7/8，近三年中位 7.1%,人形机器人/大客户定点兑现,2026-08-23T00:00:00+00:00,watch,boundary_judged_watch,"Retained after boundary review. 兆威机电: micro-drive and micro gear transmission solution provider with national awards and single-champion product evidence, broader than this peer label. triage 63.14; moat 56.50; technology 75.00; market 60.65; quality 68.30; governance 71.70.",,,,,,,1,
003022,联泓新科,SZSE,main_board,C 制造业,2020-12-08,boundary_pending,2026H1 中报核对（2026-08-23）：营收 53.66 亿(+84.3%)、归母 4.27 亿(+165.7%)、ROE 5.6%（25H1 2.2%）、毛利 23.9%（25H1 19.6%）；与 07 月预告「预增」一致（预告 149~168%，实际 166%）——位置与回报结构结论不变；维持 boundary_pending。前判（2025年报+26Q1+中报预告，2026-08-09）：EVA 光伏料+特种化学品，25年报 ROE4.2%,高端材料新产品放量并证明周期中枢利润和现金流后复核,2026-08-23T00:00:00+00:00,watch,boundary_judged_watch,Watch. 联泓新科: 联泓新科覆盖 EVA 光伏料、超高分子量聚乙烯、PLA 和电子特气等新材料，但部分环节周期较强，边界关注。 triage 55.99; moat 49.73; technology 52.91; market 65.32; quality 46.73; governance 65.27.,,,,,,,1,
003023,彩虹集团,SZSE,main_board,C 制造业,2020-12-11,boundary_pending,电热毯与家居软饰，毛利42.4%、ROE4.1%,无重大变化则维持,2026-08-09T00:00:00+00:00,,,,,,,,,,0,
003025,思进智能,SZSE,main_board,C 制造业,2020-12-11,boundary_pending,营收 7.3亿、毛利 38.1%；ROE18-25 23/22/22/14/15/10/16/13，近三年中位 12.6%、最低 9.5%——回报结构本身成立，但规模或毛利未达逐家深判门槛,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
003026,中晶科技,SZSE,main_board,C 制造业,2020-12-18,boundary_pending,半导体硅片与石英材料，毛利40.0%、ROE6.6%,无重大变化则维持,2026-08-09T00:00:00+00:00,,,,,,,,,,0,
003027,同兴科技,SZSE,main_board,N 公共环保,2020-12-18,boundary_pending,环保设备与工程，毛利25.8%、ROE4.3%,无重大变化则维持,2026-08-09T00:00:00+00:00,,,,,,,,,,0,
003028,振邦智能,SZSE,main_board,C 制造业,2020-12-28,boundary_pending,2026H1 中报核对（2026-08-23）：营收 7.19 亿(+11.0%)、归母 0.17 亿(-68.5%)、ROE 1.0%（25H1 3.0%）、毛利 14.8%（25H1 18.1%）；与 07 月预告「预减」一致（预告 -74~-62%，实际 -68%）——位置与回报结构结论不变；维持 boundary_pending。前判（2025年报+26Q1+中报预告，2026-08-09）：智能控制器，毛利16.4%、ROE4.2%,车载/新能源控制器大客户放量、毛利率和现金流验证后复核,2026-08-23T00:00:00+00:00,watch,boundary_judged_watch,Watch. 振邦智能: 振邦智能的智能控制器业务有跨终端客户认证、软硬件集成和制造交付能力；但智能控制器行业竞争较强，较难证明其已具备平台级护城河。 triage 76.97; moat 81.32; technology 91.96; market 78.50; quality 58.38; governance 68.81.,,,,,,,1,
003029,吉大正元,SZSE,main_board,I 信息技术,2020-12-24,boundary_pending,身份认证与密码安全，毛利53.6%但ROE-10.4%,无重大变化则维持,2026-08-09T00:00:00+00:00,,,,,,,,,,0,
003030,祖名股份,SZSE,main_board,C 制造业,2021-01-06,boundary_pending,豆制品，毛利23.8%、ROE2.5%,全国化与盈利验证,2026-08-09T00:00:00+00:00,,,,,,,,,,0,
003031,中瓷电子,SZSE,main_board,C 制造业,2021-01-04,boundary_pending,电子陶瓷外壳，ROE 由 20% 塌至 9%,,2026-08-09T00:00:00+00:00,watch,boundary_judged_watch,"Retained after boundary review. 中瓷电子: Electronic ceramics and high-reliability packaging platform; retained because ceramic materials, packaging process, and high-reliability customers form a harder barrier than generic components. triage 65.80; moat 56.07; technology 73.80; market 67.95; quality 64.16; governance 69.88.",,,,,,,109,2026-08-09T22:17:00+00:00
003032,*ST传智,SZSE,main_board,P 教育,2021-01-12,boundary_pending,IT职业教育，毛利50.9%但ROE-7.4%；招生随就业景气波动,招生与盈利修复,2026-08-09T00:00:00+00:00,,,,,,,,,,0,
003033,征和工业,SZSE,main_board,C 制造业,2021-01-11,boundary_pending,营收 19.3亿、毛利 22.9%；ROE18-25 23/27/25/9/16/10/11/13，由前期中位 23.4% 降至近三年 10.8%（留存 46%）,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
003035,南网能源,SZSE,main_board,M 科研服务,2021-01-19,boundary_pending,营收 36.8亿、毛利 38.3%；ROE18-25 15/10/9/8/9/5/-1/5，近三年中位 4.7%,综合能源服务规模化提升ROE且经营现金流改善后复核,2026-08-10T00:00:00+00:00,watch,boundary_judged_watch,Retained after boundary review. 南网能源: 南网能源依托南方电网体系，从事工业、建筑、公共设施节能及综合能源项目投资运营。节能服务可被资本复制，但电网场景资源、项目筛选、能源诊断和长期运维能力使其具备边界观察价值。 triage 54.24; moat 47.53; technology 50.21; market 69.62; quality 59.65; governance 65.62.,,,,,,,1,
003036,泰坦股份,SZSE,main_board,C 制造业,2021-01-28,boundary_pending,2026H1 中报复核（2026-08-23）：营收 8.22 亿(+20.5%)、归母 0.31 亿(-15.4%)、ROE 2.1%（25H1 2.5%）、毛利 15.3%（25H1 15.7%）——H1 ROE 折年约 4.1% 仍低于 10%，回报不足结论不变；维持 boundary_pending。前判（2025年报+2026Q1，2026-08-10）：营收 15.1亿、毛利 15.5%；ROE18-25 12/9/8/7/11/11/10/3，近三年中位 9.8%,无重大变化则维持,2026-08-23T00:00:00+00:00,,,,,,,,,,0,
003037,三和管桩,SZSE,main_board,C 制造业,2021-02-04,boundary_pending,预应力混凝土管桩，毛利10.8%，地产基建依赖,无重大变化则维持,2026-08-09T00:00:00+00:00,,,,,,,,,,0,
003038,鑫铂股份,SZSE,main_board,C 制造业,2021-02-10,boundary_pending,铝型材（光伏边框），毛利4.9%、25年报亏损,无重大变化则维持,2026-08-09T00:00:00+00:00,,,,,,,,,,0,
003039,顺控发展,SZSE,main_board,D 水电煤气,2021-03-08,boundary_pending,营收 22.3亿、毛利 43.9%；ROE18-25 18/17/16/13/10/10/10/11，近三年中位 10.1%、最低 9.8%——回报结构本身成立，但规模或毛利未达逐家深判门槛,收费机制、新项目或分红回报显著改善后复核,2026-08-10T00:00:00+00:00,watch,boundary_judged_watch,"Retained. 顺控发展: Boundary watch: Shunde/Foshan water, wastewater, solid waste, kitchen waste, and recycling assets create a high-quality local public-utility platform. Local concentration keeps it boundary. triage 66.25; moat 77.58; technology 46.08; market 70.33; quality 83.75; governance 69.75. Special dimension: 顺德水务固废平台.",,,,,,,1,
003040,楚天龙,SZSE,main_board,C 制造业,2021-03-22,boundary_pending,智能卡与终端，毛利25.8%、ROE0.5%,无重大变化则维持,2026-08-09T00:00:00+00:00,,,,,,,,,,0,
003041,真爱美家,SZSE,main_board,C 制造业,2021-04-06,boundary_pending,毛毯与家纺，毛利20.7%、ROE16.5%，中报预减92.9%,无重大变化则维持,2026-08-09T00:00:00+00:00,,,,,,,,,,0,
003042,中农联合,SZSE,main_board,C 制造业,2021-04-06,boundary_pending,农药，25年报净利-1.4亿,无重大变化则维持,2026-08-09T00:00:00+00:00,,,,,,,,,,0,
003043,华亚智能,SZSE,main_board,C 制造业,2021-04-06,boundary_pending,营收 10.0亿、毛利 27.0%；ROE18-25 22/17/20/16/16/8/6/5，近三年中位 6.3%,份额/客户绑定深化,2026-08-10T00:00:00+00:00,watch,boundary_judged_watch,Watch. 华亚智能: 华亚智能的精密金属结构件服务半导体设备等高要求客户，质量体系和加工精度有一定壁垒；但仍是零部件供应商。 triage 55.04; moat 45.10; technology 61.12; market 52.02; quality 65.45; governance 69.06.,,,,,,,1,
003816,中国广核,SZSE,main_board,D 水电煤气,2019-08-26,boundary_pending,营收 757.0亿、毛利 32.0%；ROE18-25 13/12/10/10/10/10/10/9，近三年中位 9.7%,电价市场化/资产注入/非管制收益,2026-08-10T00:00:00+00:00,watch,direct_watch,Watch. 中国广核: 中国广核是中广核集团核能发电唯一平台，核电牌照、建设运营记录、安全管理和长期资产稀缺性不是资金可短期复制的。 triage 69.68; moat 86.00; technology 44.09; market 90.00; quality 78.36; governance 67.64.,,,,,,,2,
300001,特锐德,SZSE,chinext,C 制造业,2009-10-30,boundary_pending,箱式变电站+特来电充电网络，25年报 ROE15.7%、毛利27.4%；充电桩数量国内第一具网络效应雏形，但充电服务费受地方指导、盈利模式仍在验证,充电网络盈利模型、算力供电订单和现金流质量明确改善后复核,2026-08-09T00:00:00+00:00,watch,direct_watch,"Retained. 特锐德: Direct watch: prefabricated substations, distribution equipment, power engineering, and Teld charging-network operations create hardware plus network/service barriers. The charging-network installed base is a distinct capability beyond ordinary switchgear. triage 81.49; moat 85.44; technology 89.21; market 96.06; quality 67.63; governance 67.67. Special dimension: 箱变与充电网络平台.",,,,,,,1,
300002,神州泰岳,SZSE,chinext,I 信息技术,2009-10-30,boundary_pending,营收 58.2亿、毛利 57.7%；ROE18-25 2/-33/10/9/12/17/22/11，近三年中位 16.8%、最低 -33.4%——回报结构本身成立，但规模或毛利未达逐家深判门槛,新游形成长周期流水、产品矩阵和现金流稳定后复核,2026-08-10T00:00:00+00:00,watch,boundary_judged_watch,Watch. 神州泰岳: 神州泰岳不应只按游戏公司比较；其ICT运营管理、AI/NLP软件积累与壳木游戏出海业务构成复合能力。单一游戏壁垒有限，但多业务能力使其值得边界关注。 triage 63.56; moat 58.89; technology 60.78; market 69.45; quality 58.63; governance 70.37.,,,,,,,1,
300003,乐普医疗,SZSE,chinext,C 制造业,2009-10-30,boundary_pending,2026H1 中报复核（2026-08-23）：营收 32.14 亿(-4.6%)、归母 4.99 亿(-27.7%)、ROE 3.0%（25H1 4.4%）、毛利 60.9%（25H1 64.3%）——H1 ROE 折年约 6.1% 仍低于 10%，回报不足结论不变；维持 boundary_pending。前判（2025年报+2026Q1，2026-08-10）：营收 64.8亿、毛利 64.0%；ROE18-25 19/25/21/16/18/8/2/6，近三年中位 6.1%,结构心脏、电生理或创新器械收入和毛利率持续提升，并证明医院粘性和临床地位恢复后复核,2026-08-23T00:00:00+00:00,watch,direct_watch,"Retained. 乐普医疗: Cardiovascular device platform with stents, pacing, structural heart, and electrophysiology exposure; retained despite policy pressure because accumulated clinical/product capability is not generic. triage 72.89; moat 69.38; technology 80.52; market 84.26; quality 67.62; governance 67.81.",,,,,,,1,
300004,南风股份,SZSE,chinext,C 制造业,2009-10-30,boundary_pending,营收 5.7亿、毛利 25.9%；ROE18-25 -40/1/7/-35/1/-1/4/2，其中 3 年为负,治理与主业验证,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
300005,探路者,SZSE,chinext,C 制造业,2009-10-30,boundary_pending,2026H1 中报核对（2026-08-23）：营收 9.29 亿(+42.3%)、归母 0.51 亿(+155.1%)、ROE 2.5%（25H1 1.0%）、毛利 45.3%（25H1 50.8%）；与 07 月预告「预增」一致（预告 129~179%，实际 155%）——规制回报/不可判结论不变；维持 boundary_pending。前判（2025年报+26Q1+中报预告，2026-08-09）：户外服饰+显示芯片双主业，毛利47.4%但ROE4.0%,品牌复兴验证,2026-08-23T00:00:00+00:00,,,,,,,,,,0,
300006,莱美药业,SZSE,chinext,C 制造业,2009-10-30,boundary_pending,2026H1 中报复核（2026-08-23）：营收 3.50 亿(-7.1%)、归母 -0.23 亿(+25.4%)、ROE -1.3%（25H1 -1.7%）、毛利 51.9%（25H1 55.6%）——H1 仍亏损，多年亏损结构不变；维持 boundary_pending。前判（2025年报+2026Q1，2026-08-10）：营收 7.8亿、毛利 55.8%；ROE18-25 6/-10/-24/-5/-3/-0/-4/-7，其中 7 年为负,无重大变化则维持,2026-08-23T00:00:00+00:00,,,,,,,,,,0,
300007,汉威科技,SZSE,chinext,I 信息技术,2009-10-30,boundary_pending,营收 24.1亿、毛利 31.3%；ROE18-25 4/-7/14/14/11/5/3/5，近三年中位 4.6%,核心传感器自研占比、毛利率、现金流和大客户复购持续验证后复核,2026-08-10T00:00:00+00:00,watch,direct_watch,"Retained. 汉威科技: Direct watch: gas sensors, safety monitoring, environmental monitoring, and sensor-IoT systems give Hanwei a differentiated sensor platform and installed-base data angle. The core sensor capability is stronger than ordinary project-based monitoring companies. triage 64.44; moat 63.37; technology 65.32; market 74.91; quality 57.09; governance 66.44. Special dimension: 气体传感器平台.",,,,,,,1,
300008,天海防务,SZSE,chinext,C 制造业,2009-10-30,boundary_pending,营收 45.2亿、毛利 19.9%；ROE18-25 -111/-60/6/2/8/6/7/13，其中 2 年为负,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
300009,安科生物,SZSE,chinext,C 制造业,2009-10-30,boundary_pending,营收 26.5亿、毛利 75.7%；ROE18-25 15/5/13/7/24/25/18/18，近三年中位 18.2%、最低 5.2%——回报结构本身成立，但规模或毛利未达逐家深判门槛,管线与份额验证,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
300010,ST豆神,SZSE,chinext,I 信息技术,2009-10-30,boundary_pending,营收 10.1亿、毛利 54.3%；ROE18-25 -30/1/-125/-138/-5/11/4，其中 4 年为负,转型盈利验证,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
300011,鼎汉技术,SZSE,chinext,C 制造业,2009-10-30,boundary_pending,营收 17.3亿、毛利 25.1%；ROE18-25 -26/2/-27/1/-14/1/1/-1，其中 4 年为负,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
