market_type,market_label,security_code,security_name,listed_company_name,exchange,industry,peer_groups,final_decision,watch_selection_route,decision_sources,prior_preliminary_attention,decision_reason,capability_assessment,calibrated_standard_implication,triage_score,triage_decision,business_moat_score,technology_barrier_score,market_position_score,business_quality_score,operating_quality_score,industry_outlook_score,governance_risk_score,cyclicality_profile,compounding_profile,source_urls,decided_at_utc,source_decision_files
A_SHARE,A股,688550,瑞联新材,西安瑞联新材料股份有限公司,SSE,制造业,基础化工-化学制品-其他化学制品,watch,direct_watch,analyst_company_by_company_review,boundary_watch,Watch. 瑞联新材: 瑞联新材专注OLED材料、单体液晶和创新药中间体，复杂合成、客户认证和显示/医药供应链验证形成较高壁垒。 triage 60.56; moat 55.11; technology 67.12; market 68.42; quality 63.27; governance 71.57.,瑞联新材专注OLED材料、单体液晶和创新药中间体，复杂合成、客户认证和显示/医药供应链验证形成较高壁垒。,Retain display and pharma-intermediate material suppliers when synthesis difficulty and customer qualification are clear.,60.56,borderline,55.11,67.12,68.42,63.27,70.18,42.00,71.57,commodity_cycle,low_compounding,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH688550;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688550.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688550.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=688550;www.xarlm.com | https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH688550;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688550.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688550.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-06-09T13:57:45+00:00,data/processed/a_share_other_chemical_products_remaining_peer_group_decisions.csv
A_SHARE,A股,000561,烽火电子,烽火电子,SZSE,C 制造业,信息技术-通信设备-通信终端设备,watch,boundary_judged_watch,analyst_company_by_company_review,borderline,"Retained after boundary review. 烽火电子: Boundary watch: tactical communications, satellite communication, command vehicles, radar-related systems, and military electronic products have qualification barriers. Scale, SOE/project attributes, and limited margin visibility keep it boundary. triage 60.55; moat 56.25; technology 70.00; market 54.70; quality 59.50; governance 66.95. Special dimension: 军工通信与机动指挥系统.","Boundary watch: tactical communications, satellite communication, command vehicles, radar-related systems, and military electronic products have qualification barriers. Scale, SOE/project attributes, and limited margin visibility keep it boundary.","Boundary retention requires a differentiated secure-card/eSIM, RF/antenna/materials, optical-module, grid-communication, IoT-terminal, railway/defense dispatch, or satellite-communication niche not already fully covered by a stronger retained peer.",60.55,borderline,56.25,70.00,54.70,59.50,34.12,68.00,66.95,cyclical_structural_growth,innovation_compounding,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ000561;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22000561.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22000561.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T09:13:22+00:00,data/processed/a_share_communication_terminal_peer_group_decisions.csv
A_SHARE,A股,002126,银轮股份,银轮股份,SZSE,C 制造业,交运设备-汽车-汽车零部件,watch,direct_watch,analyst_company_by_company_review,borderline,"Retained. 银轮股份: Thermal-management platform with new-energy and industrial exposure, global customer relationships, and system design capability. triage 60.54; moat 57.32; technology 60.39; market 74.30; quality 56.78; governance 65.81.","Thermal-management platform with new-energy and industrial exposure, global customer relationships, and system design capability.","Retain auto-parts companies when global OEM validation, safety-critical certification, software/electronics platform depth, or hard manufacturing process creates durable barriers.",60.54,borderline,57.32,60.39,74.30,56.78,54.38,56.00,65.81,high_competition_growth_cycle,scale_compounding_if_leader,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002126;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002126.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002126.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00,data/processed/a_share_auto_parts_peer_group_decisions.csv
A_SHARE,A股,300770,新媒股份,新媒股份,SZSE,I 信息技术,文化传媒-广播电视-网络电视,watch,boundary_judged_watch,analyst_company_by_company_review,borderline,"Watch. 新媒股份: 新媒股份 has IPTV/internet-TV license, operator workflow and user-scale advantages in Guangdong. Growth is not open-ended, but capital alone cannot easily replace the license/workflow position. triage 60.54; moat 64.00; technology 56.00; market 78.00; quality 54.00; governance 65.00.","新媒股份 has IPTV/internet-TV license, operator workflow and user-scale advantages in Guangdong. Growth is not open-ended, but capital alone cannot easily replace the license/workflow position.","Network-TV companies can be retained for license/workflow barriers, but only as boundary slow-growth platforms.",60.54,borderline,64.00,56.00,78.00,54.00,60.00,46.00,65.00,unclear_cycle,unproven_compounding,https://www.szse.cn/disclosure/listed/notice/index.html?stock=300770 | https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300770;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300770.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300770.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-06-10T00:00:00+00:00,data/processed/a_share_network_tv_peer_group_decisions.csv
A_SHARE,A股,301419,阿莱德,阿莱德,SZSE,C 制造业,信息技术-通信设备-通信终端设备,watch,boundary_judged_watch,analyst_company_by_company_review,borderline,"Retained after boundary review. 阿莱德: Boundary watch: RF, shielding, and thermal materials for communication equipment create a materials-process niche rather than a terminal-equipment moat. Retained narrowly because base-station and electronics materials can have qualification barriers. triage 60.54; moat 52.25; technology 63.50; market 49.50; quality 72.95; governance 70.70. Special dimension: 5G射频/屏蔽/导热材料.","Boundary watch: RF, shielding, and thermal materials for communication equipment create a materials-process niche rather than a terminal-equipment moat. Retained narrowly because base-station and electronics materials can have qualification barriers.","Boundary retention requires a differentiated secure-card/eSIM, RF/antenna/materials, optical-module, grid-communication, IoT-terminal, railway/defense dispatch, or satellite-communication niche not already fully covered by a stronger retained peer.",60.54,borderline,52.25,63.50,49.50,72.95,69.03,68.00,70.70,cyclical_structural_growth,innovation_compounding,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ301419;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22301419.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22301419.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T09:13:22+00:00,data/processed/a_share_communication_terminal_peer_group_decisions.csv
A_SHARE,A股,000567,海德股份,海德股份,SZSE,J 金融业,金融-非银行金融-其他非银行金融,watch,boundary_judged_watch,analyst_company_by_company_review,borderline,Retained after boundary review. 海德股份: listed distressed-asset management specialist with AMC license and data/AI-assisted personal and institutional distressed-asset strategy triage 60.53; moat 75.22; technology 39.00; market 60.72; quality 70.67; governance 71.33.,listed distressed-asset management specialist with AMC license and data/AI-assisted personal and institutional distressed-asset strategy,"Reject generic local financial holding companies, mixed industrial/investment shells, small futures companies, pawn/microfinance, department-store/payment stories, and asset-light investment narratives without durable franchise quality.",60.53,borderline,75.22,39.00,60.72,70.67,68.51,54.00,71.33,macro_credit_cycle,balance_sheet_compounding,https://www.szse.cn/disclosure/listed/notice/index.html?stock=000567;https://www.000567.com | https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ000567;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22000567.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22000567.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-06-09T14:34:01+00:00,data/processed/a_share_other_nonbank_finance_peer_group_decisions.csv
A_SHARE,A股,600031,三一重工,三一重工股份有限公司,SSE,制造业,机械设备-专用设备-工程机械,watch,direct_watch,analyst_company_by_company_review,borderline,"Retained. 三一重工: global construction-machinery leader with concrete machinery, excavators, cranes, overseas service network, manufacturing scale, and brand strength. triage 60.50; moat 54.50; technology 61.00; market 74.85; quality 60.10; governance 68.00.","global construction-machinery leader with concrete machinery, excavators, cranes, overseas service network, manufacturing scale, and brand strength.","Directly retain global construction-machinery leaders with scale, product breadth, overseas channel, manufacturing process, and service-network advantages.",60.50,borderline,54.50,61.00,74.85,60.10,61.20,54.00,68.00,capex_cycle,selective_compounding,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600031;https://www.sany.com.cn | https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH600031;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600031.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600031.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-06-09T15:04:31+00:00,data/processed/a_share_construction_machinery_peer_group_decisions.csv
A_SHARE,A股,603486,科沃斯,科沃斯机器人股份有限公司,SSE,制造业,机械设备-机器人-服务机器人,watch,direct_watch,analyst_company_by_company_review,borderline,"Watch. 科沃斯: 科沃斯 is retained as a direct consumer service-robot platform because brand, product portfolio, manufacturing, channel, app/ecosystem, and iteration capability are harder to replicate than generic appliance hardware. triage 60.49; moat 52.00; technology 53.00; market 76.25; quality 63.00; governance 65.00.","科沃斯 is retained as a direct consumer service-robot platform because brand, product portfolio, manufacturing, channel, app/ecosystem, and iteration capability are harder to replicate than generic appliance hardware.","Service-robot groups should retain proven consumer robot leaders with product, algorithm, brand, and channel barriers.",60.49,borderline,52.00,53.00,76.25,63.00,68.00,68.00,65.00,cyclical_structural_growth,innovation_compounding,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=603486 | https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH603486;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22603486.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22603486.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-06-10T00:00:00+00:00,data/processed/a_share_service_robots_peer_group_decisions.csv
A_SHARE,A股,001213,中铁特货,中铁特货,SZSE,G 运输仓储,交通运输-公路铁路-铁路运输,watch,boundary_judged_watch,analyst_company_by_company_review,borderline,"Retained after boundary review. 中铁特货: China Railway special-cargo platform for auto, cold-chain and oversized cargo logistics with specialized equipment and network access triage 60.43; moat 78.00; technology 37.50; market 68.00; quality 66.33; governance 71.00.","China Railway special-cargo platform for auto, cold-chain and oversized cargo logistics with specialized equipment and network access","Boundary-retain coal/freight rail and railway logistics companies when the asset or operating license is scarce, while discounting commodity or regional-cycle exposure.",60.43,borderline,78.00,37.50,68.00,66.33,30.33,62.00,71.00,low_cyclicality,regulated_stable_compounding,https://www.szse.cn/disclosure/listed/notice/index.html?stock=001213;https://www.crscl.com.cn | https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ001213;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22001213.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22001213.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-06-09T14:34:01+00:00,data/processed/a_share_railway_transport_peer_group_decisions.csv
A_SHARE,A股,601601,中国太保,中国太平洋保险(集团)股份有限公司,SSE,金融业,金融-非银行金融-保险,watch,boundary_judged_watch,analyst_company_by_company_review,boundary_watch,Watch. 中国太保: 中国太保覆盖寿险、财险、养老、健康和资产管理，服务质量与治理较强，但规模和生态差异化弱于平安/国寿，边界关注。 triage 60.43; moat 74.00; technology 45.00; market 66.90; quality 61.80; governance 69.60.,中国太保覆盖寿险、财险、养老、健康和资产管理，服务质量与治理较强，但规模和生态差异化弱于平安/国寿，边界关注。,Boundary retain insurance groups with multi-line capability and quality execution but less differentiated ecosystem control.,60.43,borderline,74.00,45.00,66.90,61.80,47.80,54.00,69.60,macro_credit_cycle,balance_sheet_compounding,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=601601;https://www.cpic.com.cn | https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH601601;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22601601.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22601601.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-06-09T16:20:25+00:00,data/processed/a_share_insurance_peer_group_decisions.csv
A_SHARE,A股,920971,天马新材,天马新材,BSE,计算机、通信和其他电子设备制造业,有色金属-金属非金属新材料-非金属新材料,watch,boundary_judged_watch,analyst_company_by_company_review,borderline,Watch. 天马新材: 天马新材 focuses on electronic ceramic and nonmetal powder materials. The niche is small but process and customer qualification are more defensible than commodity materials. triage 60.42; moat 50.30; technology 70.04; market 46.87; quality 58.61; governance 69.70.,天马新材 focuses on electronic ceramic and nonmetal powder materials. The niche is small but process and customer qualification are more defensible than commodity materials.,"Nonmetal materials should be retained for qualification scarcity and process know-how, not for commodity capacity or one-cycle margins.",60.42,borderline,50.30,70.04,46.87,58.61,62.17,74.00,69.70,low_to_moderate_cyclicality,compound_growth,https://www.bse.cn/disclosure/announcement.html | https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=BJ920971;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22920971.BJ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22920971.BJ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-06-10T00:00:00+00:00,data/processed/a_share_nonmetal_new_materials_peer_group_decisions.csv
A_SHARE,A股,600499,科达制造,科达制造股份有限公司,SSE,制造业,机械设备-专用设备-其他专用机械,watch,boundary_judged_watch,analyst_company_by_company_review,borderline,Retained after boundary review. 科达制造: Boundary watch: ceramic machinery has global competitiveness and the company also has overseas building-material and lithium-related optionality. This corrects a narrow lithium-only comparison that understated its cross-industry capability stack. triage 60.41; moat 55.00; technology 49.41; market 76.11; quality 60.34; governance 67.48. Special dimension: 陶瓷装备与锂材料交叉能力.,Boundary watch: ceramic machinery has global competitiveness and the company also has overseas building-material and lithium-related optionality. This corrects a narrow lithium-only comparison that understated its cross-industry capability stack.,"Boundary retention requires a specific niche moat, scarce qualification, validated process know-how, strong normalized margin potential, or cross-industry capability not already covered by a clearly stronger peer.",60.41,borderline,55.00,49.41,76.11,60.34,58.95,72.00,67.48,structural_growth_with_manufacturing_cycle,scale_and_process_compounding,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH600499;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600499.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600499.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T09:09:01+00:00,data/processed/a_share_other_special_machinery_peer_group_decisions.csv
A_SHARE,A股,688167,炬光科技,西安炬光科技股份有限公司,SSE,制造业,电子设备-半导体-半导体分立器件,watch,direct_watch,analyst_company_by_company_review,boundary_watch,Watch. 炬光科技: 炬光科技虽不属于传统分立器件，但高功率半导体激光、微纳光学、LIMO/SUSS/ams OSRAM资产整合和全球生产研发网络显示出独立光子平台能力。 triage 60.41; moat 52.00; technology 77.00; market 47.00; quality 61.40; governance 66.50.,炬光科技虽不属于传统分立器件，但高功率半导体激光、微纳光学、LIMO/SUSS/ams OSRAM资产整合和全球生产研发网络显示出独立光子平台能力。,Retain misclassified photonics platforms when the business has global technology assets and hard optical-process know-how.,60.41,borderline,52.00,77.00,47.00,61.40,39.40,68.00,66.50,cyclical_structural_growth,innovation_compounding,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH688167;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688167.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688167.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T10:27:16+00:00,data/processed/a_share_discrete_semiconductors_peer_group_decisions.csv
A_SHARE,A股,603556,海兴电力,杭州海兴电力科技股份有限公司,SSE,制造业,机械设备-通用设备-仪器仪表,watch,boundary_judged_watch,analyst_company_by_company_review,borderline,"Retained. 海兴电力: Boundary watch: smart power meters, AMI systems, and overseas power-utility customers give it stronger validation than most meter peers. Still, meter tender competition and customer pricing keep it boundary. triage 60.37; moat 51.87; technology 56.80; market 75.90; quality 55.94; governance 68.04. Special dimension: 智能电力计量与AMI.","Boundary watch: smart power meters, AMI systems, and overseas power-utility customers give it stronger validation than most meter peers. Still, meter tender competition and customer pricing keep it boundary.","Retain instrument companies when they own high-end electronic measurement, process-control instrumentation, motion-control platforms, machine-vision/metrology capability, scarce analytical instruments, differentiated sensors, or utility-meter installed-base advantages that capital alone cannot quickly replicate.",60.37,borderline,51.87,56.80,75.90,55.94,58.53,68.00,68.04,cyclical_structural_growth,innovation_compounding,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH603556;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22603556.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22603556.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T09:47:14+00:00,data/processed/a_share_instruments_peer_group_decisions.csv
A_SHARE,A股,688048,长光华芯,苏州长光华芯光电技术股份有限公司,SSE,制造业,电子设备-半导体-半导体材料,watch,boundary_judged_watch,analyst_company_by_company_review,borderline,"Retained after boundary review. 长光华芯: Boundary watch: high-power semiconductor laser chips and modules are strategic optoelectronic semiconductors with epitaxy, packaging, and reliability barriers. It is not a material pure-play but has distinct technology. triage 60.35; moat 50.52; technology 78.00; market 45.52; quality 60.79; governance 70.64. Special dimension: 高功率半导体激光芯片.","Boundary watch: high-power semiconductor laser chips and modules are strategic optoelectronic semiconductors with epitaxy, packaging, and reliability barriers. It is not a material pure-play but has distinct technology.","Boundary retention requires a specific semiconductor-material, photomask, testing, foundry/package, laser-chip, ceramic/quartz, or wet-chemical niche not already fully covered by a stronger retained peer.",60.35,borderline,50.52,78.00,45.52,60.79,41.58,68.00,70.64,cyclical_structural_growth,innovation_compounding,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH688048;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688048.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688048.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T09:25:43+00:00,data/processed/a_share_semiconductor_materials_peer_group_decisions.csv
A_SHARE,A股,301117,佳缘科技,佳缘科技,SZSE,I 信息技术,信息技术-计算机软件-其他软件服务,watch,boundary_judged_watch,analyst_company_by_company_review,borderline,"Watch. 佳缘科技: 佳缘科技 has network security, cryptographic products, chip/design and special-industry system capability. Customer opacity and scale keep it boundary, but the qualification and mission profile justify watchlist inclusion. triage 60.34; moat 53.56; technology 69.42; market 50.08; quality 55.55; governance 69.80.","佳缘科技 has network security, cryptographic products, chip/design and special-industry system capability. Customer opacity and scale keep it boundary, but the qualification and mission profile justify watchlist inclusion.","Aviation control and defense-cyber software should be reviewed under mission-critical qualification rules, not ordinary software-service rules.",60.34,borderline,53.56,69.42,50.08,55.55,44.61,74.00,69.80,low_to_moderate_cyclicality,compound_growth,https://www.szse.cn/disclosure/listed/notice/index.html?stock=301117 | https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ301117;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22301117.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22301117.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-06-10T00:00:00+00:00,data/processed/a_share_aviation_defense_cyber_software_remaining_peer_group_decisions.csv
A_SHARE,A股,688234,天岳先进,山东天岳先进科技股份有限公司,SSE,制造业,电子设备-半导体-半导体材料,watch,direct_watch,analyst_company_by_company_review,borderline,"Retained. 天岳先进: Direct watch: SiC crystal growth and substrate processing are strategic power-semiconductor materials with high technical difficulty, yield learning curves, and customer qualification barriers. triage 60.32; moat 54.45; technology 73.27; market 54.36; quality 46.61; governance 69.18. Special dimension: 碳化硅衬底.","Direct watch: SiC crystal growth and substrate processing are strategic power-semiconductor materials with high technical difficulty, yield learning curves, and customer qualification barriers.","Retain semiconductor-materials companies when they own wafer, SiC, CMP, specialty-gas, precursor, target, photomask, critical process-chemical, ceramic/quartz, or equipment-platform capabilities with fab qualification and process know-how that capital alone cannot quickly replicate.",60.32,borderline,54.45,73.27,54.36,46.61,41.27,68.00,69.18,cyclical_structural_growth,innovation_compounding,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH688234;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688234.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688234.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T09:25:43+00:00,data/processed/a_share_semiconductor_materials_peer_group_decisions.csv
A_SHARE,A股,002097,山河智能,山河智能,SZSE,C 制造业,机械设备-专用设备-工程机械,watch,boundary_judged_watch,analyst_company_by_company_review,borderline,"Retained after boundary review. 山河智能: differentiated engineering-equipment company with excavation, aerial work, underground engineering, and founder-led technical heritage. triage 60.31; moat 59.50; technology 66.50; market 66.05; quality 54.90; governance 66.60.","differentiated engineering-equipment company with excavation, aerial work, underground engineering, and founder-led technical heritage.","Boundary-retain differentiated component, industrial vehicle, logistics automation, or niche equipment companies with customer qualification or category leadership.",60.31,borderline,59.50,66.50,66.05,54.90,32.30,58.00,66.60,capex_cycle,selective_compounding,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002097;https://www.sunward.com.cn | https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002097;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002097.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002097.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-06-09T15:04:31+00:00,data/processed/a_share_construction_machinery_peer_group_decisions.csv
