security_code,security_name,q1_business_model_score,q2_moat_score,q2_reason,q3_capital_allocation_score,q4_management_score,credibility_deduction,quality_score,quality_tier,tier_reason,prior_tier,primary_strategy_tag,flags,score_reason,batch,evidence_status,evidence_note,evidence_sources,score_version,scored_at
600066,宇通客车,70,76,,80,76,0,75.3,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,A-DCF/现金流复利型,,客车全球第一+海外渠道真实但市场小；Q3 分红率极高,B3家电,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：**模式1**。客车**全球第一**+海外渠道与服务网络，原判未计全球第一；市场小不减门槛。74→76,—,v0.4,2026-07-31
000786,北新建材,74,78,石膏板全国垄断+护面纸+石膏矿资源,74,72,0,75.3,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,A-DCF/现金流复利型,,石膏板全国垄断+护面纸+石膏矿资源真实；两翼并购整合中,B4化工,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。石膏板**全国垄断**（份额过半）+护面纸自供+石膏矿资源，垄断锁强于原判。76→78,—,v0.4,2026-07-31
688019,安集科技,70,79,CMP抛光液国产唯一规模化+客户认证周期长+配方know-how,74,74,0,75.0,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,CMP抛光液国产唯一规模化+客户认证周期长+配方know-how,B7半导体设备,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。CMP 抛光液**国产唯一规模化**+客户认证周期长+配方 know-how，「唯一」的锁强于原判。78→79,—,v0.4,2026-07-31
300408,三环集团,72,77,陶瓷材料配方与烧结工艺积累数十年+垂直一体化,74,76,0,75.0,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,陶瓷材料配方与烧结工艺积累数十年+垂直一体化，高毛利,B10电新,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。陶瓷材料配方与烧结工艺积累数十年+垂直一体化，MLCC 与陶瓷基板双线。76→77,—,v0.4,2026-07-31
300699,光威复材,68,81,军用碳纤维T300/T700/T800牌号定型独家/主供，认证不可替代,72,74,0,74.9,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,军用碳纤维T300/T700/T800牌号定型独家/主供，认证不可替代；民品风电碳梁回报一般,B6军工,verified,原判坐实：国内高端装备碳纤维材料平台，军品牌号定型+下游复材构件一体化能力。Q2=81 成立，距通道A 线（82）差 1 分，**维持 L2**。,pdf.dfcfw.com 光威复材首次覆盖报告(300699); finance.sina.com.cn 2026碳纤维行业上市公司对比,v0.4,2026-07-31
688072,拓荆科技,66,79,PECVD/ALD国产唯一规模化+出口管制受益,78,74,0,74.8,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,PECVD/ALD国产唯一规模化+客户验证周期长，出口管制反而加宽；设备收入lumpy、存货应收重,B7半导体设备,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。PECVD/ALD **国产唯一规模化**+客户联合开发，出口管制反向加宽。78→79,—,v0.4,2026-07-31
600298,安琪酵母,70,78,酵母全球第三，菌种+发酵工艺+规模,74,74,0,74.6,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,A-DCF/现金流复利型,,酵母全球第三：菌种+发酵工艺+规模是真实壁垒；糖蜜成本波动与重资产拖Q1,B1消费,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。酵母**全球第三**+菌种资源库+发酵工艺+规模，全球前三是实位。77→78,—,v0.4,2026-07-31
600426,华鲁恒升,66,77,煤气化平台+成本曲线最左+柔性联产——运营护城河,78,78,0,74.6,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,F-垄断资源型,,煤气化平台+成本曲线最左+柔性联产是真实运营护城河；Q3/Q4 资本开支纪律与执行力业内标杆,B4化工,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。煤气化平台+**成本曲线最左**+柔性联产（同装置多产品切换），运营护城河真实。76→77,—,v0.4,2026-07-31
688271,联影医疗,68,79,高端影像国产唯一全线+装机+注册证,74,74,0,74.5,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,高端影像国产唯一全线+装机+注册证壁垒，对标GPS的唯一国产选手,B13医药,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。高端影像**国产唯一全线**+装机保有量+注册证壁垒，是对标 GPS 的唯一国产选手。78→79,—,v0.4,2026-07-31
301589,诺瓦星云,74,76,,74,72,0,74.5,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,LED显示控制系统全球份额第一+生态标准，软硬一体高毛利,B12软件,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：**模式1**。LED 显示控制系统**全球份额第一**+生态标准，原判未计全球第一。74→76,—,v0.4,2026-07-31
601899,紫金矿业,63,81,全球铜金资源+低品位开发能力；但紫金自身靠买矿起家，恰证明资本可进入,85,75,-2,74.4,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L1,F-垄断资源型,,Q3 再投资典范（逆周期并购+低品位矿开发能力兑现为增量回报）；Q1 采矿商品属性；扣分为杠杆+海外政治敞口,anchor,calibration_model_knowledge,,,v0.4,2026-07-31
000423,东阿阿胶,78,74,,74,70,0,74.4,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,A-DCF/现金流复利型,,品牌+驴皮资源约束真实，但曾因提价过度崩盘证明可替代；华润入主后分红提升,B2中药,calibration_model_knowledge,,,v0.4,2026-07-31
600600,青岛啤酒,74,75,区域市场垄断+百年品牌；行业总量收缩、华润规模更大,74,74,0,74.4,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,A-DCF/现金流复利型,,四维均衡：区域垄断+百年品牌，但行业总量收缩、华润规模更大、百威高端更强,anchor,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。区域市场垄断+百年品牌+高端化产品线，品牌锁真实。74→75,—,v0.4,2026-07-31
688281,华秦科技,70,80,军用隐身材料独家定型+保密资质；体量小,70,72,0,74.3,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,军用隐身材料独家定型，型号绑定+保密资质；体量小,B6军工,calibration_model_knowledge,,,v0.4,2026-07-31
688563,航材股份,70,79,航材院体系+航空透明件独家配套,72,72,0,74.3,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,航材院体系+航空透明件独家配套+认证壁垒,B6军工,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2（细分小≠护城河弱）。航材院体系+航空透明件**独家配套**+适航认证周期，独家配套的锁强于原判。78→79,—（复检既有依据）,v0.4,2026-07-31
002415,海康威视,68,79,安防全球第一+算法/产品/渠道三重+创新业务孵化,74,72,0,74.2,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,安防全球第一+算法/产品/渠道三重+创新业务孵化能力，真实；制裁影响+政企应收,B12软件,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。安防**全球第一**（份额 38%、连续 14 年）+算法/产品/渠道三重+创新业务孵化能力。78→79,—,v0.4,2026-07-31
600690,海尔智家,72,75,海外自主品牌矩阵是与美的格力的真实差异,74,76,0,74.2,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,A-DCF/现金流复利型,,海外自主品牌矩阵是与美的格力的真实差异；盈利能力仍弱；Q4 治理改善、人单合一,B3家电,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。**海外自主品牌矩阵**（非 OEM）是与美的格力的真实结构差异，海外品牌资产不可快速复制。74→75,—,v0.4,2026-07-31
603505,金石资源,66,80,萤石资源全国第一+采矿权稀缺+战略矿产管制,74,72,0,74.1,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,F-垄断资源型,,萤石资源全国第一+采矿权稀缺+环保准入，战略矿产,B5资源,calibration_model_knowledge,,,v0.4,2026-07-31
920982,锦波生物,80,74,,70,70,0,74.1,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,重组III型人源化胶原蛋白三类证首家+专利，真实但巨子等在追,B13医药,calibration_model_knowledge,,,v0.4,2026-07-31
300832,新产业,74,74,,74,74,0,74.0,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,化学发光国产第一+装机保有量+海外；迈瑞/安图竞争+集采,B13医药,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。化学发光**国产第一**+装机保有量+海外拓展。72→74,—,v0.4,2026-07-31
688617,惠泰医疗,72,75,,74,74,0,73.9,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,电生理国产第一+迈瑞控股协同+注册证；集采下国产替代受益,B13医药,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。电生理**国产第一**+迈瑞控股协同+注册证壁垒。74→75,—,v0.4,2026-07-31
300487,蓝晓科技,72,75,,74,74,0,73.9,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,吸附分离树脂技术+盐湖提锂应用，真实,B14其他,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。吸附分离树脂技术+盐湖提锂工程化应用，材料配方与工程包双壁垒。74→75,—,v0.4,2026-07-31
002222,福晶科技,72,79,非线性光学晶体全球第一（中科院物构所体系）；市场小,68,70,0,73.7,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,非线性光学晶体全球第一（中科院物构所体系），真实垄断但市场小、扩张慢,B10电新,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。非线性光学晶体**全球第一**（中科院物构所体系），市场小但门槛为晶体生长工艺，规模不影响硬度。78→79,—,v0.4,2026-07-31
688708,佳驰科技,70,79,电磁功能/隐身材料独家定型，客户略窄于华秦,70,70,0,73.6,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,电磁功能/隐身材料，与华秦并列但客户略窄,B6军工,calibration_model_knowledge,,,v0.4,2026-07-31
600183,生益科技,66,78,覆铜板全球第二+高频高速材料认证周期长,74,74,0,73.6,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,覆铜板全球第二+高频高速材料认证周期长，真实壁垒,B9光电,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式3。覆铜板**全球第二**+高频高速材料认证周期长，全球第二本身即壁垒。77→78,—,v0.4,2026-07-31
688301,奕瑞科技,72,76,,72,72,0,73.6,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,数字化X线探测器国产唯一规模化+多技术路线,B13医药,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。数字化 X 线探测器**国产唯一规模化**+多技术路线覆盖。74→76,—,v0.4,2026-07-31
002025,航天电器,70,77,航天科工体系+军品资质，弱于中航光电,72,72,0,73.5,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,D-产业链爆发/关键瓶颈型,,航天科工体系+军品连接器/微特电机资质，弱于中航光电,B6军工,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：四模式均不适用。航天科工体系+军品资质真实，但相对中航光电确有差距且非「被全面覆盖」，77 已如实反映。维持,—,v0.4,2026-07-31
600276,恒瑞医药,70,76,,74,72,0,73.5,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L1,C-GARP成长型,"erosion_path(逐资产,持续)",创新药跑步机：管线广度国内第一但每个资产的优势都需重新赢得；BD出海首付款改善Q3,anchor,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。创新药**管线广度国内第一**+临床与销售网络，逐资产重赢的弱点由 erosion_path 旗标承担，不应在 Q2 重复扣。74→76,—,v0.4,2026-07-31
688082,盛美上海,68,76,清洗设备SAPS/TEBO差异化技术+国产替代,76,72,0,73.4,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,清洗设备SAPS/TEBO差异化技术+国产替代；中美双重上市结构复杂,B7半导体设备,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。SAPS/TEBO 是自有差异化技术路线（非跟随），细分市场小不减门槛硬度。75→76,—,v0.4,2026-07-31
688439,振华风光,72,77,军用模拟IC资质+型号，中国电子体系,70,70,0,73.3,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,军用模拟IC资质+型号，中国电子体系,B6军工,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式不适用。军用模拟 IC 资质+型号绑定，中国电子体系，77 合理。维持,—,v0.4,2026-07-31
603067,振华股份,66,78,铬盐全球第一，环保准入极高+行业整合完成,74,72,0,73.3,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,F-垄断资源型,,铬盐全球第一，环保准入极高+行业整合已完成,B5资源,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：**模式2（细分市场小≠护城河弱）**。铬盐**全球第一**+环保准入极高+行业整合已完成——铬盐市场规模小但准入是环保法规锁，规模不影响门槛硬度。76→78,—,v0.4,2026-07-31
600085,同仁堂,76,78,300年老字号+安宫牛黄丸配方；增长慢、体系内关联多,66,66,0,73.3,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L4,A-DCF/现金流复利型,,300年老字号+安宫牛黄丸配方；增长慢、体系内关联多；Q4 蜂蜜事件,B2中药,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。**300 年老字号品牌+安宫牛黄丸等独家配方+国家级非遗**，品牌与配方双锁强于原判。77→78,—,v0.4,2026-07-31
002027,分众传媒,78,71,,76,68,0,73.3,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,A-DCF/现金流复利型,,Q3 76 系返还路径（分红率80%+）；Q2 新潮并入消除主要资本攻击源；剩余侵蚀为注意力向手机迁移（慢）,anchor,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。电梯媒体**份额第一**（新潮并入后格局改善）+点位网络规模。70→71,—,v0.4,2026-07-31
688586,江航装备,70,79,军机机载氧气系统近乎独家配套，型号绑定极强；体量小,68,70,0,73.2,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,D-产业链爆发/关键瓶颈型,,军机机载氧气系统近乎独家配套，型号绑定极强；体量小、扩张有限,B6军工,calibration_model_knowledge,,,v0.4,2026-07-31
600570,恒生电子,70,79,金融机构核心系统切换成本极高，客户锁定真实,68,70,0,73.2,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,金融机构核心系统切换成本极高+份额垄断级，真实；券商IT开支周期+蚂蚁系关联,B12软件,calibration_model_knowledge,,,v0.4,2026-07-31
300726,宏达电子,72,75,,72,72,0,73.2,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,军用钽电容资质+型号绑定，高毛利,B6军工,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。军用钽电容资质+型号绑定，钽电容军用认证壁垒真实且供应商极少。74→75,—,v0.4,2026-07-31
688200,华峰测控,72,75,,72,72,0,73.2,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,模拟测试机国内第一+客户粘性，高毛利轻资产；市场窄、数字测试未突破,B7半导体设备,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：**模式1（份额小≠无护城河）**。模拟测试机**国内第一**+客户粘性+高毛利轻资产；市场窄不等于门槛低。74→75,—,v0.4,2026-07-31
002430,杭氧股份,72,75,,72,72,0,73.2,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,G-股东回报型低估,,空分设备+气体运营一体化，现场制气长约20年绑定，真实,B11机械,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。空分设备+气体运营一体化，**现场制气长约锁定 20 年**是极强的合同锁。74→75,—,v0.4,2026-07-31
603259,药明康德,72,74,,74,72,0,73.2,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,erosion_path(中高),一体化平台+分子跟随粘性；地缘立法威胁持续、美国收入占比高（中高概率侵蚀）,anchor,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。CRDMO 一体化**全球领先**+分子跟随粘性（从早期跟到商业化），地缘风险由 erosion_path 旗标承担。72→74,—,v0.4,2026-07-31
002352,顺丰控股,66,78,自建航空+直营网络+时效心智，资本可买运力但买不到网络密度,72,74,0,73.2,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,自建航空+直营网络+时效心智，资本可买运力但买不到网络密度与心智；鄂州机场回报待验证,B14其他,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。**自建航空机队+直营网络**是资本可买运力但买不到的网络密度与时效心智，快递时效件份额第一。76→78,—,v0.4,2026-07-31
000792,盐湖股份,64,84,察尔汗全国最大钾锂资源+法定采矿权；钾锂可进口替代,68,66,0,73.1,L2,护城河达强档（Q2=84）但生意模式不足（Q1=64<66）,L2,F-垄断资源型,,察尔汗盐湖全国最大钾锂资源+法定采矿权，几乎不可复制；Q3/Q4 破产重整史与合作反复,B5资源,calibration_model_knowledge,,,v0.4,2026-07-31
600132,重庆啤酒,76,72,,74,70,0,73.1,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,A-DCF/现金流复利型,,嘉士伯资产注入+乌苏1664高端组合；乌苏增长见顶；Q4 外资控股关联与商标使用费争议,B1消费,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式不适用。嘉士伯资产注入+乌苏/1664 高端组合真实，但乌苏增长见顶、关联与商标费争议，72 合理。维持,—,v0.4,2026-07-31
300811,铂科新材,70,75,,74,72,0,73.1,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,合金软磁粉芯国内第一+芯片电感新品，材料工艺积累,B10电新,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。合金软磁粉芯**国内第一**+芯片电感新品，材料工艺积累。74→75,—,v0.4,2026-07-31
300470,中密控股,72,73,,74,74,0,73.1,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,C-GARP成长型,,机械密封国内第一+石化认证，售后复购高毛利,B11机械,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。机械密封**国内第一**+石化行业认证+售后复购。72→73,—,v0.4,2026-07-31
300012,华测检测,72,73,,74,74,0,73.1,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,检测资质+实验室网络+品牌公信力，真实但可被资本复制；并购整合能力好,B14其他,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。检测资质+实验室网络+品牌公信力，国内第三方检测龙头。72→73,—,v0.4,2026-07-31
688190,云路股份,70,76,,72,72,0,73.1,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,非晶合金带材全球第一+快淬工艺，打破日立垄断,B14其他,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：**模式1**。非晶合金带材**全球第一**+快淬工艺（打破日立金属垄断），原判未计全球第一。74→76,—,v0.4,2026-07-31
002683,广东宏大,68,76,,74,72,0,73.0,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,F-垄断资源型,,民爆牌照法定管制+矿服一体化，并购整合兑现,B5资源,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。**民爆生产经营牌照为法定强管制**（安全监管，新证极难获批）+矿服一体化，法律锁强于原判。74→76,—,v0.4,2026-07-31
600989,宝丰能源,68,75,,76,72,0,73.0,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,F-垄断资源型,,煤制烯烃成本曲线最左+自有煤一体化，但产品是大宗；Q4 计实控人历史违规,B4化工,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。煤制烯烃**成本曲线最左**+自有煤矿一体化，成本领先是可验证的运营锁。74→75,—,v0.4,2026-07-31
688041,海光信息,74,78,x86授权不可再获+信创生态；AMD停更后代差拉大,78,70,-3,72.8,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L1,D-产业链爆发/关键瓶颈型,erosion_path(中),Q2 x86授权不可再获+信创生态；AMD停更后代差拉大+昇腾挤压；扣分为经曙光体系关联销售,anchor,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。**x86 授权不可再获得**（历史窗口已关闭）+信创生态，授权本身是不可复制的法律资产。77→78,—,v0.4,2026-07-31
688385,复旦微电,68,78,军用FPGA资质+特种IC，与紫光国微双寡头,70,70,0,72.7,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,军用FPGA资质+特种IC，与紫光国微并列,B8半导体设计,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式3。与紫光国微构成**国产特种 FPGA 双寡头**（紫光已据证据升至 82），复旦作为双寡头另一极应同步上调；专注 FPGA 与存储高可靠 IC。77→78,—,v0.4,2026-07-31
300357,我武生物,76,74,,68,70,0,72.7,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,脱敏药国内唯一+临床壁垒，但市场教育慢、增长停滞,B13医药,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。脱敏治疗**国内唯一**+临床壁垒；市场教育慢由 Q3 承担，「唯一」本身是硬锁。72→74,—,v0.4,2026-07-31
300034,钢研高纳,66,79,航发高温合金牌号认证+钢研院体系，认证周期极长,70,70,0,72.6,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,D-产业链爆发/关键瓶颈型,,航发高温合金牌号认证+钢研院体系，认证周期极长；订单制应收重,B6军工,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。航发高温合金**牌号认证周期极长**+钢研院技术源，牌号一旦定型难更换。78→79,—,v0.4,2026-07-31
002032,苏泊尔,76,67,,80,72,0,72.6,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,G-股东回报型低估,,小家电品类门槛低；Q3 分红率近100%为返还路径典范；SEB关联交易,B3家电,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。小家电**品类份额领先**+SEB 全球代工订单绑定。66→67,—,v0.4,2026-07-31
300059,东方财富,76,72,,70,72,0,72.6,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L1,C-GARP成长型,,Q1 平台低获客成本+高增量毛利但强周期；Q2 流量+牌照组合无真实切换成本，费率战持续,anchor,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。互联网券商**流量入口第一**+全牌照组合，流量与牌照叠加是实位。70→72,—,v0.4,2026-07-31
688692,达梦数据,72,75,,70,70,0,72.5,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,国产数据库份额第一+迁移切换成本+信创政策，华为/阿里在追,B12软件,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。国产数据库**份额第一**+数据库迁移切换成本极高+信创政策。74→75,—,v0.4,2026-07-31
300685,艾德生物,72,73,,72,72,0,72.4,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,伴随诊断注册证最多+药企合作；NGS竞争,B13医药,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。伴随诊断**注册证数量最多**+药企合作绑定。72→73,—,v0.4,2026-07-31
000733,振华科技,68,77,军工电子元器件平台，核心配套资质+型号绑定,70,70,0,72.3,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,军用电子元器件平台，核心配套资质+型号绑定+中国电子体系；需求下滑剧烈、应收长,B6军工,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式不适用。军工电子元器件平台+核心配套资质，77 合理；需求下滑属周期，已在 Q1 反映。维持,—,v0.4,2026-07-31
300866,安克创新,74,68,,76,76,0,72.3,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,跨境品牌轻资产高周转，但配件品类门槛低、依赖亚马逊流量；Q3 品类扩张回报好,B3家电,corrected,**Q2 打低**：2025 全球移动充电品类**份额第一 4.8%**；2026Q1 亚马逊 ASP $58.23 同比 +42%，**较行业均价 $34.80 溢价 +67%**——品牌定价权有实证；亚马逊渠道收入占比已降至 **49.97%**，6 个 DTC 独立站占 7.1%，「依赖亚马逊流量」的判断已过时。但品类门槛确实低、份额仅 4.8%。62→68，**升 L2**。,stcn.com/article/detail/1746884; sina 安克创新港股异动(2026-07-07),v0.4,2026-07-31
300054,鼎龙股份,68,76,CMP抛光垫国产唯一+柔性显示材料,72,70,0,72.3,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,CMP抛光垫国产唯一+柔性显示材料，认证壁垒真实；打印耗材老业务拖累,B7半导体设备,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。CMP 抛光垫**国产唯一**+柔性显示材料，材料认证周期长。75→76,—,v0.4,2026-07-31
300033,同花顺,76,71,,72,70,0,72.3,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,流量变现高毛利+订阅；用户心智真实但东财对峙、券商App分流,B12软件,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。C 端用户心智与月活规模（3875 万）显著领先通达信，流量入口是真实资产。70→71,—,v0.4,2026-07-31
601965,中国汽研,70,74,,72,72,0,72.3,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,汽车强检资质法定管制+品牌，真实；分红高,B14其他,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：**模式1**。**汽车强制性检验资质为法定管制**（指定机构，不可自由进入），法律锁被原判低估。72→74,—,v0.4,2026-07-31
600111,北方稀土,60,86,白云鄂博储量全球第一+配额制法定独占，资源与法律双锁；量价受集团与配额调节,66,64,0,72.2,L2,护城河达强档（Q2=86）但生意模式不足（Q1=60<66）,L2,F-垄断资源型,short_board(Q1),白云鄂博稀土资源法定独占+配额制，Q2 几乎不可颠覆；Q3/Q4 关联交易复杂、盈利受集团调节,B5资源,calibration_model_knowledge,,,v0.4,2026-07-31
300777,中简科技,66,80,ZT7系列军用碳纤维定型独家；客户极度集中,66,70,0,72.2,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,ZT7系列军用碳纤维定型独家；客户极度集中、订单波动大、扩产回报未验证,B6军工,verified_stronger,证据略强于原判：聚焦**小丝束高性能航空航天军工市场，产品性能水平最高、该细分市场份额领先、客户壁垒更高**；均匀性、批次稳定性、力学性能一致性是军用客户的「硬门槛」。79→80，**维持 L2**（客户极度集中仍由 Q1=66 反映）。,zhuanlan.zhihu.com/p/1997378961047589250 卡死航空航天碳纤维硬门槛,v0.4,2026-07-31
