segment_id,segment_start,segment_end,trading_days,signal_date,security_code,security_name,pv,signal_close,intrinsic_value,ma20,ma60,band_available_at,activation_date,anchor_date,stop_anchor,stop_line,qualification,rank,eligible_count,execution_date,execution_close,price_history_end,target_1y,end_1y,status_1y,end_close_1y,return_1y,target_3y,end_3y,status_3y,end_close_3y,return_3y
257,2015-03-18,2015-03-18,1,2015-03-18,000568,泸州老窖,0.859,23.01,26.7859,20.742499999999993,20.141333333333385,2014-10-22,2014-07-15,2014-07-16,15.079666666666721,15.079666666666721,continued,2,5,2015-03-19,22.59,2026-08-07,2016-03-19,2016-03-21,complete,23.38,0.0709702253786797,2018-03-19,2018-03-19,complete,60.96,1.9202296731739485
257,2015-03-18,2015-03-18,1,2015-03-18,000651,格力电器,0.8854,42.02,47.4593,40.071000000000055,40.03133333333329,2014-10-31,2010-07-28,2010-07-29,10.144333333333353,10.144333333333353,continued,3,5,2015-03-19,42.72,2026-08-07,2016-03-19,2016-03-21,endpoint_quote_missing,,,2018-03-19,2018-03-19,complete,52.93,1.9586625979187096
258,2015-03-19,2015-03-25,5,2015-03-19,000933,神火股份,0.4598,6.19,13.4615,5.755999999999997,5.728666666666653,2013-10-23,2014-07-28,2014-07-29,3.6544333333333183,3.6544333333333183,continued,1,6,2015-03-20,6.12,2026-08-07,2016-03-20,2016-03-21,complete,6.19,0.011437908496733318,2018-03-20,2018-03-20,complete,8.2,0.3445345640577471
258,2015-03-19,2015-03-25,5,2015-03-19,002128,电投能源,0.7815,10.98,14.0506,10.259,9.756000000000046,2014-10-28,2014-07-22,2014-07-23,6.732500000000048,6.732500000000048,continued,2,6,2015-03-20,10.69,2026-08-07,2016-03-20,2016-03-21,complete,8.4,-0.20999653665988094,2018-03-20,2018-03-20,endpoint_quote_missing,,
258,2015-03-19,2015-03-25,5,2015-03-19,000568,泸州老窖,0.8434,22.59,26.7859,20.87399999999999,20.174166666666718,2014-10-22,2014-07-15,2014-07-16,15.079666666666721,15.079666666666721,continued,3,6,2015-03-20,22.99,2026-08-07,2016-03-20,2016-03-21,complete,23.38,0.05233655464568843,2018-03-20,2018-03-20,complete,59.92,1.8204676031363993
259,2015-03-26,2015-03-26,1,2015-03-26,000651,格力电器,0.8814,41.83,47.4593,40.74400000000006,40.55549999999996,2014-10-31,2010-07-28,2010-07-29,10.144333333333353,10.144333333333353,continued,1,5,2015-03-27,43.1,2026-08-07,2016-03-27,2016-03-28,endpoint_quote_missing,,,2018-03-27,2018-03-27,complete,47.44,1.6284044985763089
259,2015-03-26,2015-03-26,1,2015-03-26,000568,泸州老窖,0.915,24.51,26.7859,21.65699999999999,20.429500000000054,2014-10-22,2014-07-15,2014-07-16,15.079666666666721,15.079666666666721,continued,2,5,2015-03-27,24.29,2026-08-07,2016-03-27,2016-03-28,complete,25.15,0.0714196216013041,2018-03-27,2018-03-27,complete,55.75,1.4837371837026696
259,2015-03-26,2015-03-26,1,2015-03-26,600031,三一重工,0.9181,9.54,10.3905,8.76250000000002,8.738333333333335,2014-10-31,2014-07-29,2014-07-30,5.069500000000003,5.069500000000003,continued,3,5,2015-03-27,9.44,2026-08-07,2016-03-27,2016-03-28,complete,5.65,-0.39927823015986585,2018-03-27,2018-03-27,complete,8.0,-0.1446278136876995
260,2015-03-27,2015-03-27,1,2015-03-27,600585,海螺水泥,0.8204,21.9,26.6948,20.717499999999973,20.678666666666658,2015-03-24,2014-04-09,2014-04-10,15.449499999999993,15.449499999999993,continued,1,5,2015-03-30,23.21,2026-08-07,2016-03-30,2016-03-30,complete,16.41,-0.2726154085799811,2018-03-30,2018-03-30,complete,32.17,0.504199872417975
260,2015-03-27,2015-03-27,1,2015-03-27,000568,泸州老窖,0.9068,24.29,26.7859,21.85349999999999,20.48816666666672,2014-10-22,2014-07-15,2014-07-16,15.079666666666721,15.079666666666721,continued,2,5,2015-03-30,25.3,2026-08-07,2016-03-30,2016-03-30,complete,24.86,0.01678638941398969,2018-03-30,2018-03-30,complete,56.75,1.427356847093229
260,2015-03-27,2015-03-27,1,2015-03-27,000651,格力电器,0.9081,43.1,47.4593,40.87250000000006,40.65599999999996,2014-10-31,2010-07-28,2010-07-29,10.144333333333353,10.144333333333353,continued,3,5,2015-03-30,44.4,2026-08-07,2016-03-30,2016-03-30,endpoint_quote_missing,,,2018-03-30,2018-03-30,complete,46.9,1.5224041033231002
261,2015-03-30,2015-03-31,2,2015-03-30,600585,海螺水泥,0.8695,23.21,26.6948,20.846499999999974,20.733833333333326,2015-03-24,2014-04-09,2014-04-10,15.449499999999993,15.449499999999993,continued,1,5,2015-03-31,22.84,2026-08-07,2016-03-31,2016-03-31,complete,16.89,-0.2392110321110359,2018-03-31,2018-04-02,complete,32.44,0.5413965160176313
261,2015-03-30,2015-03-31,2,2015-03-30,000651,格力电器,0.9355,44.4,47.4593,41.02100000000006,40.77899999999996,2014-10-31,2010-07-28,2010-07-29,10.144333333333353,10.144333333333353,continued,2,5,2015-03-31,43.78,2026-08-07,2016-03-31,2016-03-31,endpoint_quote_missing,,,2018-03-31,2018-04-02,complete,45.97,1.5073995186055655
261,2015-03-30,2015-03-31,2,2015-03-30,000338,潍柴动力,0.9977,32.2,32.2728,27.9865,27.410666666666643,2015-03-31,2014-05-12,2014-05-13,16.940166666666645,16.940166666666645,continued,3,5,2015-03-31,31.28,2026-08-07,2016-03-31,2016-03-31,complete,8.08,-0.4746359581742632,2018-03-31,2018-04-02,complete,8.42,0.16277001409849934
262,2015-04-01,2015-04-03,3,2015-04-01,600585,海螺水泥,0.8665,23.13,26.6948,21.143499999999975,20.838333333333324,2015-03-24,2014-04-09,2014-04-10,15.449499999999993,15.449499999999993,continued,1,6,2015-04-02,23.06,2026-08-07,2016-04-02,2016-04-05,complete,16.91,-0.24557692921050178,2018-04-02,2018-04-02,complete,32.44,0.526691085249033
262,2015-04-01,2015-04-03,3,2015-04-01,000651,格力电器,0.9419,44.7,47.4593,41.42450000000005,41.02749999999996,2014-10-31,2010-07-28,2010-07-29,10.144333333333353,10.144333333333353,continued,2,6,2015-04-02,44.33,2026-08-07,2016-04-02,2016-04-05,endpoint_quote_missing,,,2018-04-02,2018-04-02,complete,45.97,1.4762903434367627
262,2015-04-01,2015-04-03,3,2015-04-01,600031,三一重工,0.9855,10.24,10.3905,9.07600000000002,8.759333333333336,2014-10-31,2014-07-29,2014-07-30,5.069500000000003,5.069500000000003,continued,3,6,2015-04-02,10.15,2026-08-07,2016-04-02,2016-04-05,complete,5.7,-0.43635490663833754,2018-04-02,2018-04-02,complete,8.16,-0.18855096477203148
263,2015-04-07,2015-04-27,15,2015-04-07,601088,中国神华,0.7667,21.13,27.5608,19.56449999999996,19.4975,2015-03-21,2014-05-12,2014-05-13,13.010333333333328,13.010333333333328,continued,1,6,2015-04-08,20.93,2026-08-07,2016-04-08,2016-04-08,complete,14.13,-0.30351553899022765,2018-04-08,2018-04-09,complete,20.29,0.04464851897631328
263,2015-04-07,2015-04-27,15,2015-04-07,002304,洋河股份,0.7836,84.65,108.0206,80.03900000000013,79.75699999999992,2014-10-30,2014-02-13,2014-02-14,39.13434899999993,39.13434899999993,continued,2,6,2015-04-08,89.51,2026-08-07,2016-04-08,2016-04-08,complete,63.8,0.018103482055346287,2018-04-08,2018-04-09,complete,109.86,0.838713628434751
263,2015-04-07,2015-04-27,15,2015-04-07,600585,海螺水泥,0.8732,23.31,26.6948,21.65549999999997,20.886666666666656,2015-03-24,2014-04-09,2014-04-10,15.449499999999993,15.449499999999993,continued,3,6,2015-04-08,23.89,2026-08-07,2016-04-08,2016-04-08,complete,16.49,-0.289874411463115,2018-04-08,2018-04-09,complete,33.61,0.5267994322423277
264,2015-04-28,2015-04-28,1,2015-04-28,601088,中国神华,0.8029,23.89,29.7552,21.762499999999957,19.786166666666666,2015-04-25,2014-05-12,2014-05-13,13.010333333333328,13.010333333333328,continued,1,2,2015-04-29,23.56,2026-08-07,2016-04-29,2016-04-29,complete,14.78,-0.3528012855859056,2018-04-29,2018-05-02,complete,20.26,-0.07333762658336485
264,2015-04-28,2015-04-28,1,2015-04-28,600585,海螺水泥,0.9139,24.34,26.6329,24.209999999999972,21.671333333333322,2015-04-29,2014-04-09,2014-04-10,15.449499999999993,15.449499999999993,continued,2,2,2015-04-29,24.07,2026-08-07,2016-04-29,2016-04-29,complete,16.17,-0.3088622959287082,2018-04-29,2018-05-02,complete,34.92,0.5744460069843902
264,2015-04-28,2015-04-28,1,2015-04-28,,无合格标的,,,,,,,,,,,,3,2,,,,,,,,,,,,,
265,2015-04-29,2015-05-15,12,2015-04-29,000792,盐湖股份,0.7915,29.32,37.0448,29.15650000000002,27.86333333333335,2015-04-30,2014-07-22,2014-07-23,14.99503333333335,14.99503333333335,continued,1,3,2015-04-30,28.68,2026-08-07,2016-04-30,2016-05-03,complete,18.17,-0.36474140941587374,2018-04-30,2018-05-02,complete,12.39,-0.34842031933437634
265,2015-04-29,2015-05-15,12,2015-04-29,601088,中国神华,0.7918,23.56,29.7552,21.935999999999957,19.849,2015-04-25,2014-05-12,2014-05-13,13.010333333333328,13.010333333333328,continued,2,3,2015-04-30,22.71,2026-08-07,2016-04-30,2016-05-03,complete,14.69,-0.33266614248566184,2018-04-30,2018-05-02,complete,20.26,-0.03865409433307254
265,2015-04-29,2015-05-15,12,2015-04-29,600585,海螺水泥,0.9038,24.07,26.6329,24.27149999999997,21.727833333333322,2015-04-29,2014-04-09,2014-04-10,15.449499999999993,15.449499999999993,continued_below_ma20,3,3,2015-04-30,23.77,2026-08-07,2016-04-30,2016-05-03,complete,16.23,-0.29754259594187404,2018-04-30,2018-05-02,complete,34.92,0.5943170125416188
266,2015-05-18,2015-05-21,4,2015-05-18,601088,中国神华,0.6658,19.81,29.7552,22.04499999999996,20.355833333333333,2015-04-25,2014-05-12,2014-05-13,13.010333333333328,13.010333333333328,continued_below_ma20,1,7,2015-05-19,20.43,2026-08-07,2016-05-19,2016-05-19,complete,13.51,-0.3177783767945105,2018-05-19,2018-05-21,complete,22.07,0.16410281846410046
266,2015-05-18,2015-05-21,4,2015-05-18,600585,海螺水泥,0.8666,23.08,26.6329,24.074499999999972,22.476166666666657,2015-04-29,2014-04-09,2014-04-10,15.449499999999993,15.449499999999993,continued_below_ma20,2,7,2015-05-19,23.55,2026-08-07,2016-05-19,2016-05-19,complete,14.48,-0.367430414647707,2018-05-19,2018-05-21,complete,35.92,0.6552936292855798
266,2015-05-18,2015-05-21,4,2015-05-18,000338,潍柴动力,0.967,29.68,30.6918,31.849500000000006,30.232333333333308,2015-04-29,2014-05-12,2014-05-13,16.940166666666645,16.940166666666645,continued_below_ma20,3,7,2015-05-19,31.11,2026-08-07,2016-05-19,2016-05-19,complete,7.6,-0.503145406529574,2018-05-19,2018-05-21,complete,8.51,0.18162052287423558
267,2015-05-22,2015-05-27,4,2015-05-22,601088,中国神华,0.7179,21.36,29.7552,21.578499999999956,20.5175,2015-04-25,2014-05-12,2014-05-13,13.010333333333328,13.010333333333328,continued_below_ma20,1,2,2015-05-25,21.99,2026-08-07,2016-05-25,2016-05-25,complete,13.62,-0.36101542246125395,2018-05-25,2018-05-25,complete,20.52,0.005563500826500478
267,2015-05-22,2015-05-27,4,2015-05-22,600585,海螺水泥,0.9162,24.4,26.6329,23.75549999999997,22.72399999999999,2015-04-29,2014-04-09,2014-04-10,15.449499999999993,15.449499999999993,continued,2,2,2015-05-25,24.98,2026-08-07,2016-05-25,2016-05-25,complete,14.91,-0.38593284907057324,2018-05-25,2018-05-25,complete,34.04,0.4788589173875297
267,2015-05-22,2015-05-27,4,2015-05-22,,无合格标的,,,,,,,,,,,,3,2,,,,,,,,,,,,,
268,2015-05-28,2015-05-29,2,2015-05-28,601088,中国神华,0.6967,20.73,29.7552,21.219999999999956,20.739166666666666,2015-04-25,2014-05-12,2014-05-13,13.010333333333328,13.010333333333328,continued_below_ma20,1,3,2015-05-29,20.56,2026-08-07,2016-05-29,2016-05-30,complete,13.6,-0.3175759936997278,2018-05-29,2018-05-29,complete,20.68,0.08388897375449833
268,2015-05-28,2015-05-29,2,2015-05-28,600585,海螺水泥,0.9417,25.08,26.6329,23.93949999999997,23.066833333333324,2015-04-29,2014-04-09,2014-04-10,15.449499999999993,15.449499999999993,continued,2,3,2015-05-29,25.57,2026-08-07,2016-05-29,2016-05-30,complete,14.84,-0.40291820571605474,2018-05-29,2018-05-29,complete,33.49,0.42139258844278027
268,2015-05-28,2015-05-29,2,2015-05-28,000338,潍柴动力,1.0126,31.08,30.6918,31.212500000000006,30.960833333333305,2015-04-29,2014-05-12,2014-05-13,16.940166666666645,16.940166666666645,continued_below_ma20,3,3,2015-05-29,30.8,2026-08-07,2016-05-29,2016-05-30,complete,7.71,-0.490880900691692,2018-05-29,2018-05-29,complete,8.64,0.21174574218099007
269,2015-06-01,2015-06-02,2,2015-06-01,601088,中国神华,0.7602,22.62,29.7552,21.093499999999956,20.855166666666666,2015-04-25,2014-05-12,2014-05-13,13.010333333333328,13.010333333333328,continued,1,2,2015-06-02,22.74,2026-08-07,2016-06-02,2016-06-02,complete,13.86,-0.3712018317239135,2018-06-02,2018-06-04,complete,20.94,-0.007698629469159335
269,2015-06-01,2015-06-02,2,2015-06-01,600585,海螺水泥,0.9954,26.51,26.6329,24.12349999999997,23.27449999999999,2015-04-29,2014-04-09,2014-04-10,15.449499999999993,15.449499999999993,continued,2,2,2015-06-02,26.16,2026-08-07,2016-06-02,2016-06-02,complete,15.01,-0.40969887770158553,2018-06-02,2018-06-04,complete,34.94,0.4494885466263574
269,2015-06-01,2015-06-02,2,2015-06-01,,无合格标的,,,,,,,,,,,,3,2,,,,,,,,,,,,,
270,2015-06-03,2015-06-12,8,2015-06-03,601088,中国神华,0.7454,22.18,29.7552,21.215999999999955,20.9985,2015-04-25,2014-05-12,2014-05-13,13.010333333333328,13.010333333333328,continued,1,3,2015-06-04,23.08,2026-08-07,2016-06-04,2016-06-06,complete,13.8,-0.38314685983674557,2018-06-04,2018-06-04,complete,20.94,-0.022316587267274146
270,2015-06-03,2015-06-12,8,2015-06-03,000792,盐湖股份,0.8671,32.12,37.0448,28.717500000000022,28.714000000000016,2015-04-30,2014-07-22,2014-07-23,14.99503333333335,14.99503333333335,continued,2,3,2015-06-04,31.97,2026-08-07,2016-06-04,2016-06-06,complete,19.15,-0.3993784527325078,2018-06-04,2018-06-04,complete,12.01,-0.43340107755809243
270,2015-06-03,2015-06-12,8,2015-06-03,600585,海螺水泥,0.968,25.78,26.6329,24.41299999999997,23.480666666666657,2015-04-29,2014-04-09,2014-04-10,15.449499999999993,15.449499999999993,continued,3,3,2015-06-04,25.25,2026-08-07,2016-06-04,2016-06-06,complete,14.93,-0.3916842211469712,2018-06-04,2018-06-04,complete,34.94,0.5017275397919017
271,2015-06-15,2015-06-15,1,2015-06-15,601088,中国神华,0.8054,23.37,29.0152,21.967999999999957,21.01516666666667,2015-04-25,2014-05-12,2014-05-13,12.270333333333328,12.270333333333328,continued,1,2,2015-06-16,22.95,2026-08-07,2016-06-16,2016-06-16,complete,13.39,-0.41655773420479303,2018-06-16,2018-06-19,complete,21.41,-0.02556504719479813
271,2015-06-15,2015-06-15,1,2015-06-15,000792,盐湖股份,0.9008,33.37,37.0448,31.128500000000027,29.41400000000002,2015-04-30,2014-07-22,2014-07-23,14.99503333333335,14.99503333333335,continued,2,2,2015-06-16,33.1,2026-08-07,2016-06-16,2016-06-16,complete,19.8,-0.40019240193163175,2018-06-16,2018-06-19,complete,10.82,-0.5069685310175525
271,2015-06-15,2015-06-15,1,2015-06-15,,无合格标的,,,,,,,,,,,,3,2,,,,,,,,,,,,,
272,2015-06-16,2015-07-02,12,2015-06-16,601088,中国神华,0.791,22.95,29.0152,22.130999999999958,21.082333333333334,2015-04-25,2014-05-12,2014-05-13,12.270333333333328,12.270333333333328,continued,1,3,2015-06-17,23.73,2026-08-07,2016-06-17,2016-06-17,complete,13.56,-0.4285714285714285,2018-06-17,2018-06-19,complete,21.41,-0.057594514670064045
272,2015-06-16,2015-07-02,12,2015-06-16,000792,盐湖股份,0.8935,33.1,37.0448,31.419500000000024,29.498500000000018,2015-04-30,2014-07-22,2014-07-23,14.99503333333335,14.99503333333335,continued,2,3,2015-06-17,33.47,2026-08-07,2016-06-17,2016-06-17,complete,19.94,-0.402628900249136,2018-06-17,2018-06-19,complete,10.82,-0.5124188340806988
272,2015-06-16,2015-07-02,12,2015-06-16,600585,海螺水泥,0.9894,26.35,26.6329,26.025999999999968,24.43649999999999,2015-04-29,2014-04-09,2014-04-10,15.449499999999993,15.449499999999993,continued,3,3,2015-06-17,26.43,2026-08-07,2016-06-17,2016-06-17,complete,14.4,-0.4394737120030663,2018-06-17,2018-06-19,complete,35.73,0.46711946837604224
273,2015-07-03,2015-07-03,1,2015-07-03,601088,中国神华,0.5893,17.1,29.0152,21.96149999999996,21.340000000000003,2015-04-25,2014-05-12,2014-05-13,12.270333333333328,12.270333333333328,continued_below_ma20,1,7,2015-07-06,18.32,2026-08-07,2016-07-06,2016-07-06,complete,14.29,-0.20251091703056767,2018-07-06,2018-07-06,complete,19.3,0.10040033995452635
273,2015-07-03,2015-07-03,1,2015-07-03,000792,盐湖股份,0.592,21.88,36.9588,30.598200000000023,29.33956666666667,2015-04-30,2014-07-22,2014-07-23,14.90903333333335,14.90903333333335,continued_below_ma20,2,7,2015-07-06,19.69,2026-08-07,2016-07-06,2016-07-06,complete,21.71,0.10259014728288451,2018-07-06,2018-07-06,complete,10.32,-0.21162183435954007
273,2015-07-03,2015-07-03,1,2015-07-03,600188,兖矿能源,0.7393,10.15,13.7292,15.812499999999957,15.649833333333305,2015-04-29,2014-05-16,2014-05-19,6.467166666666642,6.467166666666642,continued_below_ma20,3,7,2015-07-06,9.84,2026-08-07,2016-07-06,2016-07-06,complete,12.58,0.2796238908458568,2018-07-06,2018-07-06,complete,11.33,0.2029462974881462
274,2015-07-06,2015-07-07,2,2015-07-06,000792,盐湖股份,0.5328,19.69,36.9588,29.954500000000024,29.200000000000003,2015-04-30,2014-07-22,2014-07-23,14.90903333333335,14.90903333333335,continued_below_ma20,1,4,2015-07-07,17.72,2026-08-07,2016-07-07,2016-07-07,complete,22.19,0.25225733634311487,2018-07-07,2018-07-09,complete,10.56,-0.10360214763994302
274,2015-07-06,2015-07-07,2,2015-07-06,601088,中国神华,0.6314,18.32,29.0152,21.759999999999955,21.314666666666668,2015-04-25,2014-05-12,2014-05-13,12.270333333333328,12.270333333333328,continued_below_ma20,2,4,2015-07-07,20.07,2026-08-07,2016-07-07,2016-07-07,complete,14.33,-0.2700101778136216,2018-07-07,2018-07-09,complete,18.56,0.013298629456270916
274,2015-07-06,2015-07-07,2,2015-07-06,000651,格力电器,1.0039,24.2,24.1064,27.87950000000003,26.348833333333314,2015-04-30,2010-07-28,2010-07-29,3.5721666666666767,3.5721666666666767,continued_below_ma20,3,4,2015-07-07,21.82,2026-08-07,2016-07-07,2016-07-07,endpoint_quote_missing,,,2018-07-07,2018-07-09,complete,46.02,1.3755332705666667
275,2015-07-08,2015-07-09,2,2015-07-08,000651,格力电器,0.8147,19.64,24.1064,27.00825000000003,26.341583333333315,2015-04-30,2010-07-28,2010-07-29,3.5721666666666767,3.5721666666666767,continued_below_ma20,1,4,2015-07-09,21.6,2026-08-07,2016-07-09,2016-07-11,endpoint_quote_missing,,,2018-07-09,2018-07-09,complete,46.02,1.3997285168409568
275,2015-07-08,2015-07-09,2,2015-07-08,000568,泸州老窖,0.8418,19.8,23.5209,28.40749999999999,26.597000000000044,2015-04-23,2014-07-15,2014-07-16,15.079666666666721,15.079666666666721,continued_below_ma20,2,4,2015-07-09,21.78,2026-08-07,2016-07-09,2016-07-11,complete,32.89,0.5626262626262628,2018-07-09,2018-07-09,complete,58.15,1.8892167624659257
275,2015-07-08,2015-07-09,2,2015-07-08,000858,五 粮 液,0.9389,21.92,23.3462,29.126500000000004,27.10716666666666,2015-04-29,2014-03-05,2014-03-06,14.130499999999985,14.130499999999985,continued_below_ma20,3,4,2015-07-09,24.11,2026-08-07,2016-07-09,2016-07-11,complete,37.34,0.5487349647449185,2018-07-09,2018-07-09,complete,73.54,2.242714325264445
276,2015-07-10,2015-07-10,1,2015-07-10,000568,泸州老窖,1.0187,23.96,23.5209,27.822999999999993,26.526666666666713,2015-04-23,2014-07-15,2014-07-16,15.079666666666721,15.079666666666721,continued_below_ma20,1,1,2015-07-13,26.36,2026-08-07,2016-07-13,2016-07-13,complete,32.6,0.27973873457808307,2018-07-13,2018-07-13,complete,60.49,1.4832844028269605
276,2015-07-10,2015-07-10,1,2015-07-10,,无合格标的,,,,,,,,,,,,2,1,,,,,,,,,,,,,
276,2015-07-10,2015-07-10,1,2015-07-10,,无合格标的,,,,,,,,,,,,3,1,,,,,,,,,,,,,
277,2015-07-13,2015-07-14,2,2015-07-13,,无合格标的,,,,,,,,,,,,1,0,,,,,,,,,,,,,
277,2015-07-13,2015-07-14,2,2015-07-13,,无合格标的,,,,,,,,,,,,2,0,,,,,,,,,,,,,
277,2015-07-13,2015-07-14,2,2015-07-13,,无合格标的,,,,,,,,,,,,3,0,,,,,,,,,,,,,
278,2015-07-15,2015-07-15,1,2015-07-15,000568,泸州老窖,1.0289,24.2,23.5209,27.204999999999995,26.500000000000046,2015-04-23,2014-07-15,2014-07-16,15.079666666666721,15.079666666666721,continued_below_ma20,1,1,2015-07-16,24.77,2026-08-07,2016-07-16,2016-07-18,complete,32.2,0.34517561566411015,2018-07-16,2018-07-16,complete,58.72,1.6199700362564324
278,2015-07-15,2015-07-15,1,2015-07-15,,无合格标的,,,,,,,,,,,,2,1,,,,,,,,,,,,,
278,2015-07-15,2015-07-15,1,2015-07-15,,无合格标的,,,,,,,,,,,,3,1,,,,,,,,,,,,,
279,2015-07-16,2015-10-26,66,2015-07-16,,无合格标的,,,,,,,,,,,,1,0,,,,,,,,,,,,,
279,2015-07-16,2015-10-26,66,2015-07-16,,无合格标的,,,,,,,,,,,,2,0,,,,,,,,,,,,,
279,2015-07-16,2015-10-26,66,2015-07-16,,无合格标的,,,,,,,,,,,,3,0,,,,,,,,,,,,,
280,2015-10-27,2015-10-28,2,2015-10-27,600519,贵州茅台,1.0323,215.25,208.5159,199.76949999999977,199.5243333333338,2015-10-23,2014-02-17,2014-02-18,101.87377410468379,101.87377410468379,continued,1,1,2015-10-28,212.44,2026-08-07,2016-10-28,2016-10-28,complete,317.05,0.5246041214940016,2018-10-28,2018-10-29,complete,549.09,1.7187283111796994
280,2015-10-27,2015-10-28,2,2015-10-27,,无合格标的,,,,,,,,,,,,2,1,,,,,,,,,,,,,
280,2015-10-27,2015-10-28,2,2015-10-27,,无合格标的,,,,,,,,,,,,3,1,,,,,,,,,,,,,
281,2015-10-29,2015-11-03,4,2015-10-29,600660,福耀玻璃,1.0053,13.47,13.3989,12.747999999999967,12.697666666666654,2015-10-27,2012-11-30,2012-12-03,5.343999999999984,5.343999999999984,continued,1,2,2015-10-30,13.43,2026-08-07,2016-10-30,2016-10-31,complete,17.74,0.3919406880759648,2018-10-30,2018-10-30,complete,21.21,0.8032152378761306
281,2015-10-29,2015-11-03,4,2015-10-29,600519,贵州茅台,1.0215,213.0,208.5159,201.60549999999978,199.8258333333338,2015-10-23,2014-02-17,2014-02-18,101.87377410468379,101.87377410468379,continued,2,2,2015-10-30,213.86,2026-08-07,2016-10-30,2016-10-31,complete,317.95,0.5187800769892108,2018-10-30,2018-10-30,complete,524.0,1.5772722195430235
281,2015-10-29,2015-11-03,4,2015-10-29,,无合格标的,,,,,,,,,,,,3,2,,,,,,,,,,,,,
282,2015-11-04,2015-11-04,1,2015-11-04,601398,工商银行,0.9516,4.56,4.792,4.5379999999999985,4.52416666666667,2015-10-31,2014-04-14,2014-04-15,2.8747333333333347,2.8747333333333347,continued,1,3,2015-11-05,4.64,2026-08-07,2016-11-05,2016-11-07,complete,4.41,0.0021176452857487593,2018-11-05,2018-11-05,complete,5.56,0.381332456427504
282,2015-11-04,2015-11-04,1,2015-11-04,600519,贵州茅台,1.031,214.98,208.5159,205.89499999999975,200.17616666666714,2015-10-23,2014-02-17,2014-02-18,101.87377410468379,101.87377410468379,continued,2,3,2015-11-05,216.56,2026-08-07,2016-11-05,2016-11-07,complete,315.33,0.4874852664811231,2018-11-05,2018-11-05,complete,575.8,1.7967393038703818
282,2015-11-04,2015-11-04,1,2015-11-04,600660,福耀玻璃,1.0352,13.87,13.3989,13.097999999999967,12.707666666666654,2015-10-27,2012-11-30,2012-12-03,5.343999999999984,5.343999999999984,continued,3,3,2015-11-05,13.91,2026-08-07,2016-11-05,2016-11-07,complete,17.69,0.3401204362916743,2018-11-05,2018-11-05,complete,22.8,0.8715034404800799
283,2015-11-05,2015-11-05,1,2015-11-05,000792,盐湖股份,0.5852,22.18,37.8992,19.39800000000004,19.329166666666648,2015-10-31,2014-07-22,2014-07-23,14.90903333333335,14.90903333333335,continued,1,4,2015-11-06,22.6,2026-08-07,2016-11-06,2016-11-07,complete,19.35,-0.14258554707834326,2018-11-06,2018-11-06,complete,8.03,-0.46554922294483936
283,2015-11-05,2015-11-05,1,2015-11-05,601398,工商银行,0.9683,4.64,4.792,4.550999999999998,4.520333333333336,2015-10-31,2014-04-14,2014-04-15,2.8747333333333347,2.8747333333333347,continued,2,4,2015-11-06,4.65,2026-08-07,2016-11-06,2016-11-07,complete,4.41,-3.744642454328595e-05,2018-11-06,2018-11-06,complete,5.53,0.37092464477313447
283,2015-11-05,2015-11-05,1,2015-11-05,600660,福耀玻璃,1.0381,13.91,13.3989,13.167999999999967,12.707166666666653,2015-10-27,2012-11-30,2012-12-03,5.343999999999984,5.343999999999984,continued,3,4,2015-11-06,14.08,2026-08-07,2016-11-06,2016-11-07,complete,17.69,0.32394000488758445,2018-11-06,2018-11-06,complete,22.84,0.8521508599221852
284,2015-11-06,2015-11-09,2,2015-11-06,000792,盐湖股份,0.5963,22.6,37.8992,19.634000000000036,19.35249999999998,2015-10-31,2014-07-22,2014-07-23,14.90903333333335,14.90903333333335,continued,1,2,2015-11-09,23.78,2026-08-07,2016-11-09,2016-11-09,complete,19.17,-0.19271193430589095,2018-11-09,2018-11-09,complete,7.74,-0.5104131807781533
284,2015-11-06,2015-11-09,2,2015-11-06,601398,工商银行,0.9704,4.65,4.792,4.561499999999998,4.517500000000003,2015-10-31,2014-04-14,2014-04-15,2.8747333333333347,2.8747333333333347,continued,2,2,2015-11-09,4.8,2026-08-07,2016-11-09,2016-11-09,complete,4.4,-0.03348290598290582,2018-11-09,2018-11-09,complete,5.35,0.28485450008829294
284,2015-11-06,2015-11-09,2,2015-11-06,,无合格标的,,,,,,,,,,,,3,2,,,,,,,,,,,,,
285,2015-11-10,2015-11-10,1,2015-11-10,000792,盐湖股份,0.6478,24.55,37.8992,20.19750000000004,19.42549999999998,2015-10-31,2014-07-22,2014-07-23,14.90903333333335,14.90903333333335,continued,1,3,2015-11-11,25.0,2026-08-07,2016-11-11,2016-11-11,complete,20.38,-0.18363863970588123,2018-11-11,2018-11-12,complete,7.89,-0.5252799209971907
285,2015-11-10,2015-11-10,1,2015-11-10,000333,美的集团,0.9335,29.63,31.7398,28.100999999999978,28.01466666666667,2015-10-29,2014-05-28,2014-05-29,15.836433333333328,15.836433333333328,continued,2,3,2015-11-11,29.44,2026-08-07,2016-11-11,2016-11-11,complete,27.43,0.4525303620072627,2018-11-11,2018-11-12,complete,40.14,1.2373840652894437
