period,signal_date,security_code,security_name,pv,signal_close,intrinsic_value,ma20,ma60,band_available_at,activation_date,anchor_date,stop_anchor,stop_line,qualification,rank,eligible_count,execution_date,execution_close,price_history_end,target_1y,end_1y,status_1y,end_close_1y,return_1y,target_3y,end_3y,status_3y,end_close_3y,return_3y
2025Q4,2025-10-09,000933,神火股份,0.4481,21.21,47.3292,19.38999999999999,18.816500000000055,2025-08-19,2014-07-28,2014-07-29,0.33943333333331793,0.33943333333331793,continued,1,12,2025-10-10,21.65,2026-08-07,2026-10-10,,forward_incomplete,,,2028-10-10,,forward_incomplete,,
2025Q4,2025-10-09,600938,中国海油,0.7109,26.47,37.2332,26.248000000000033,26.04141566666668,2025-08-28,2023-02-13,2023-02-14,12.730076666666665,12.730076666666665,continued,2,12,2025-10-10,26.77,2026-08-07,2026-10-10,,forward_incomplete,,,2028-10-10,,forward_incomplete,,
2025Q4,2025-10-09,600309,万华化学,0.714,67.73,94.8599,66.24549999999991,63.70400000000007,2025-08-12,2012-12-20,2012-12-21,-3.699583333333321,-3.699583333333321,continued,3,12,2025-10-10,67.73,2026-08-07,2026-10-10,,forward_incomplete,,,2028-10-10,,forward_incomplete,,
2026Q1,2026-01-05,000933,神火股份,0.5671,28.47,50.203,26.52549999999999,25.226666666666734,2025-10-21,2014-07-28,2014-07-29,0.33943333333331793,0.33943333333331793,continued,1,24,2026-01-06,29.79,2026-08-07,2027-01-06,,forward_incomplete,,,2029-01-06,,forward_incomplete,,
2026Q1,2026-01-05,600970,中材国际,0.657,10.27,15.6328,9.9315,9.619500000000002,2025-10-24,2025-11-24,2025-11-25,9.212000000000003,9.212000000000003,continued,2,24,2026-01-06,10.35,2026-08-07,2027-01-06,,forward_incomplete,,,2029-01-06,,forward_incomplete,,
2026Q1,2026-01-05,000651,格力电器,0.6783,40.76,60.0907,40.751500000000064,40.553500000000035,2025-10-31,2010-07-28,2010-07-29,-17.407833333333322,-17.407833333333322,continued,3,24,2026-01-06,40.82,2026-08-07,2027-01-06,,forward_incomplete,,,2029-01-06,,forward_incomplete,,
2026Q2,2026-04-01,600036,招商银行,0.754,39.82,52.815,39.47000000000005,39.32256666666667,2026-03-28,2014-05-23,2014-05-26,-5.297333333333329,-5.297333333333329,continued,1,18,2026-04-02,39.76,2026-08-07,2027-04-02,,forward_incomplete,,,2029-04-02,,forward_incomplete,,
2026Q2,2026-04-01,601838,成都银行,0.7634,17.14,22.4513,17.085499999999996,16.453999999999997,2025-10-29,2020-05-27,2020-05-28,3.675436666666668,3.675436666666668,continued,2,18,2026-04-02,17.32,2026-08-07,2027-04-02,,forward_incomplete,,,2029-04-02,,forward_incomplete,,
2026Q2,2026-04-01,601229,上海银行,0.7862,9.89,12.5789,9.822500000000012,9.779333333333325,2025-10-31,2023-01-04,2023-01-05,4.208666666666664,4.208666666666664,continued,3,18,2026-04-02,9.93,2026-08-07,2027-04-02,,forward_incomplete,,,2029-04-02,,forward_incomplete,,
2026Q3,2026-07-01,601166,兴业银行,0.5953,16.7,28.0551,17.648150000000026,17.62254999999999,2026-04-30,2024-01-18,2024-01-19,11.603333333333323,11.603333333333323,continued_below_ma20,1,7,2026-07-02,17.06,2026-08-07,2027-07-02,,forward_incomplete,,,2029-07-02,,forward_incomplete,,
2026Q3,2026-07-01,601838,成都银行,0.7243,17.87,24.6718,18.8545,18.443833333333316,2026-04-23,2020-05-27,2020-05-28,3.675436666666668,3.675436666666668,continued_below_ma20,2,7,2026-07-02,18.38,2026-08-07,2027-07-02,,forward_incomplete,,,2029-07-02,,forward_incomplete,,
2026Q3,2026-07-01,600919,江苏银行,0.7279,11.0,15.1112,11.372000000000007,11.20599999999999,2026-04-29,2022-07-01,2022-07-04,4.912966666666663,4.912966666666663,continued_below_ma20,3,7,2026-07-02,11.25,2026-08-07,2027-07-02,,forward_incomplete,,,2029-07-02,,forward_incomplete,,
