priority,priority_reason,severity,security_code,security_name,quality_tier,strategy_tag,valuation_tier,fair_price_low,fair_price_high,band_derivation,violations,fair_price_basis,queued_at
3,其余,blocking,002222,福晶科技,L2,C-GARP成长型,高估,38.7,60.4,fallback,检查6 band_derivation=fallback（档位反推带，高估（精确复算为 0.5-0.78×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按高估档标准带0.50-0.78×估值价换算（锚点口径68.1-85.1与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,002223,鱼跃医疗,L2,C-GARP成长型,中性,22.9,29.1,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径25.9-38.9与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,002252,上海莱士,L2,C-GARP成长型,中性,4.03,5.13,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径2.9-4.3与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,002270,华明装备,L2,C-GARP成长型,中性,16.0,20.4,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径21.1-31.6与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,002304,洋河股份,L2,E-落难白马型,中性,34.0,43.3,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算,2026-08-01
3,其余,blocking,002371,北方华创,L1,D-产业链爆发/关键瓶颈型,高估,400,625,fallback,检查6 band_derivation=fallback（档位反推带，高估（精确复算为 0.5-0.78×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按高估档标准带0.50-0.78×估值价换算,2026-08-01
3,其余,blocking,002372,伟星新材,L2,A-DCF/现金流复利型,中性,7.02,8.94,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算,2026-08-01
3,其余,blocking,002422,科伦药业,L2,C-GARP成长型,高估,22.0,34.4,fallback,检查6 band_derivation=fallback（档位反推带，高估（精确复算为 0.5-0.78×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按高估档标准带0.50-0.78×估值价换算（锚点口径30.2-45.3与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,002430,杭氧股份,L2,G-股东回报型低估,中性,22.9,29.1,fallback,检查2 标签 G 自 v1.28 起不是主标签（已降为股东回报上限（通用校验二）），须按 §6.5.0 重贴,按中性档标准带0.88-1.12×估值价换算,2026-08-01
3,其余,blocking,002438,江苏神通,L2,D-产业链爆发/关键瓶颈型,中性,11.82,15.04,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径14.9-18.6与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,002532,天山铝业,L2,F-垄断资源型,较低估,12.51,15.64,fallback,检查6 band_derivation=fallback（档位反推带，较低估（精确复算为 1.12-1.4×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按较低估档标准带1.12-1.40×估值价换算（锚点口径8.6-10.8与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,002594,比亚迪,L2,D-产业链爆发/关键瓶颈型,中性,79,101,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径98.3-122.9与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,002595,豪迈科技,L2,C-GARP成长型,中性,40.3,51.3,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径50.0-75.0与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,002675,东诚药业,L2,C-GARP成长型,中性,11.29,14.37,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径8.5-12.8与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,002837,英维克,L2,D-产业链爆发/关键瓶颈型,高估,36.8,57.4,fallback,检查6 band_derivation=fallback（档位反推带，高估（精确复算为 0.5-0.78×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按高估档标准带0.50-0.78×估值价换算（锚点口径67.6-84.5与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,002920,德赛西威,L2,C-GARP成长型,中性,78.3,99.7,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径92.0-138.0与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,003031,中瓷电子,L2,D-产业链爆发/关键瓶颈型,高估,71,111,fallback,检查6 band_derivation=fallback（档位反推带，高估（精确复算为 0.5-0.78×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按高估档标准带0.50-0.78×估值价换算,2026-08-01
3,其余,blocking,300015,爱尔眼科,L2,C-GARP成长型,中性,7.35,9.35,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径5.2-7.7与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,300059,东方财富,L2,C-GARP成长型,中性,17.8,22.6,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径11.7-17.5与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,300124,汇川技术,L2,C-GARP成长型,中性,55.8,71.0,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径39.6-59.5与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,300146,汤臣倍健,L3,E-落难白马型,中性,8.19,10.43,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算,2026-08-01
3,其余,blocking,300226,上海钢联,L2,C-GARP成长型,中性,14.17,18.03,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径18.3-22.9与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,300232,洲明科技,L3,D-产业链爆发/关键瓶颈型,中性,4.46,5.68,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径3.3-4.1与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,300274,阳光电源,L2,C-GARP成长型,中性,101,129,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径165.9-248.9与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,300296,利亚德,L2,D-产业链爆发/关键瓶颈型,中性,4.64,5.90,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径3.2-4.0与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,300316,晶盛机电,L2,E-落难白马型,高估,23.6,36.9,fallback,检查6 band_derivation=fallback（档位反推带，高估（精确复算为 0.5-0.78×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按高估档标准带0.50-0.78×估值价换算,2026-08-01
3,其余,blocking,300341,麦克奥迪,L3,C-GARP成长型,中性,11.08,14.10,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径4.1-6.2与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,300347,泰格医药,L2,C-GARP成长型,中性,41.6,52.9,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径30.3-45.4与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,300351,永贵电器,L2,G-股东回报型低估,高估,7.41,11.55,fallback,检查2 标签 G 自 v1.28 起不是主标签（已降为股东回报上限（通用校验二）），须按 §6.5.0 重贴,按高估档标准带0.50-0.78×估值价换算,2026-08-01
3,其余,blocking,300357,我武生物,L2,C-GARP成长型,中性,20.8,26.5,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径14.8-22.2与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,300360,炬华科技,L3,C-GARP成长型,中性,10.12,12.88,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径13.6-20.3与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,300413,芒果超媒,L2,E-落难白马型,中性,13.51,17.19,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算,2026-08-01
3,其余,blocking,300496,中科创达,L2,C-GARP成长型,中性,52.7,67.1,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径32.0-48.0与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,300529,健帆生物,L2,C-GARP成长型,中性,14.12,17.98,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径9.4-14.2与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,300627,华测导航,L2,C-GARP成长型,中性,25.4,32.4,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径28.7-43.1与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,300910,瑞丰新材,L2,C-GARP成长型,中性,24.6,31.3,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径50.1-75.1与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,301498,乖宝宠物,L3,C-GARP成长型,中性,34.4,43.7,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径39.1-58.6与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,301589,诺瓦星云,L2,C-GARP成长型,中性,130,166,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径193.7-242.1与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,600085,同仁堂,L2,A-DCF/现金流复利型,中性,20.8,26.5,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算,2026-08-01
3,其余,blocking,600176,中国巨石,L2,F-垄断资源型,中性,27.9,43.4,fallback,检查6 band_derivation=fallback（档位反推带，高估） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按高估档标准带0.50-0.78×估值价换算（锚点口径45.0-55.0与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,600276,恒瑞医药,L2,C-GARP成长型,中性,49.1,62.4,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径27.3-40.9与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,600426,华鲁恒升,L2,F-垄断资源型,较低估,20.9,26.1,fallback,检查6 band_derivation=fallback（档位反推带，较低估（精确复算为 1.12-1.4×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按较低估档标准带1.12-1.40×估值价换算（锚点口径14.6-18.2与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,600436,片仔癀,L1,A-DCF/现金流复利型,中性,103,131,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径130.9-163.7与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,600486,扬农化工,L2,F-垄断资源型,较低估,55.6,69.5,fallback,检查6 band_derivation=fallback（档位反推带，较低估（精确复算为 1.12-1.4×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按较低估档标准带1.12-1.40×估值价换算（锚点口径44.5-50.4与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,600563,法拉电子,L2,A-DCF/现金流复利型,中性,126,161,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算,2026-08-01
3,其余,blocking,600570,恒生电子,L2,C-GARP成长型,中性,18.8,23.9,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径12.6-19.0与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,600750,华润江中,L2,A-DCF/现金流复利型,中性,20.7,26.4,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算,2026-08-01
3,其余,blocking,600989,宝丰能源,L2,F-垄断资源型,中性,22.8,28.4,fallback,检查6 band_derivation=fallback（档位反推带，较低估） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按较低估档标准带1.12-1.40×估值价换算（锚点口径17.7-20.5与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,601965,中国汽研,L2,C-GARP成长型,较低估,14.35,17.93,fallback,检查6 band_derivation=fallback（档位反推带，较低估） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按较低估档标准带1.12-1.40×估值价换算（锚点口径22.9-34.3与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,603067,振华股份,L2,F-垄断资源型,高估,20.1,31.4,fallback,检查6 band_derivation=fallback（档位反推带，高估（精确复算为 0.5-0.78×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按高估档标准带0.50-0.78×估值价换算（锚点口径30.2-40.3与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,603129,春风动力,L2,C-GARP成长型,中性,222,282,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径148.2-222.4与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,603156,养元饮品,L3,G-股东回报型低估,高估,22.9,35.7,fallback,检查2 标签 G 自 v1.28 起不是主标签（已降为股东回报上限（通用校验二）），须按 §6.5.0 重贴,按高估档标准带0.50-0.78×估值价换算,2026-08-01
3,其余,blocking,603279,景津装备,L2,C-GARP成长型,中性,10.82,13.78,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径22.5-33.8与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,603529,爱玛科技,L2,C-GARP成长型,中性,17.8,22.7,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径23.2-29.0与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,603556,海兴电力,L2,C-GARP成长型,中性,20.2,25.6,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径43.4-65.1与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,688019,安集科技,L2,D-产业链爆发/关键瓶颈型,高估,156,244,fallback,检查6 band_derivation=fallback（档位反推带，高估（精确复算为 0.5-0.78×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按高估档标准带0.50-0.78×估值价换算（锚点口径255.3-319.2与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,688100,威胜信息,L2,C-GARP成长型,中性,25.5,32.4,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径10.0-15.0与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,688111,金山办公,L1,C-GARP成长型,较高估,182,222,fallback,检查6 band_derivation=fallback（档位反推带，较高估（精确复算为 0.78-0.95×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按较高估档标准带0.78-0.95×估值价换算（锚点口径271.5-339.3与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,688123,聚辰股份,L2,D-产业链爆发/关键瓶颈型,高估,102,159,fallback,检查6 band_derivation=fallback（档位反推带，高估（精确复算为 0.5-0.78×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按高估档标准带0.50-0.78×估值价换算（锚点口径187.6-234.5与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,688208,道通科技,L2,C-GARP成长型,较低估,28.1,35.1,fallback,检查6 band_derivation=fallback（档位反推带，较低估（精确复算为 1.12-1.4×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按较低估档标准带1.12-1.40×估值价换算（锚点口径39.7-59.6与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,688235,百济神州,L2,C-GARP成长型,中性,236,300,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径202.1-252.7与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,688271,联影医疗,L2,C-GARP成长型,中性,96,122,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径67.9-101.8与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,688278,特宝生物,L2,C-GARP成长型,中性,49.0,62.4,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径75.3-112.9与档位不符，按档位标准带）,2026-08-01
