cy,cik,name,revenue,sic,ticker,exchange,ticker_source,obs_from,obs_to
2011,0000104169,Walmart Inc.,446509000000,5331,WMT,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0000093410,CHEVRON CORP,253706000000,2911,CVX,NYSE,submissions,2012-04-30,2013-03-31
2011,0001094517,TOYOTA MOTOR CORP/,226106000000,3711,TM,NYSE,submissions,2012-04-30,2013-03-31
2011,0001534701,Phillips 66,195931000000,2911,PSX,NYSE,submissions,2012-04-30,2013-03-31
2011,0001467858,General Motors Co,150276000000,3711,GM,NYSE,submissions,2012-04-30,2013-03-31
2011,0000037996,FORD MOTOR CO,135605000000,3711,F,NYSE,submissions,2012-04-30,2013-03-31
2011,0000047217,HP INC,127245000000,3570,HPQ,NYSE,submissions,2012-04-30,2013-03-31
2011,0000732717,AT&T INC.,126723000000,4813,T,NYSE,submissions,2012-04-30,2013-03-31
2011,0000927653,MCKESSON CORP,122321000000,5122,MCK,NYSE,submissions,2012-04-30,2013-03-31
2011,0000732712,VERIZON COMMUNICATIONS INC,110875000000,4813,VZ,NYSE,submissions,2012-04-30,2013-03-31
2011,0000040545,GENERAL ELECTRIC CO,110062000000,3600,GE,NYSE,submissions,2012-04-30,2013-03-31
2011,0000320193,Apple Inc.,108249000000,3571,AAPL,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0000064803,CVS HEALTH Corp,107080000000,5912,CVS,NYSE,submissions,2012-04-30,2013-03-31
2011,0000051143,INTERNATIONAL BUSINESS MACHINES CORP,106916000000,3570,IBM,NYSE,submissions,2012-04-30,2013-03-31
2011,0000721371,CARDINAL HEALTH INC,102644000000,5122,CAH,NYSE,submissions,2012-04-30,2013-03-31
2011,0000056873,KROGER CO,90269000000,5411,KR,NYSE,submissions,2012-04-30,2013-03-31
2011,0000909832,COSTCO WHOLESALE CORP /NEW,88915000000,5331,COST,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0000080424,PROCTER & GAMBLE Co,81104000000,2840,PG,NYSE,submissions,2012-04-30,2013-03-31
2011,0000007084,Archer-Daniels-Midland Co,80676000000,2070,ADM,NYSE,submissions,2012-04-30,2013-03-31
2011,0001140859,"Cencora, Inc.",78695659000,5122,COR,NYSE,submissions,2012-04-30,2013-03-31
2011,0001510295,Marathon Petroleum Corp,78638000000,2911,MPC,NYSE,submissions,2012-04-30,2013-03-31
2011,0001413329,Philip Morris International Inc.,76346000000,2111,PM,NYSE,submissions,2012-04-30,2013-03-31
2011,0000104207,WALGREEN CO,72184000000,5912,,,,2012-04-30,2013-03-31
2011,0000354950,"HOME DEPOT, INC.",70395000000,5211,HD,NYSE,submissions,2012-04-30,2013-03-31
2011,0001170650,MEDCO HEALTH SOLUTIONS INC,70063300000,5912,,,,2012-04-30,2013-03-31
2011,0000789019,MICROSOFT CORP,69943000000,7372,MSFT,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0000027419,TARGET CORP,69865000000,5331,TGT,NYSE,submissions,2012-04-30,2013-03-31
2011,0000012927,BOEING CO,68735000000,3721,BA,NYSE,submissions,2012-04-30,2013-03-31
2011,0000077476,PEPSICO INC,66504000000,2080,PEP,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0001163165,CONOCOPHILLIPS,66069000000,2911,COP,NYSE,submissions,2012-04-30,2013-03-31
2011,0000200406,JOHNSON & JOHNSON,65030000000,2834,JNJ,NYSE,submissions,2012-04-30,2013-03-31
2011,0000917851,Vale S.A.,62345000000,1000,VALE,NYSE,submissions,2012-04-30,2013-03-31
2011,0000826083,DELL INC,62071000000,3571,,,,2012-04-30,2013-03-31
2011,0000078003,PFIZER INC,61035000000,2834,PFE,NYSE,submissions,2012-04-30,2013-03-31
2011,0000018230,CATERPILLAR INC,60138000000,3531,CAT,NYSE,submissions,2012-04-30,2013-03-31
2011,0000029915,DOW CHEMICAL CO /DE/,59985000000,2821,DOW,,primary_document,2012-04-30,2013-03-31
2011,0001144519,BUNGELTD,56097000000,2070,BG,,primary_document,2012-04-30,2013-03-31
2011,0001166691,COMCAST CORP,55842000000,4841,CMCSA,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0000101829,RTX Corp,55754000000,3724,RTX,NYSE,submissions,2012-04-30,2013-03-31
2011,0001513153,FCA US LLC,54981000000,3711,,,,2012-04-30,2013-03-31
2011,0000050863,INTEL CORP,53999000000,3674,INTC,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0001090727,UNITED PARCEL SERVICE INC,53105000000,4210,UPS,NYSE,submissions,2012-04-30,2013-03-31
2011,0000060667,LOWES COMPANIES INC,50208000000,5211,LOW,NYSE,submissions,2012-04-30,2013-03-31
2011,0001489393,LyondellBasell Industries N.V.,48183000000,2860,LYB,NYSE,submissions,2012-04-30,2013-03-31
2011,0001018724,AMAZON COM INC,48077000000,5961,AMZN,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0000310158,"Merck & Co., Inc.",48047000000,2834,MRK,NYSE,submissions,2012-04-30,2013-03-31
2011,0000021344,COCA COLA CO,46542000000,2080,KO,NYSE,submissions,2012-04-30,2013-03-31
2011,0000936468,LOCKHEED MARTIN CORP,46499000000,3760,LMT,NYSE,submissions,2012-04-30,2013-03-31
2011,0000885721,EXPRESS SCRIPTS INC,46128300000,5912,,,,2012-04-30,2013-03-31
2011,0001532063,Express Scripts Holding Co.,46128300000,5912,ESRX,,primary_document,2012-04-30,2013-03-31
2011,0000095304,SUNOCO INC,45387000000,2911,,,,2012-04-30,2013-03-31
2011,0001061219,ENTERPRISE PRODUCTS PARTNERS L.P.,44313000000,4922,EPD,NYSE,submissions,2012-04-30,2013-03-31
2011,0000858877,"CISCO SYSTEMS, INC.",43218000000,3576,CSCO,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0001048911,FEDEX CORP,42680000000,4513,FDX,NYSE,submissions,2012-04-30,2013-03-31
2011,0001310067,SEARS HOLDINGS CORP,41567000000,5311,,,,2012-04-30,2013-03-31
2011,0000764478,BEST BUY CO INC,41311000000,5731,BBY,NYSE,submissions,2012-04-30,2013-03-31
2011,0001001039,TWDC Enterprises 18 Corp.,40893000000,7990,,,,2012-04-30,2013-03-31
2011,0000053669,JOHNSON CONTROLS INC,40833000000,7380,,,,2012-04-30,2013-03-31
2011,0000096021,SYSCO CORP,39323489000,5140,SYY,NYSE,submissions,2012-04-30,2013-03-31
2011,0001091587,ABB LTD,37990000000,3613,ABLZF,OTC,submissions,2012-04-30,2013-03-31
2011,0001288776,GOOGLE INC.,37905000000,7370,,,,2012-04-30,2013-03-31
2011,0001341439,ORACLE CORP,37121000000,7372,ORCL,NYSE,submissions,2012-04-30,2013-03-31
2011,0000100517,"United Airlines Holdings, Inc.",37110000000,4512,UAL,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0000823277,CHS INC,36915834000,5150,CHSCP,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0000087347,SLB LIMITED/NV,36579000000,1389,SLB,NYSE,submissions,2012-04-30,2013-03-31
2011,0000773840,HONEYWELL INTERNATIONAL INC,36529000000,3724,HON,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0001018003,INGRAM MICRO INC,36328701000,5045,,,,2012-04-30,2013-03-31
2011,0001103982,"Mondelez International, Inc.",35810000000,2000,MDLZ,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0000027904,"DELTA AIR LINES, INC.",35115000000,4512,DAL,NYSE,submissions,2012-04-30,2013-03-31
2011,0000086144,SAFEWAY INC,34655700000,5411,SWY,,primary_document,2012-04-30,2013-03-31
2011,0000789460,WORLD KINECT CORP,34622854000,5172,WKC,NYSE,submissions,2012-04-30,2013-03-31
2011,0001070423,PLAINS ALL AMERICAN PIPELINE LP,34275000000,4610,PAA,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0001581990,PLAINS GP HOLDINGS LP,34275000000,4610,PAGP,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0000030554,"EIDP, Inc.",33681000000,2820,CTA-PB,NYSE,submissions,2012-04-30,2013-03-31
2011,0000101830,SPRINT LLC,33679000000,4813,,,,2012-04-30,2013-03-31
2011,0001567094,CNH Industrial N.V.,33480000000,3531,CNH,NYSE,submissions,2012-04-30,2013-03-31
2011,0000040533,GENERAL DYNAMICS CORP,32677000000,3730,GD,NYSE,submissions,2012-04-30,2013-03-31
2011,0000100493,"TYSON FOODS, INC.",32032000000,2015,TSN,NYSE,submissions,2012-04-30,2013-03-31
2011,0000315189,DEERE & CO,32012500000,3523,DE,NYSE,submissions,2012-04-30,2013-03-31
2011,0000066740,3M CO,29611000000,3841,MMM,NYSE,submissions,2012-04-30,2013-03-31
2011,0000866374,FLEX LTD.,29343029000,3672,FLEX,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0001105705,"WARNER MEDIA, LLC",28974000000,4841,,,,2012-04-30,2013-03-31
2011,0000749098,MAGNA INTERNATIONAL INC,28748000000,3714,MGA,NYSE,submissions,2012-04-30,2013-03-31
2011,0000717423,MURPHY OIL CORP,27638121000,1311,MUR,NYSE,submissions,2012-04-30,2013-03-31
2011,0001143908,ACCENTURE SCA,27352914000,7389,,,,2012-04-30,2013-03-31
2011,0001467373,Accenture plc,27352914000,7389,ACN,NYSE,submissions,2012-04-30,2013-03-31
2011,0001465112,DIRECTV,27226000000,4899,,,,2012-04-30,2013-03-31
2011,0000081061,PUBLIX SUPER MARKETS INC,27178764000,5411,,,,2012-04-30,2013-03-31
2011,0000063908,MCDONALDS CORP,27006000000,5812,MCD,NYSE,submissions,2012-04-30,2013-03-31
2011,0000008858,AVNET INC,26534413000,5065,AVT,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0001133421,NORTHROP GRUMMAN CORP /DE/,26412000000,3812,NOC,NYSE,submissions,2012-04-30,2013-03-31
2011,0000794367,"Macy's, Inc.",26405000000,5311,M,NYSE,submissions,2012-04-30,2013-03-31
2011,0000084129,"NEW RITE AID, LLC",26121222000,5912,RAD,,primary_document,2012-04-30,2013-03-31
2011,0000051434,INTERNATIONAL PAPER CO /NEW/,26034000000,2621,IP,NYSE,submissions,2012-04-30,2013-03-31
2011,0000230211,FEDERAL EXPRESS CORP,25766000000,4513,,,,2012-04-30,2013-03-31
2011,0000790703,TECH DATA CORP,25647313000,5045,,,,2012-04-30,2013-03-31
2011,0000004281,Howmet Aerospace Inc.,24951000000,3350,HWM,NYSE,submissions,2012-04-30,2013-03-31
2011,0000045012,HALLIBURTON CO,24829000000,1389,HAL,NYSE,submissions,2012-04-30,2013-03-31
2011,0001047122,RAYTHEON CO/,24791000000,3812,RTN,,primary_document,2012-04-30,2013-03-31
2011,0000791519,STAPLES INC,24664752000,5940,,,,2012-04-30,2013-03-31
2011,0000059478,ELI LILLY & Co,24286500000,2834,LLY,NYSE,submissions,2012-04-30,2013-03-31
2011,0001308161,"TWENTY-FIRST CENTURY FOX, INC.",24232000000,4841,,,,2012-04-30,2013-03-31
2011,0000032604,EMERSON ELECTRIC CO,24222000000,3600,EMR,NYSE,submissions,2012-04-30,2013-03-31
2011,0000056594,KOMATSU LTD,24167841000,3531,,,,2012-04-30,2013-03-31
2011,0000797468,OCCIDENTAL PETROLEUM CORP /DE/,23939000000,1311,OXY,NYSE,submissions,2012-04-30,2013-03-31
2011,0000764180,"ALTRIA GROUP, INC.",23800000000,2111,MO,NYSE,submissions,2012-04-30,2013-03-31
2011,0001124198,FLUOR CORP,23381399000,1600,FLR,NYSE,submissions,2012-04-30,2013-03-31
2011,0000320187,"NIKE, Inc.",23331000000,3021,NKE,NYSE,submissions,2012-04-30,2013-03-31
2011,0000317891,RICOH CO LTD,23213134000,3861,,,,2012-04-30,2013-03-31
2011,0000109198,TJX COMPANIES INC /DE/,23191455000,5651,TJX,NYSE,submissions,2012-04-30,2013-03-31
2011,0000042582,GOODYEAR TIRE & RUBBER CO /OH/,22767000000,3011,GT,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0000108772,XEROX CORP,22626000000,3577,XRX,,primary_document,2012-04-30,2013-03-31
2011,0000001800,ABBOTT LABORATORIES,21407000000,2834,ABT,NYSE,submissions,2012-04-30,2013-03-31
2011,0000007536,"ARROW ELECTRONICS, INC.",21390264000,5065,ARW,NYSE,submissions,2012-04-30,2013-03-31
2011,0000014272,BRISTOL MYERS SQUIBB CO,21244000000,2834,BMY,NYSE,submissions,2012-04-30,2013-03-31
2011,0000831259,FREEPORT-MCMORAN INC,20880000000,1000,FCX,NYSE,submissions,2012-04-30,2013-03-31
2011,0000004447,HESS CORP,20856000000,2911,HES,,primary_document,2012-04-30,2013-03-31
2011,0000055785,KIMBERLY CLARK CORP,20846000000,2670,KMB,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0001283699,"T-Mobile US, Inc.",20618000000,4812,TMUS,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0001561951,"US FOODS, INC.",20344869000,5140,,,,2012-04-30,2013-03-31
2011,0000073309,NUCOR CORP,20023564000,3312,NUE,NYSE,submissions,2012-04-30,2013-03-31
2011,0000790070,EMC CORP,20008000000,3572,EMC,,primary_document,2012-04-30,2013-03-31
2011,0001163302,UNITED STATES STEEL CORP,19884000000,3312,X,,primary_document,2012-04-30,2013-03-31
2011,0000808362,Baker Hughes Holdings LLC,19831000000,3533,LLC,,primary_document,2012-04-30,2013-03-31
2011,0001377013,"SPECTRUM MANAGEMENT HOLDING COMPANY, LLC",19675000000,4841,,,,2012-04-30,2013-03-31
2011,0000100885,UNION PACIFIC CORP,19557000000,4011,UNP,NYSE,submissions,2012-04-30,2013-03-31
2011,0000934612,"BURLINGTON NORTHERN SANTA FE, LLC",19548000000,4011,BNI,,primary_document,2012-04-30,2013-03-31
2011,0000015511,BNSF RAILWAY CO,19229000000,4011,,,,2012-04-30,2013-03-31
2011,0001024519,CNH GLOBAL N V,19185000000,3531,,,,2012-04-30,2013-03-31
2011,0001109357,EXELON CORP,19063000000,4931,EXC,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0000902739,"NBCUniversal Media, LLC",19028000000,4841,CMCSA,,primary_document,2012-04-30,2013-03-31
2011,0001573516,Murphy USA Inc.,18919216000,5500,MUSA,NYSE,submissions,2012-04-30,2013-03-31
2011,0000885639,KOHLS Corp,18804000000,5311,KSS,NYSE,submissions,2012-04-30,2013-03-31
2011,0000106640,WHIRLPOOL CORP /DE/,18666000000,3630,WHR,NYSE,submissions,2012-04-30,2013-03-31
2011,0001545158,"Kraft Foods Group, Inc.",18576000000,2000,,,,2012-04-30,2013-03-31
2011,0001070235,BLACKBERRY Ltd,18423000000,7372,BB,NYSE,submissions,2012-04-30,2013-03-31
2011,0000818686,TEVA PHARMACEUTICAL INDUSTRIES LTD,18312000000,2834,TEVA,NYSE,submissions,2012-04-30,2013-03-31
2011,0000026172,CUMMINS INC,18048000000,3510,CMI,NYSE,submissions,2012-04-30,2013-03-31
2011,0000092122,SOUTHERN CO,17657000000,4911,SO,NYSE,submissions,2012-04-30,2013-03-31
2011,0001551152,AbbVie Inc.,17444000000,2834,ABBV,NYSE,submissions,2012-04-30,2013-03-31
2011,0000095521,SUPERVALU INC,17383000000,5141,,,,2012-04-30,2013-03-31
2011,0001166126,"Old COPPER Company, Inc.",17260000000,5311,JCP,,primary_document,2012-04-30,2013-03-31
2011,0001267097,ZF TRW AUTOMOTIVE HOLDINGS CORP,16862000000,3714,,,,2012-04-30,2013-03-31
2011,0000021665,COLGATE PALMOLIVE CO,16734000000,2844,CL,NYSE,submissions,2012-04-30,2013-03-31
2011,0000040704,GENERAL MILLS INC,16657900000,2040,GIS,NYSE,submissions,2012-04-30,2013-03-31
2011,0000898293,JABIL INC,16518827000,3672,JBL,NYSE,submissions,2012-04-30,2013-03-31
2011,0000075362,PACCAR INC,16355200000,3711,PCAR,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0000064670,MEDTRONIC INC,16184000000,3845,,,,2012-04-30,2013-03-31
2011,0001031296,FIRSTENERGY CORP,16105000000,4911,FE,NYSE,submissions,2012-04-30,2013-03-31
2011,0000874761,AES CORP,16098000000,4991,AES,NYSE,submissions,2012-04-30,2013-03-31
2011,0000313616,DANAHER CORP /DE/,16090500000,3823,DHR,NYSE,submissions,2012-04-30,2013-03-31
2011,0001551182,Eaton Corp plc,16049000000,3590,ETN,NYSE,submissions,2012-04-30,2013-03-31
2011,0000031277,EATON CORP,16049000000,3590,,,,2012-04-30,2013-03-31
2011,0001521332,Aptiv PLC,16041000000,3714,APTV,NYSE,submissions,2012-04-30,2013-03-31
2011,0000092380,SOUTHWEST AIRLINES CO,15658000000,4512,LUV,NYSE,submissions,2012-04-30,2013-03-31
2011,0000318154,AMGEN INC,15582000000,2836,AMGN,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0000018926,"Lumen Technologies, Inc.",15351000000,4813,LUMN,NYSE,submissions,2012-04-30,2013-03-31
2011,0000753308,NEXTERA ENERGY INC,15341000000,4911,NEE,NYSE,submissions,2012-04-30,2013-03-31
2011,0000101778,MARATHON OIL CORP,15282000000,1311,MRO,,primary_document,2012-04-30,2013-03-31
2011,0000004904,AMERICAN ELECTRIC POWER CO INC,15116000000,4911,AEP,Nasdaq,company_tickers_exchange,2012-04-30,2013-03-31
2011,0000804328,QUALCOMM INC/DE,14957000000,3663,QCOM,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0001004980,PG&E Corp,14956000000,4931,PCG,NYSE,submissions,2012-04-30,2013-03-31
2011,0001339947,Viacom Inc.,14914000000,4841,VIA,,primary_document,2012-04-30,2013-03-31
2011,0001323468,GLOBAL PARTNERS LP,14835729000,5171,GLP,NYSE,submissions,2012-04-30,2013-03-31
2011,0000029534,DOLLAR GENERAL CORP,14807188000,5331,DG,NYSE,submissions,2012-04-30,2013-03-31
2011,0001039684,ONEOK INC /NEW/,14805794000,4923,OKE,NYSE,submissions,2012-04-30,2013-03-31
2011,0001466258,Trane Technologies plc,14782000000,3822,TT,NYSE,submissions,2012-04-30,2013-03-31
2011,0000023082,COMPUTER SCIENCES CORP,14673000000,7373,,,,2012-04-30,2013-03-31
2011,0000039911,GAP INC,14549000000,5651,GAP,NYSE,submissions,2012-04-30,2013-03-31
2011,0001326160,Duke Energy CORP,14529000000,4931,DUK,NYSE,submissions,2012-04-30,2013-03-31
2011,0000049826,ILLINOIS TOOL WORKS INC,14515000000,3560,ITW,NYSE,submissions,2012-04-30,2013-03-31
2011,0000715957,"DOMINION ENERGY, INC",14379000000,4911,D,NYSE,submissions,2012-04-30,2013-03-31
2011,0000842162,LEAR CORP,14156500000,3714,LEA,NYSE,submissions,2012-04-30,2013-03-31
2011,0000773910,ANADARKO PETROLEUM CORP,13967000000,1311,,,,2012-04-30,2013-03-31
2011,0001005414,TOYS R US INC,13909000000,5945,,,,2012-04-30,2013-03-31
2011,0000010456,BAXTER INTERNATIONAL INC,13893000000,3841,BAX,NYSE,submissions,2012-04-30,2013-03-31
2011,0000029989,OMNICOM GROUP INC.,13872500000,7311,OMC,NYSE,submissions,2012-04-30,2013-03-31
2011,0000350698,"AUTONATION, INC.",13832300000,5500,AN,NYSE,submissions,2012-04-30,2013-03-31
2011,0001385157,TE Connectivity plc,13778000000,5065,TEL,NYSE,submissions,2012-04-30,2013-03-31
2011,0001004440,CONSTELLATION ENERGY GROUP INC,13758200000,4911,,,,2012-04-30,2013-03-31
2011,0000097476,TEXAS INSTRUMENTS INC,13735000000,3674,TXN,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0000808450,NAVISTAR INTERNATIONAL CORP,13641000000,3711,,,,2012-04-30,2013-03-31
2011,0001021860,NOV Inc.,13475000000,3533,NOV,NYSE,submissions,2012-04-30,2013-03-31
2011,0000823768,WASTE MANAGEMENT INC,13378000000,4953,WM,NYSE,submissions,2012-04-30,2013-03-31
2011,0000023217,CONAGRA BRANDS INC.,13331100000,2000,CAG,NYSE,submissions,2012-04-30,2013-03-31
2011,0000055067,KELLANOVA,13198000000,2040,K,,primary_document,2012-04-30,2013-03-31
2011,0001056239,L 3 COMMUNICATIONS HOLDINGS INC,13154000000,3663,,,,2012-04-30,2013-03-31
2011,0000079879,PPG INDUSTRIES INC,13153000000,2851,PPG,NYSE,submissions,2012-04-30,2013-03-31
2011,0000091388,SMITHFIELD FOODS INC,13094300000,2011,SFD,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0000007032,"Aramark Services, Inc.",13082377000,5812,,,,2012-04-30,2013-03-31
2011,0001001082,DISH Network CORP,13074063000,4841,DISH,,primary_document,2012-04-30,2013-03-31
2011,0001495569,"Motorola Mobility Holdings, Inc",13064000000,3663,,,,2012-04-30,2013-03-31
2011,0001042642,DISH DBS CORP,13060046000,4899,DDBS,,primary_document,2012-04-30,2013-03-31
2011,0000701345,US AIRWAYS GROUP INC,13055000000,4512,,,,2012-04-30,2013-03-31
2011,0001453090,Weatherford International Ltd./Switzerland,12988000000,1381,,,,2012-04-30,2013-03-31
2011,0001047862,CONSOLIDATED EDISON INC,12886000000,4931,ED,NYSE,submissions,2012-04-30,2013-03-31
2011,0001562039,"CST BRANDS, LLC",12863000000,5500,,,,2012-04-30,2013-03-31
2011,0000922224,PPL Corp,12737000000,4911,PPL,NYSE,submissions,2012-04-30,2013-03-31
2011,0001041061,YUM BRANDS INC,12626000000,5812,YUM,NYSE,submissions,2012-04-30,2013-03-31
2011,0001302362,Mechel PAO,12541145000,3312,,,,2012-04-30,2013-03-31
2011,0000040987,GENUINE PARTS CO,12458877000,5013,GPC,NYSE,submissions,2012-04-30,2013-03-31
2011,0000813828,Paramount Global,12381000000,4833,PARA,,primary_document,2012-04-30,2013-03-31
2011,0000076334,Parker-Hannifin Corp,12345870000,3490,PH,NYSE,submissions,2012-04-30,2013-03-31
2011,0001115837,MOBILE TELESYSTEMS PUBLIC JOINT STOCK Co,12318688000,4812,,,,2012-04-30,2013-03-31
2011,0001048286,MARRIOTT INTERNATIONAL INC /MD/,12317000000,7011,MAR,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0000813762,ICAHN ENTERPRISES L.P.,12019000000,2911,IEP,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0001034563,ICAHN ENTERPRISES HOLDINGS L.P.,12019000000,3714,TMB,,primary_document,2012-04-30,2013-03-31
2011,0001376986,Tennessee Valley Authority,11841000000,4911,TVE,NYSE,submissions,2012-04-30,2013-03-31
2011,0001110783,MONSANTO CO /NEW/,11822000000,2870,MON,,primary_document,2012-04-30,2013-03-31
2011,0000277948,CSX CORP,11795000000,4011,CSX,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0000829224,STARBUCKS CORP,11700400000,5810,SBUX,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0001065088,EBAY INC,11652000000,7389,EBAY,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0000895126,EXPAND ENERGY Corp,11635000000,1311,EXE,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0001385187,Covidien plc,11574000000,3841,COV,,primary_document,2012-04-30,2013-03-31
2011,0000097745,THERMO FISHER SCIENTIFIC INC.,11558800000,3829,TMO,NYSE,submissions,2012-04-30,2013-03-31
2011,0000046640,Kraft Heinz Foods Co,11507572000,2030,,,,2012-04-30,2013-03-31
2011,0001600508,H. J. Heinz Corp II,11507572000,2030,,,,2012-04-30,2013-03-31
2011,0000800240,ODP Corp,11489000000,5940,ODP,,primary_document,2012-04-30,2013-03-31
2011,0001090012,DEVON ENERGY CORP/DE,11445000000,1311,DVN,NYSE,submissions,2012-04-30,2013-03-31
2011,0000909281,ONEOK Partners LP,11322607000,4922,,,,2012-04-30,2013-03-31
2011,0000217346,TEXTRON INC,11275000000,3720,TXT,NYSE,submissions,2012-04-30,2013-03-31
2011,0000884905,LINDE INC,11252000000,2810,,,,2012-04-30,2013-03-31
2011,0000065984,ENTERGY CORP /DE/,11229073000,4911,ETR,NYSE,submissions,2012-04-30,2013-03-31
2011,0001307954,Huntsman CORP,11221000000,2800,HUN,NYSE,submissions,2012-04-30,2013-03-31
2011,0001081316,BERKSHIRE HATHAWAY ENERGY CO,11173000000,4900,BHE,,primary_document,2012-04-30,2013-03-31
2011,0000702165,NORFOLK SOUTHERN CORP,11172000000,4011,NSC,NYSE,submissions,2012-04-30,2013-03-31
2011,0001285785,MOSAIC CO,11107800000,2870,MOS,NYSE,submissions,2012-04-30,2013-03-31
2011,0000008868,AVON PRODUCTS INC,11099500000,2844,AVP,,primary_document,2012-04-30,2013-03-31
2011,0000788784,PUBLIC SERVICE ENTERPRISE GROUP INC,11079000000,4931,PEG,NYSE,submissions,2012-04-30,2013-03-31
2011,0001304280,Novelis Inc.,11063000000,3350,NVL,,primary_document,2012-04-30,2013-03-31
2011,0001137789,Seagate Technology Holdings plc,10971000000,3572,STX,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0001019849,"PENSKE AUTOMOTIVE GROUP, INC.",10926400000,5500,PAG,NYSE,submissions,2012-04-30,2013-03-31
2011,0001161154,"Energy Transfer Operating, L.P.",10918000000,4610,,,,2012-04-30,2013-03-31
2011,0000072333,NORDSTROM INC,10860000000,5651,JWN,,primary_document,2012-04-30,2013-03-31
2011,0000883980,FIRST DATA CORP,10713600000,7389,,,,2012-04-30,2013-03-31
2011,0000072903,XCEL ENERGY INC,10654770000,4931,XEL,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0000029669,RR Donnelley & Sons Co,10611000000,2750,,,,2012-04-30,2013-03-31
2011,0000880285,ENBRIDGE ENERGY PARTNERS LP,10609500000,4610,,,,2012-04-30,2013-03-31
2011,0000827052,EDISON INTERNATIONAL,10588000000,4911,EIX,NYSE,submissions,2012-04-30,2013-03-31
2011,0001578685,"Midcoast Energy Partners, L.P.",10523400000,4923,,,,2012-04-30,2013-03-31
2011,0000006951,APPLIED MATERIALS INC /DE,10517000000,3674,AMAT,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0001164727,NEWMONT Corp /DE/,10441000000,1040,NEM,NYSE,submissions,2012-04-30,2013-03-31
2011,0001177394,TD SYNNEX CORP,10409840000,5045,SNX,NYSE,submissions,2012-04-30,2013-03-31
2011,0000052988,JACOBS SOLUTIONS INC.,10381664000,1600,J,NYSE,submissions,2012-04-30,2013-03-31
2011,0000701985,"Bath & Body Works, Inc.",10364000000,5990,BBWI,NYSE,submissions,2012-04-30,2013-03-31
2011,0001043277,"C. H. ROBINSON WORLDWIDE, INC.",10336346000,4731,CHRW,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0000821189,EOG RESOURCES INC,10126115000,1311,EOG,NYSE,submissions,2012-04-30,2013-03-31
2011,0000865436,WHOLE FOODS MARKET INC,10108000000,5411,,,,2012-04-30,2013-03-31
2011,0000833444,Johnson Controls International plc,10099000000,3585,JCI,NYSE,submissions,2012-04-30,2013-03-31
2011,0001032208,SEMPRA,10036000000,4932,SRE,NYSE,submissions,2012-04-30,2013-03-31
2011,0001170010,CARMAX INC,10003599000,5500,KMX,NYSE,submissions,2012-04-30,2013-03-31
2011,0000008670,AUTOMATIC DATA PROCESSING INC,9833000000,7374,ADP,Nasdaq,submissions,2012-04-30,2013-03-31
2011,0001060391,"REPUBLIC SERVICES, INC.",9758900000,4953,RSG,NYSE,submissions,2012-04-30,2013-03-31
2011,0000932787,STMicroelectronics N.V.,9735000000,3674,STM,NYSE,submissions,2012-04-30,2013-03-31
2011,0000931336,DEAN FOODS CO,9715747000,2020,DF,,primary_document,2012-04-30,2013-03-31
2011,0000002969,"Air Products & Chemicals, Inc.",9673700000,2810,APD,NYSE,submissions,2012-04-30,2013-03-31
2011,0001355096,"Old QVC Group, Inc.",9616000000,5961,QVCAQ,,company_tickers_exchange,2012-04-30,2013-03-31
2011,0001402057,CDW Corp,9602400000,5961,CDW,Nasdaq,submissions,2012-04-30,2013-03-31
