security_code,security_name,current_attention_class,review_outcome,confidence,review_reason,next_hard_evidence,external_check_scope,new_source_ids,new_source_urls,prior_verdict,prior_reason_not_reverified,prior_sources_not_all_reopened,related_migration_decision_id,production_action
603605,珀莱雅,boundary_pending,建议恢复关注,medium,韩束等竞争者增长不等于珀莱雅品牌被复制，更不能拿 GMV 代替收入或利润。2025 年主营毛利率 73.31%且上升，多年扣除营销后的盈利仍为正面证据。2026H1 扣非走弱和主品牌承压须降置信，不将并购重估收益误认经营改善。,主品牌复购/份额、扣非利润与销售费用效率；剔除收购重估收益,targeted_source_check,S05;S06,https://static.cninfo.com.cn/finalpage/2026-04-22/1225138269.PDF;https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=12523832&stockid=603605,降 boundary_pending,载体为品牌+线上渠道运营（最弱一级锁）。上美/韩束 2023-25 三年营收增至 91.8 亿、GMV 反超，珀莱雅 2025 主品牌−10.4%、营收首降：同业 3 年可追上，复制测试存疑。十年 ROE 26% 是事实但不抵消可复制性。,data/interim/moat_audit_2026-09-07/PROTOCOL.md ; data/interim/moat_audit_2026-09-07/batch_09_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/603605_珀莱雅/README.md ; docs/peer-group-calibration/a-share-daily-chemicals.md ; https://www.news.cn/fashion/20260424/affedc5841ef4e2d8f788de2e39795df/c.html ; https://www.guancha.cn/economy/2026_03_31_812004.shtml ; https://news.qq.com/rain/a/20260130A049L400 ; https://finance.sina.com.cn/cj/2026-04-21/doc-inhvhmie4971809.shtml,attention_class_migration:2026-09-07:603605:9809de,none_recommendation_only
603979,金诚信,boundary_pending,暂维持移出，原理由需修正,medium,矿服需要工程经验，矿主有钱并不证明可快速自建同等队伍；天然铜矿也无需行政配额才稀缺。矿服与新矿投产不能用旧公司 ROE 混判，但矿山稳定成本和归属权益证据仍需补齐。,分矿可采储量、回收率、稳定全维持成本及矿服续约利润,prior_record_logic_only,,,降 boundary_pending,矿服端为能力锁：2015-2022八年ROE 4.7-10.7%、门类分位40-64，未转化为超额回报，买方紫金/五矿可自建；自有矿缺稀缺/配额、储量中等（Lonshi铜104万吨）。2023-25 ROE上行系投产叠加铜价，复制测试存疑。,https://paper.cnstock.com/html/2026-04/28/content_2207527.htm ; http://dataclouds.cninfo.com.cn/shgonggao/hsomarket/2026/20260427/717ecfb72b594695a82ec559561770f4.PDF ; https://m.mysteel.com/a/24120516/52F379BE686E3B82_abc.html ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; docs/peer-group-calibration/a-share-professional-engineering.md ; data/companies/603979_金诚信/README.md,attention_class_migration:2026-09-07:603979:ae1796,none_recommendation_only
688100,威胜信息,boundary_pending,认可维持移出,medium,采集终端、通信模块和芯片层需分开；中标第一不构成招标排他。现有材料不足以证明芯片/IP或系统安装形成独立于集采资格的持续锁定，暂不恢复。,自有芯片/IP利润、终端客户替换成本与非招标复购收入,prior_record_logic_only,,,降 boundary_pending,载体为国网/南网供应商资质与集采份额第一，但招标制下买方分标、无定价权，资质 2-3 年可取得（多家已具备、鼎信可被停标），复制测试存疑；十年 ROE 中位 14.6%、2016-22 无一年≥15%，未持续高于炬华/海兴。,data/interim/moat_audit_2026-09-07/PROTOCOL.md ; data/interim/moat_audit_2026-09-07/batch_09_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/688100_威胜信息/README.md ; docs/peer-group-calibration/a-share-industry-application-software.md ; data/archive/completed-queues/evidence_review_log.md ; http://dataclouds.cninfo.com.cn/shgonggao/2025/2025-02-28/c5c031d5f50a11ef8c63fa163e957f7a.pdf ; https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?stockid=688100&id=11974856 ; https://m.gelonghui.com/p/1634293,attention_class_migration:2026-09-07:688100:8ce195,none_recommendation_only
688256,寒武纪,boundary_pending,认可维持移出,medium,国产 AI 芯片技术与软件生态应单独研究，历史亏损不能一票否决。当前仍缺跨客户迁移、软件生态和持续交付经济性的充分证据；旧份额数据还存在 1160万/1.65亿却写约3%的算术矛盾，该数字作废。,可复核的客户结构、软件迁移成本、供应保障与扣非现金回报,prior_record_logic_only,,,降 boundary_pending,稀缺由出口管制造成、不专属于公司：昇腾占国产出货约 50%，寒武纪约 3%，摩尔线程/沐曦/壁仞携资入场；八年七亏、OCF/NI −0.24、2025 单年盈利依赖集中客户，客户集中口径下无稳定 ROE。,data/interim/moat_audit_2026-09-07/batch_01_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/688256_寒武纪/README.md ; docs/peer-group-calibration/a-share-integrated-circuit.md ; https://finance.sina.com.cn/roll/2026-05-14/doc-inhxvihv4081907.shtml ; https://36kr.com/p/3767894822925058,attention_class_migration:2026-09-07:688256:d0bd60,none_recommendation_only
688563,航材股份,boundary_pending,暂维持移出，原理由需修正,medium,2023 年募资 71.091 亿元，净资产由 25.91 亿升至 100.13 亿，同年利润增长；把 ROE 单调下降全解释为独供能力衰退错误。不过多年回款弱与毛利下行仍需拆解，暂不直接恢复。,排除闲置募资后的经营资本回报、军品审价和同口径多年回款,targeted_source_check,S03;S04,https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=9917788&stockid=688563;https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=12053006&stockid=688563,降 boundary_pending,独供准入属实（钛合金精铸覆盖绝大部分航发、透明件承担在役大部分），但客户集中口径要求稳定长期 ROE：ROE 56→5% 七年连降、毛利 40→26%、OCF/NI 0.39，同链图南 2026H1 +71%，非行业节奏。,data/interim/moat_audit_2026-09-07/batch_10_input.json ; data/companies/688563_航材股份/README.md ; https://file.finance.qq.com/finance/hs/pdf/2025/08/29/1224609822.PDF ; https://stock.stockstar.com/notice/SN2026033100053139.shtml ; https://finance.sina.com.cn/roll/2025-04-15/doc-inetfxpq8332983.shtml,attention_class_migration:2026-09-07:688563:9bfe6e,none_recommendation_only
688630,芯碁微装,boundary_pending,暂维持移出，原理由需修正,low,已有奥宝/Screen 等不等于客户可以无成本替换，更不能把 PCB 直接成像等同普通 PCB 制造。旧材料的全球第一和差现金转换周期同时存在；由于缺少同工序替换及回款验证，暂留边界。,直接成像客户更换设备实例、验收/回款周期及细分工艺利润,prior_record_logic_only,,,降 boundary_pending,全球 PCB 直接成像份额 18.8% 居第一但前五分食 59%，奥宝/Screen/影速/大族皆可替代；毛利十年 49→40%、ROE 五年<15%、OCF/NI 中位 −0.29，2026H1 高增为 AI PCB 景气。,data/interim/moat_audit_2026-09-07/batch_10_input.json ; data/companies/688630_芯碁微装/README.md ; https://app.myzaker.com/news/article.php?pk=6a2a54348e9f097eb6575ad4 ; https://finance.sina.com.cn/stock/relnews/cn/2026-07-06/doc-inifwmvs1878688.shtml,attention_class_migration:2026-09-07:688630:03ef44,none_recommendation_only
688775,影石创新,boundary_pending,认可维持移出,medium,大疆已正式推出全景相机，原来近独占产品窗口出现直接挑战；算法与品牌仍有价值，但不足以继续假定难以替代。不能把发布时间倒推成研发只用一年，需用竞争后同价位份额/利润判断。,同价位产品留存、软件生态复购和竞争后稳定经营利润,targeted_source_check,S19,https://www.dji.com/pr/newsroom/news/dji-release-osmo-360-us,降 boundary_pending,载体仅算法与品类先发，无认证/转换成本：大疆 2025-07 一年内推 Osmo 360 低价 800 元，毛利 52.9%→41.4% 连降四期、2026H1 归母 −94%。份额 81% 未转化为定价权，资本可快速复制。,data/interim/moat_audit_2026-09-07/batch_10_input.json ; data/companies/688775_影石创新/README.md ; https://eu.36kr.com/en/p/3855511545255173 ; https://www.caixinglobal.com/2026-04-29/insta360-profit-falls-as-rd-surge-meets-rising-dji-competition-102439393.html ; https://finance.biggo.com/news/5bcde615-6e08-46d0-81d0-df96aab63963,attention_class_migration:2026-09-07:688775:84223e,none_recommendation_only
688777,中控技术,boundary_pending,建议恢复关注,medium,DCS 存量系统、组态/流程知识和改造风险形成客户切换成本。2025 年控制系统毛利率 51.42%、同比升 2.04 个百分点，直接反驳用综合毛利下降认定核心靠降价保份额。2026H1 扣非和现金流继续恶化，恢复研究并严格跟踪，不上调经营质量。,控制系统分部毛利/留存、核心合同回款；区分 S2B 低毛利扩张,targeted_source_check,S02;S02H,https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=12123899&stockid=688777;https://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=12571859&stockid=688777,降 boundary_pending,DCS 份额 45% 第一而回报未跟随：毛利八年 45→31%、2025 归母 −60%、ROE 4.3%、2026H1 经营现金流转负；公司归因于需求疲软属景气解释，非投入期或管制定价——份额靠让价维持，切换成本未转化为定价权。,data/interim/moat_audit_2026-09-07/batch_01_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/688777_中控技术/README.md ; docs/peer-group-calibration/a-share-industry-application-software.md ; https://static.cninfo.com.cn/finalpage/2026-04-21/1225131232.PDF ; https://static.weeklyonstock.com/26/0420/AB2620055575303.html,attention_class_migration:2026-09-07:688777:ef0809,none_recommendation_only
689009,九号公司,boundary_pending,暂维持移出，原理由需修正,medium,高端两轮车是与爱玛不同的价格带；公司整体毛利不能与同行整车毛利混比，历史滑板车业务 ROE 也不等于当前两轮车回报。品牌溢价是否覆盖获客费用及跨周期持续，证据尚不足。,两轮车分部毛利/费用、同价位复购与品牌溢价持续性,prior_record_logic_only,,,降 boundary_pending,载体为 Segway 品牌+产品定义（4000 元以上价格带第一、毛利 29.6% 高出雅迪爱玛 10pp+），属品牌锁、无认证/转换成本。七年 ROE 中位 10%、仅 2 年≥15%，2026H1 增收不增利（归母−19%）。,data/interim/moat_audit_2026-09-07/batch_10_input.json ; data/companies/689009_九号公司/README.md ; https://finance.sina.com.cn/roll/2026-03-31/doc-inhsvwpy3454920.shtml ; https://www.geekpark.net/news/352289 ; https://sns.sseinfo.com/resources/images/upload/202510/2025102816080301804203893.pdf,attention_class_migration:2026-09-07:689009:ce8a5e,none_recommendation_only
920394,民士达,boundary_pending,建议恢复关注,medium,撤回双寡头/国内八成的过度表述，但芳纶纸工艺、客户验证和高端绝缘应用仍成立。2025 年芳纶纸毛利率 42.22%；2026H1 芳纶纸毛利率 42.31%且同比升 0.40 个百分点，不能由存在国产竞争者推导整体被替代。,高端电气绝缘和航空应用的客户验证、关联采购定价、低端竞争与现金转化,targeted_source_check,S14;S14H,https://dataclouds.cninfo.com.cn/sjother2/bse_onmarket/2026/20260319/2d3cde48238111f19154fa163ee65716.pdf;https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=12510654&stockid=920394,降 boundary_pending,"「全球双寡头唯一国产/国内八成」被证伪：2022全球份额杜邦57.1%、民士达14.3%、其他国产合计28.6%，国内理论产能>9,000吨为其3倍；十年ROE仅3年≥15%、现金流÷净利0.66；载体降为国内第一的能力锁，存疑不进。",data/interim/moat_audit_2026-09-07/batch_11_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/920394_民士达/README.md ; docs/peer-group-calibration/a-share-paper.md ; https://www.chyxx.com/industry/1224554.html ; https://stock.hexun.com/2024-08-20/214075694.html ; 东财 F10 经营分析/核心题材（emweb.securities.eastmoney.com/PC_HSF10，2026H1 经营评述与 2025 分部）,attention_class_migration:2026-09-07:920394:c1666e,none_recommendation_only
920599,同力股份,boundary_pending,建议恢复关注,medium,无人矿卡子市场不等于全部宽体自卸车，不能用一个子市场份额否定整套矿区服务/备件网络。多年高回报与专业工况服务互相印证；2026H1 毛利与经营现金流改善，当前不足以认定载体被破坏。,全口径宽体车同业成本/利润、应收质量、新能源产品份额和服务网络替代,targeted_source_check,S20;S20H,https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=12080715&stockid=920599;https://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=12538519&stockid=920599,降 boundary_pending,载体为规模/服务网络/口碑，无法律物理认证锁；临工重机已追平（无人矿卡份额 30.4% vs 29.2%），徐工三一已入场；2015-16 煤炭低谷 ROE −6.3/1.6%，回报随景气；「品类第一」未获第三方证实。,data/interim/moat_audit_2026-09-07/batch_01_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/920599_同力股份/README.md ; docs/peer-group-calibration/a-share-mining-metallurgy-machinery.md ; https://www.cs.com.cn/ssgs/gsxw/202304/t20230429_6341546.html ; https://pdf.dfcfw.com/pdf/H3_AP202506271698747820_1.pdf ; https://static.cninfo.com.cn/finalpage/2025-08-22/1224558452.PDF,attention_class_migration:2026-09-07:920599:a01be8,none_recommendation_only
920982,锦波生物,boundary_pending,认可维持移出,medium,巨子生物已取得相邻直接竞争适应症的注射用重组胶原注册证，首证稀缺溢价须重估。不同胶原型别不等于完全同品，剩余专利/医生习惯也未归零；现有证据不足支持继续按独家平台入池。,同适应症竞争后的价格/复购、证书组合与专利保护范围,targeted_source_check,S24,https://www.hkexnews.hk/listedco/listconews/sehk/2025/1023/2025102300176_c.pdf,降 boundary_pending,定档所依载体「注射级三类证独家」已证伪：巨子生物 2025-10 至 2026-06 拿下三张注射三类证、首张适应症与薇旖美相同，首证至被追上仅 4 年；剩余为专利与先发品牌。2026H1 营收 −10%、毛利 −6pp，爱美客 −1pp。,data/interim/moat_audit_2026-09-07/batch_10_input.json ; data/companies/920982_锦波生物/README.md ; https://finance.sina.com.cn/stock/t/2025-10-25/doc-infvayns2028897.shtml ; https://m.21jingji.com/article/20260623/herald/395f590f5b935407a37744b0b47f2bac_zaker.html ; https://finance.sina.com.cn/tech/roll/2026-06-18/doc-inicuupv6635734.shtml,attention_class_migration:2026-09-07:920982:21f6f7,none_recommendation_only
