security_code,security_name,current_attention_class,review_outcome,confidence,review_reason,next_hard_evidence,external_check_scope,new_source_ids,new_source_urls,prior_verdict,prior_reason_not_reverified,prior_sources_not_all_reopened,related_migration_decision_id,production_action
002287,奇正藏药,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,消痛贴膏为藏药独家品种，2024零售终端超9亿、中成药贴膏剂TOP1品牌，2025H1贴膏剂集团份额16.25%居首，藏药市场份额超50%；毛利83~85%，ROE中位17%、最低13.9%、9/11年≥15%。,data/interim/moat_audit_2026-09-07/batch_03_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; https://www.menet.com.cn/info/202510/20251028090336336_149900.shtml ; https://www.menet.com.cn/info/202409/202409131051455145_148086.shtml ; https://m.cnstock.com/commonDetail/684868,,none_recommendation_only
002311,海大集团,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,2025饲料销量3208万吨（+21%）、外销2986万吨、国内份额8.7%持续提升；ROE中位18.5%、9/11年≥15%、经营现金流/净利1.77，新希望饲料回报断档。配方研发+服务网络+种苗动保一体化，资金雄厚的新希望二十年未复制。,data/interim/moat_audit_2026-09-07/batch_03_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; http://www.news.cn/finance/20260508/9336020ed7f14417bd0e4700c88766f4/c.html ; http://www.chinafeedm.com/h-nd-31422.html,,none_recommendation_only
002352,顺丰控股,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,"载体=唯一直营时效网络：国内航空货量占全国33.8%常年第一、自有全货机90架、356对航权时刻、鄂州枢纽；时效快递1,310亿占收42.5%。ROE分位中位76，2021-23低谷系枢纽/并购投入期。",data/interim/moat_audit_2026-09-07/batch_11_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/002352_顺丰控股/README.md ; docs/peer-group-calibration/a-share-logistics.md ; 东财 F10 经营分析/核心题材（emweb.securities.eastmoney.com/PC_HSF10，2026H1 经营评述与 2025 分部）,,none_recommendation_only
002371,北方华创,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,刻蚀/薄膜/清洗/炉管多品类平台国内唯一，2025营收393.5亿(+30.9%)、研发超70亿，全球前十唯一中国设备商；ROE 3%→20.6%→16.4%属投入期结构性抬升。晶圆厂验证周期与出口管制共同构成准入锁。,data/interim/moat_audit_2026-09-07/batch_03_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; docs/peer-group-calibration/a-share-semiconductor-equipment.md ; https://static.cninfo.com.cn/finalpage/2026-04-18/1225122918.PDF ; https://www.eet-china.com/news/202604221943.html ; https://m.c114.com.cn/w38-1297316.html,,none_recommendation_only
002372,伟星新材,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,零售占比约70%，PPR市占约8%居国内第一，2025H1 PPR毛利57.5%；ROE中位26%、10/11年≥15%、分位中位90，联塑/日丰十五年未在零售端追上。2025年ROE 14.9%系新开工缩量而非毛利跌破（41%）。,data/interim/moat_audit_2026-09-07/batch_03_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; https://finance.sina.com.cn/stock/relnews/cn/2025-04-19/doc-inetteft0671799.shtml ; https://www.9fzt.com/common/5074a98766abaa4176074f41791176ca.html,,none_recommendation_only
002379,宏桥控股,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,宏拓实业注入2025年末完成，电解铝产能654.5万吨占全国14.8%（产能指标为配额锁）；氧化铝100%自给、自备电51%（约0.35元/度）、赢联盟几内亚矿+云南水电，吨铝成本行业最低档；母体19年ROE最低9.7%、中位18.1%。,data/interim/moat_audit_2026-09-07/batch_03_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/002379_宏桥控股/README.md ; http://static.cninfo.com.cn/finalpage/2026-03-21/1225021358.PDF ; https://www.stcn.com/article/detail/1842112.html ; https://www.nbd.com.cn/articles/2026-08-04/4532100.html ; https://finance.sina.com.cn/stock/relnews/hk/2025-01-03/doc-inecsmew8906406.shtml,,none_recommendation_only
002415,海康威视,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,全球视频监控连续14年第一，Omdia口径2023年份额约25%仍断层领先（大华差距大）；ROE中位29%、11/11年≥15%、分位中位92，毛利44%。渠道+算法+硬件供应链，大华/华为/AI初创二十年未撼动。,data/interim/moat_audit_2026-09-07/batch_03_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; https://wap.stockstar.com/detail/IG2024091300018074 ; https://www.sina.cn/news/detail/5291905961166829.html,,none_recommendation_only
002463,沪电股份,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,2025营收189.5亿，交换机PCB 81.7亿(+110%)；2018-25年ROE 15~29%连续8年高于深南/景旺，2015-17低谷为迁厂。高多层高速板工艺+思科/英伟达认证为能力锁，但胜宏两年切入英伟达显示窗口可追。,data/interim/moat_audit_2026-09-07/batch_03_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; https://static.cninfo.com.cn/finalpage/2026-03-25/1225027831.PDF ; https://wallstreetcn.com/articles/3768270 ; https://m.jiemian.com/article/14251146.html,,none_recommendation_only
002466,天齐锂业,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,格林布什（有效权益26%）为全球储量最大、品位最高、现金成本最低（约264美元/吨）的在产锂辉石矿，2023年占全球硬岩锂产量27~30%，另持SQM 22%；稀缺/成本/规模三项齐备，物理锁不可购买。ROE波动源于锂价周期与并购杠杆。,data/interim/moat_audit_2026-09-07/batch_03_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; docs/peer-group-calibration/a-share-lithium-resource.md ; https://m.10jqka.com.cn/20240522/c658087178.shtml ; https://www.htfc.com/wz_upload/png_upload/20241104/1730680108319c5b689.pdf ; https://finance.sina.com.cn/roll/2025-01-03/doc-inecryqy9615763.shtml,,none_recommendation_only
002475,立讯精密,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,苹果认证锁定+精密制造规模：iPhone 17 组装 45%、AirPods 超 70%，富士康/和硕未守住份额；十一年 ROE 最低 14.1%、中位 21.3%，高于全部果链同业，复制测试通过。,data/interim/moat_audit_2026-09-07/batch_04_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/002475_立讯精密/README.md ; docs/peer-group-calibration/a-share-consumer-electronics.md ; data/archive/completed-queues/evidence_review_log.md ; data/raw/financials/<FY>-12-31.csv（同业 ROE 序列） ; https://finance.sina.com.cn/roll/2025-09-09/doc-infpwzqa8539991.shtml ; https://www.nbd.com.cn/articles/2025-08-26/4032091.html,,none_recommendation_only
002532,天山铝业,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,商品三项齐备：产能指标法定稀缺、自备电覆盖 80-90% 且电价低于行业、氧化铝-铝土矿一体化；十一年 ROE 最低 9.4% 无亏损年，谷底回报高于神火/云铝，成本位属实。,data/interim/moat_audit_2026-09-07/batch_04_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/002532_天山铝业/README.md ; docs/peer-group-calibration/a-share-aluminum-remaining.md ; data/archive/completed-queues/evidence_review_log.md ; data/raw/financials/<FY>-12-31.csv（同业 ROE 序列） ; https://news.cnal.com/2026/06-30/1782780743665560.shtml ; https://finance.sina.com.cn/stock/stockzmt/2025-09-01/doc-infnzfaa9520197.shtml ; https://file.finance.qq.com/finance/hs/pdf/2025/04/18/1223122084.PDF,,none_recommendation_only
002568,百润股份,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,品类领导品牌：RIO 连续多年市占第一（投关记录），2015-16 资本入局者全部退出即复制测试实证；毛利 69-71%、ROE 2019-25 为 13-24%；2016 亏损系渠道库存出清，属一次性结构原因。,data/interim/moat_audit_2026-09-07/batch_04_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/002568_百润股份/README.md ; docs/peer-group-calibration/a-share-other-liquor.md ; data/archive/completed-queues/evidence_review_log.md ; data/raw/financials/<FY>-12-31.csv（同业 ROE 序列） ; https://file.finance.qq.com/finance/hs/pdf/2025/09/19/1224670912.PDF ; https://36kr.com/p/3869864711617414,,none_recommendation_only
002594,比亚迪,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,电池-半导体-整车垂直一体化规模：460 万辆全球第一、纯电超特斯拉，替代客观困难；2015-21 ROE 平庸系新能源投入期，2022-25 为 16-26% 高于整车同业；价格战是侵蚀而非载体破坏。,data/interim/moat_audit_2026-09-07/batch_04_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/002594_比亚迪/README.md ; docs/peer-group-calibration/a-share-ev-battery.md ; data/archive/completed-queues/evidence_review_log.md ; data/raw/financials/<FY>-12-31.csv（同业 ROE 序列） ; https://www.news.cn/fortune/20260103/15dc15b33b0942278c36bb8604e63d57/c.html ; https://t.qianzhan.com/caijing/detail/260204-a28c75cf.html,,none_recommendation_only
002595,豪迈科技,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,全球轮胎模具 33.4% 份额、第二名仅 3.3%，前 75 大轮胎厂 66 家为客户；十一年 ROE 最低 16.9%、全部≥15%，同品类巨轮智能连年亏损，份额与回报双重验证载体。,data/interim/moat_audit_2026-09-07/batch_04_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/002595_豪迈科技/README.md ; docs/peer-group-calibration/a-share-other-special-machinery.md ; data/archive/completed-queues/evidence_review_log.md ; data/raw/financials/<FY>-12-31.csv（同业 ROE 序列） ; https://www.chinabaogao.com/detail/699649.html ; http://pdf.dfcfw.com/pdf/H3_AP202407041637559124_1.pdf,,none_recommendation_only
002648,卫星化学,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,乙烷供应链物理卡位（14 艘 VLEC 全球最大+美方码头长约）与轻烃成本位：2022 石化低谷 ROE 仍 15.1%、2022-25 稳于 15-22%；万华正在复制但规模小、晚 5 年，测试通过、侵蚀高。,data/interim/moat_audit_2026-09-07/batch_04_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/002648_卫星化学/README.md ; docs/peer-group-calibration/a-share-other-chemical-raw-materials.md ; data/archive/completed-queues/evidence_review_log.md ; data/raw/financials/<FY>-12-31.csv（同业 ROE 序列） ; https://www.nbd.com.cn/articles/2025-10-14/4089678.html ; https://chem.jgvogel.cn/c1159424.shtml ; https://www.hzeyun.com/detail/2566518,,none_recommendation_only
002690,美亚光电,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,色选机国内 36% 第一、同品类泰禾 ROE 十年跌至 2%，美亚十一年 ROE 最低 15.8%、毛利 52-54%，超额回报持续；CBCT「国产第一」已被朗视超越，应从载体剔除，但不影响主载体。,data/interim/moat_audit_2026-09-07/batch_04_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/002690_美亚光电/README.md ; docs/peer-group-calibration/a-share-other-special-machinery.md ; data/archive/completed-queues/evidence_review_log.md ; data/raw/financials/<FY>-12-31.csv（同业 ROE 序列） ; https://img3.gelonghui.com/pdf/3e38e-e128a864-d56d-4403-933c-8fc6bb99c051.pdf ; https://maimai.cn/article/detail?fid=1840176087&efid=4r7qR1Nk0ewqlI-kkPpQpg ; https://news.qq.com/rain/a/20250308A06U4S00,,none_recommendation_only
002714,牧原股份,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,完全成本 11.6 vs 全国 14.1 元/kg、周期底部亏损最浅，成本曲线最左十年未变；一体化＋育种＋规模无法在 3-5 年内由资金复制；十年 ROE 中位 25%、8 年≥15%，超额回报已兑现；温氏逼近为侵蚀而非破坏。,data/interim/moat_audit_2026-09-07/batch_01_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/002714_牧原股份/README.md ; docs/peer-group-calibration/a-share-livestock-breeding.md ; https://stock.cfi.cn/p20260820002021.html ; https://xmsyj.moa.gov.cn/jcyj/202608/t20260811_6486584.htm ; https://www.huxiu.com/article/4877215.html ; https://www.jiemian.com/article/13795536.html,,none_recommendation_only
002916,深南电路,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,封装基板内资 63% 第一、高多层通信/服务器板核心供应商，基板认证与良率需十年积累；2022-23 低谷 ROE 仍 11-15% 而兴森转亏，十一年 ROE 中位 18.7%、毛利上行，载体已转化为持续回报。,data/interim/moat_audit_2026-09-07/batch_04_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/002916_深南电路/README.md ; docs/peer-group-calibration/a-share-electronic-components.md ; data/archive/completed-queues/evidence_review_log.md ; data/raw/financials/<FY>-12-31.csv（同业 ROE 序列） ; https://www.baogaobox.com/insights/250528000010690.html ; https://finance.sina.com.cn/stock/relnews/cn/2026-03-30/doc-inhsuvan3820375.shtml ; https://www.fsemi.tech/cms/equipment_materials/1868.html,,none_recommendation_only
002920,德赛西威,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,座舱域控 15.6% 第一、智驾域控外供第一，车规软件+英伟达生态+定点广度需多年积累；十一年 ROE 中位 21.7%、分位 94，远高于华阳/恒润/均胜；毛利 5pp 侵蚀与车企自研属高侵蚀路径。,data/interim/moat_audit_2026-09-07/batch_04_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/002920_德赛西威/README.md ; docs/peer-group-calibration/a-share-auto-parts.md ; data/archive/completed-queues/evidence_review_log.md ; data/raw/financials/<FY>-12-31.csv（同业 ROE 序列） ; https://www.12365auto.com/news/20250916/554960.shtml ; https://ne-time.cn/web/article/36818 ; https://i.gasgoo.com/news/70426903.html,,none_recommendation_only
002938,鹏鼎控股,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,全球 PCB 营收第一连续 9 年、苹果 FPC 主力；东山靠收购进入同一位置但 ROE 逐年低于鹏鼎，规模良率壁垒经受过资本复制；ROE 中位 14.7%、最低 9.3% 无亏损；侵蚀高（苹果七成、扣非 −32%）。,data/interim/moat_audit_2026-09-07/batch_04_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/002938_鹏鼎控股/README.md ; docs/peer-group-calibration/a-share-electronic-components.md ; data/archive/completed-queues/evidence_review_log.md ; data/raw/financials/<FY>-12-31.csv（同业 ROE 序列） ; https://technews.tw/2026/06/12/pcb-prismark-report-2025/ ; https://www.21jingji.com/article/20250916/herald/860c997fab16f08bb3779a8f6039385c.html,,none_recommendation_only
300015,爱尔眼科,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,载体为分级连锁网络+医生培养体系+品牌：全球 976 家机构、年门诊 1889 万人次，华厦 64 家医院不在一个量级；新进入者买不到医生与十年网络。11 年 ROE≥15%（2025 14.97）、分位≥79。,data/interim/moat_audit_2026-09-07/batch_10_input.json ; data/companies/300015_爱尔眼科/README.md ; docs/peer-group-calibration/a-share-medical-services.md ; https://www.cs.com.cn/ssgs/01/2026/04/24/detail_2026042410006784.html ; https://static.cninfo.com.cn/finalpage/2025-08-27/1224582918.PDF ; https://m.thepaper.cn/newsDetail_forward_31541028,,none_recommendation_only
300033,同花顺,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,"载体为C端行情终端网络效应与工作流锁定：2025月活3,502万，为第二名东财1,714万的2倍；十年ROE中位25.6%、最低20.2%、11年分位≥96，超额回报持续，腾讯/蚂蚁/东财多年未撼动，复制测试通过。",https://finance.sina.cn/2026-04-17/detail-inhuvreu6253261.d.html ; https://finance.sina.com.cn/stock/aigcy/2025-12-29/doc-inhemuku4980142.shtml ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; docs/peer-group-calibration/a-share-internet-finance.md ; data/companies/300033_同花顺/README.md,,none_recommendation_only
300054,鼎龙股份,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,国内唯一规模化 CMP 抛光垫供应商，配方+晶圆厂认证耗时约 7 年、无第二家跟上；十年 ROE 平庸有结构性解释（材料投入期+旧耗材业务），毛利 36→51 上行、归母两年 3 倍，回报正在兑现。,data/interim/moat_audit_2026-09-07/batch_04_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/300054_鼎龙股份/README.md ; docs/peer-group-calibration/a-share-semiconductor-materials.md ; data/archive/completed-queues/evidence_review_log.md ; data/raw/financials/<FY>-12-31.csv（同业 ROE 序列）,,none_recommendation_only
300059,东方财富,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,"载体为股民流量与交易工作流叠加券商牌照闭环：股基成交市占3.85%、两融3.33%逐年升，非货基金保有7,701亿行业第三，月活1,714万；2020起ROE 12-22%高于头部券商，早年低ROE为净资本投入期，复制测试通过。",http://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/827492489600/index.phtml ; https://www.21jingji.com/article/20260324/herald/600c6b527f43c7a9af0ccfe456e71c23.html ; https://finance.sina.cn/2026-04-17/detail-inhuvreu6253261.d.html ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; docs/peer-group-calibration/a-share-internet-finance.md ; data/companies/300059_东方财富/README.md,,none_recommendation_only
300124,汇川技术,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,伺服/低压变频/中小 PLC 国产第一，行业线 know-how 逐行业积累二十年，外资在退；十一年 ROE 最低 13.8%、中位 21.5%，逐年高于埃斯顿/信捷；毛利 44→29 与 ROE 下行是侵蚀路径而非载体破坏。,data/interim/moat_audit_2026-09-07/batch_04_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/300124_汇川技术/README.md ; docs/peer-group-calibration/a-share-industrial-robots.md ; data/archive/completed-queues/evidence_review_log.md ; data/raw/financials/<FY>-12-31.csv（同业 ROE 序列）,,none_recommendation_only
300274,阳光电源,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,全球并网认证+bankability+大储系统能力：锦浪/固德威等组串同业 ROE 已塌至个位数，阳光 2026H1 出货 −29% 仍毛利升至 35.9%，定价权得到反向验证；十一年 ROE 最低 10.9%、7 年≥15%。,data/interim/moat_audit_2026-09-07/batch_04_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/300274_阳光电源/README.md ; docs/peer-group-calibration/a-share-solar.md ; data/archive/completed-queues/evidence_review_log.md ; data/raw/financials/<FY>-12-31.csv（同业 ROE 序列）,,none_recommendation_only
300308,中际旭创,worth_attention,维持关注,medium,实际迁移中已经保留；比较新易盛 ROE 高低不能推导被全面覆盖。光模块代际认证与量产良率具有独立价值，需与胜宏等供应链企业同尺度看待。,跨代量产良率、主客户供应份额、价格与现金转化,prior_record_logic_only,,,降 boundary_pending,出货全球第一属实，但载体仅为能力锁：2019-22 ROE 8-12% 逐年低于新易盛 17-32%，2025 43.8% 仍低于新易盛 72.8%，份额第一十年未转化为高于同业的回报；当前超额回报系 AI 景气。,data/interim/moat_audit_2026-09-07/batch_04_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/300308_中际旭创/README.md ; docs/peer-group-calibration/a-share-communication-transmission.md ; data/archive/completed-queues/evidence_review_log.md ; data/raw/financials/<FY>-12-31.csv（同业 ROE 序列）,,none_recommendation_only
300316,晶盛机电,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,载体为长晶炉技术与规模成本：光伏单晶炉份额多年60%+、12吋半导体炉国产首家；2025 ROE 5.3%属光伏周期低谷（收入−35%）而非载体损坏，半导体在手合同37亿。,data/interim/moat_audit_2026-09-07/batch_05_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/300316_晶盛机电/README.md ; data/archive/completed-queues/evidence_review_log.md ; docs/peer-group-calibration/a-share-solar.md ; https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-11/abdb4926-b75d-4c90-b255-4efcc37ad6f8.PDF ; http://m.pjtime.com/2026/4/m212751613673.shtml ; https://news.qq.com/rain/a/20240309A07USS00,,none_recommendation_only
300357,我武生物,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,载体为舌下脱敏国内唯一批文+二十年临床数据：脱敏市场份额81.7%（2021），毛利95%十年不变，ROE≥15%共9年；对手ALK仅注射剂型，资金无法压缩临床与医生习惯积累时间。,data/interim/moat_audit_2026-09-07/batch_05_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/300357_我武生物/README.md ; data/archive/completed-queues/evidence_review_log.md ; docs/peer-group-calibration/a-share-biopharma.md ; https://www.hangyan.co/charts/3099233766355240053 ; https://finance.sina.com.cn/roll/2024-08-29/doc-incmiaam9597509.shtml ; https://pro.huxiu.com/article/407755.html,,none_recommendation_only
300394,天孚通信,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,载体为精密无源器件全谱系+光引擎封装能力：全品类认证周期长，毛利54-61%，ROE十一年均≥14%；单一客户Fabrinet占63%但十年ROE稳定，符合客户集中特例条件。,data/interim/moat_audit_2026-09-07/batch_05_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/300394_天孚通信/README.md ; data/archive/completed-queues/evidence_review_log.md ; docs/peer-group-calibration/a-share-optical-components.md ; https://www.21jingji.com/article/20260409/herald/522681343853b9e9c22182f7b79b9e59.html ; https://finance.sina.com.cn/stock/observe/2026-05-08/doc-inhxerwc7561512.shtml,,none_recommendation_only
300395,菲利华,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,载体为双认证锁：TEL/Lam/AMAT/日立半导体原厂认证（2011年起）+航空航天军工石英纤维唯一供应商；认证周期以年计、资金难压缩；ROE中位14.3%偏中由军品节奏与扩产期解释。,data/interim/moat_audit_2026-09-07/batch_05_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/300395_菲利华/README.md ; data/archive/completed-queues/evidence_review_log.md ; docs/peer-group-calibration/a-share-nonmetal-new-materials.md ; https://static.cninfo.com.cn/finalpage/2025-08-27/1224576184.PDF ; https://finance.sina.com.cn/stock/relnews/cn/2024-12-20/doc-ineachkr5804364.shtml ; https://lights.ofweek.com/2020-08/ART-220020-8110-30453920.html,,none_recommendation_only
