section,a_code,name,tier,match_status,h_code,h_name_tencent,h_quote_time,a_price_document_cny,v_document_cny,v_date_document,fx_cny_per_hkd,h_price_hkd,h_price_cny,fair_price_hkd,a_pv_document,h_pv_using_document_v,discount_to_document_v,discount_to_A,h_price_etnet,hkex_name,comment
core,605305,中际联合,L2,not_matched_in_AH_roster,,,,30.93,36.14,2026-08-26,,,,,0.856,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,000895,双汇发展,L2,not_matched_in_AH_roster,,,,23.38,14.49,2026-08-29,,,,,1.613,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,603529,爱玛科技,L2,not_matched_in_AH_roster,,,,21.46,30.66,2026-08-25,,,,,0.7,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,000596,古井贡酒,L2,not_matched_in_AH_roster,,,,95.86,96.37,2026-08-29,,,,,0.995,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,002379,宏桥控股,L2,not_matched_in_AH_roster,,,,17.1,23.02,2026-08-22,,,,,0.743,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,300529,健帆生物,L2,not_matched_in_AH_roster,,,,15.27,8.39,2026-08-07,,,,,1.821,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,688208,道通科技,L2,not_matched_in_AH_roster,,,,26.13,16.5,2026-08-25,,,,,1.583,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,600036,招商银行,L2,same_issuer_HK_listed,03968,招商银行,2026/09/22 16:08:18,40.82,53.74,2026-08-29,0.85974,51.65,44.405570999999995,62.50726963965851,0.76,0.8263038890956456,0.17369611090435444,-0.08783858402743738,51.65,CM BANK,沿用文档V的条件换算，非独立港股估值；未调整税费、除息日差异及港股折现率
core,000933,神火股份,L2,not_matched_in_AH_roster,,,,26.38,25.99,2026-07-28,,,,,1.015,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,002532,天山铝业,L2,not_matched_in_AH_roster,,,,12.64,15.39,2026-08-19,,,,,0.821,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,002938,鹏鼎控股,L2,not_matched_in_AH_roster,,,,89.25,20.73,2026-08-12,,,,,4.306,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,002648,卫星化学,L2,not_matched_in_AH_roster,,,,26.96,30.49,2026-08-15,,,,,0.884,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,300415,伊之密,L2,not_matched_in_AH_roster,,,,18.89,18.66,2026-08-25,,,,,1.012,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,002311,海大集团,L2,not_matched_in_AH_roster,,,,42.1,25.95,2026-08-25,,,,,1.623,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,300502,新易盛,L2,not_matched_in_AH_roster,,,,455.0,56.22,2026-08-25,,,,,8.094,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,300604,长川科技,L2,not_matched_in_AH_roster,,,,272.85,20.87,2026-08-28,,,,,13.074,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,601138,工业富联,L2,not_matched_in_AH_roster,,,,63.3,28.85,2026-08-12,,,,,2.194,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,300015,爱尔眼科,L2,not_matched_in_AH_roster,,,,8.07,4.4,2026-08-28,,,,,1.833,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,300776,帝尔激光,L2,not_matched_in_AH_roster,,,,124.02,30.55,2026-08-20,,,,,4.059,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,300308,中际旭创,L2,same_issuer_HK_listed,03308,中际旭创,2026/09/22 16:08:18,927.72,89.52,2026-08-22,0.85974,1219.0,1048.02306,104.12450275664736,10.363,11.70713873994638,-10.70713873994638,-0.1296760444961842,1219.0,ZJ INNOLIGHT,沿用文档V的条件换算，非独立港股估值；未调整税费、除息日差异及港股折现率
core,002142,宁波银行,L2,not_matched_in_AH_roster,,,,34.72,31.68,2026-08-20,,,,,1.096,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,603501,豪威集团,L2,same_issuer_HK_listed,00501,豪威集团,2026/09/22 16:08:16,82.88,40.55,2026-08-25,0.85974,72.2,62.073228,47.165422104357134,2.044,1.530782441430333,-0.530782441430333,0.25104695945945943,72.2,OMNIVISION,沿用文档V的条件换算，非独立港股估值；未调整税费、除息日差异及港股折现率
core,300316,晶盛机电,L2,not_matched_in_AH_roster,,,,41.39,25.13,2026-08-22,,,,,1.647,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,600031,三一重工,L2,same_issuer_HK_listed,06031,三一重工,2026/09/22 16:08:16,17.72,16.62,2026-08-31,0.85974,17.57,15.1056318,19.331425779886946,1.066,0.9088827797833934,0.09111722021660662,0.14753770880361172,17.57,SANY HEAVY IND,沿用文档V的条件换算，非独立港股估值；未调整税费、除息日差异及港股折现率
core,605117,德业股份,L2,not_matched_in_AH_roster,,,,82.38,33.97,2026-08-27,,,,,2.426,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,000408,藏格矿业,L2,not_matched_in_AH_roster,,,,73.5,21.23,2026-08-11,,,,,3.462,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,000426,兴业银锡,L2,not_matched_in_AH_roster,,,,34.46,9.71,2026-08-29,,,,,3.55,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,000975,山金国际,L2,not_matched_in_AH_roster,,,,24.2,8.5,2026-08-20,,,,,2.846,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,002003,伟星股份,L2,not_matched_in_AH_roster,,,,11.29,6.97,2026-08-27,,,,,1.618,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,603369,今世缘,L2,not_matched_in_AH_roster,,,,28.35,29.38,2026-08-18,,,,,0.965,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,688041,海光信息,L2,not_matched_in_AH_roster,,,,256.0,14.96,2026-08-14,,,,,17.104,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,000893,亚钾国际,L2,not_matched_in_AH_roster,,,,39.75,26.08,2026-08-28,,,,,1.524,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,603806,福斯特,L2,not_matched_in_AH_roster,,,,14.38,9.29,2026-08-20,,,,,1.548,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,002714,牧原股份,L2,same_issuer_HK_listed,02714,牧原股份,2026/09/22 16:08:18,41.86,39.11,2026-08-21,0.85974,37.7,32.412198000000004,45.49049712703841,1.07,0.8287445154691896,0.1712554845308104,0.2256999999999999,37.7,MUYUAN,沿用文档V的条件换算，非独立港股估值；未调整税费、除息日差异及港股折现率
core,601318,中国平安,L2,same_issuer_HK_listed,02318,中国平安,2026/09/22 16:08:18,54.46,70.58,2026-08-21,0.85974,53.9,46.339985999999996,82.0945867355247,0.772,0.6565597336355907,0.3434402663644093,0.14910051413881753,53.9,PING AN,沿用文档V的条件换算，非独立港股估值；未调整税费、除息日差异及港股折现率
core,688235,百济神州,L2,same_issuer_HK_listed,06160,百济神州,2026/09/22 16:08:18,268.66,65.19,2026-08-27,0.85974,217.6,187.079424,75.82524949403309,4.121,2.8697564657156005,-1.8697564657156005,0.30365732152162594,217.6,BEONE MEDICINES,沿用文档V的条件换算，非独立港股估值；未调整税费、除息日差异及港股折现率
core,002466,天齐锂业,L2,same_issuer_HK_listed,09696,天齐锂业,2026/09/22 16:08:18,43.12,45.92,2026-08-28,0.85974,30.86,26.5315764,53.411496498941545,0.939,0.577778231707317,0.422221768292683,0.38470370129870124,30.86,TIANQI LITHIUM,沿用文档V的条件换算，非独立港股估值；未调整税费、除息日差异及港股折现率
core,688516,奥特维,L2,not_matched_in_AH_roster,,,,44.35,39.31,2026-08-25,,,,,1.128,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,688271,联影医疗,L2,not_matched_in_AH_roster,,,,102.36,33.38,2026-08-20,,,,,3.066,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,002287,奇正藏药,L2,not_matched_in_AH_roster,,,,19.94,16.56,2026-08-22,,,,,1.204,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,300054,鼎龙股份,L2,not_matched_in_AH_roster,,,,71.07,9.33,2026-08-26,,,,,7.617,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,601838,成都银行,L2,not_matched_in_AH_roster,,,,18.99,23.6,2026-08-27,,,,,0.805,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,603156,养元饮品,L3,not_matched_in_AH_roster,,,,45.37,11.81,2026-08-22,,,,,3.841,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,601717,中创智领,L3,same_issuer_HK_listed,00564,中创智领,2026/09/22 16:08:18,13.65,25.69,2026-08-31,0.85974,11.48,9.8698152,29.881126852304188,0.531,0.38418899182561306,0.6158110081743869,0.27693661538461545,11.48,ZCZL,沿用文档V的条件换算，非独立港股估值；未调整税费、除息日差异及港股折现率
core,300395,菲利华,L3,not_matched_in_AH_roster,,,,97.08,9.64,2026-08-21,,,,,10.065,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,603606,东方电缆,L3,not_matched_in_AH_roster,,,,35.93,17.83,2026-08-05,,,,,2.015,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,688981,中芯国际,L3,same_issuer_HK_listed,00981,中芯国际,2026/09/22 16:08:17,122.41,,2026-08-28,0.85974,64.3,55.281282,,,,,0.5483924352585573,64.3,SMIC,沿用文档V的条件换算，非独立港股估值；未调整税费、除息日差异及港股折现率；文档无有效V，不能判断绝对低估
core,688777,中控技术,L3,not_matched_in_AH_roster,,,,81.72,18.93,2026-08-29,,,,,4.317,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,688281,华秦科技,L3,not_matched_in_AH_roster,,,,51.8,15.74,2026-08-20,,,,,3.291,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,000725,京东方A,L3,not_matched_in_AH_roster,,,,6.0,,2026-08-29,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
core,300759,康龙化成,L3,same_issuer_HK_listed,03759,康龙化成,2026/09/22 16:08:18,44.46,14.91,2026-08-21,0.85974,30.26,26.0157324,17.34245236932096,2.983,1.7448512676056338,-0.7448512676056338,0.41485082321187583,30.26,PHARMARON,沿用文档V的条件换算，非独立港股估值；未调整税费、除息日差异及港股折现率
core,601288,农业银行,L3,same_issuer_HK_listed,01288,农业银行,2026/09/22 16:08:17,6.88,6.64,2026-08-29,0.85974,6.5,5.58831,7.723265173191895,1.035,0.841612951807229,0.15838704819277105,0.18774563953488377,6.5,ABC,沿用文档V的条件换算，非独立港股估值；未调整税费、除息日差异及港股折现率
core,601939,建设银行,L3,same_issuer_HK_listed,00939,建设银行,2026/09/22 16:08:17,10.92,10.35,2026-08-29,0.85974,9.745,8.378166299999998,12.038523274478331,1.055,0.8094846666666665,0.19051533333333348,0.23276865384615397,9.745,CCB,沿用文档V的条件换算，非独立港股估值；未调整税费、除息日差异及港股折现率
core,601398,工商银行,L3,same_issuer_HK_listed,01398,工商银行,2026/09/22 16:08:18,8.12,8.26,2026-08-29,0.85974,7.54,6.482439599999999,9.607555772675461,0.983,0.7847989830508474,0.2152010169491526,0.20167000000000002,7.54,ICBC,沿用文档V的条件换算，非独立港股估值；未调整税费、除息日差异及港股折现率
archive,000063,中兴通讯,—,same_issuer_HK_listed,00763,中兴通讯,2026/09/22 16:08:17,,25.22,2026-09-23,0.85974,23.24,19.980357599999998,29.33444994998488,,0.7922425693893734,0.20775743061062657,,23.24,ZTE,沿用文档V的条件换算，非独立港股估值；未调整税费、除息日差异及港股折现率；池外V更新日期标2026-09-23，不作为09-22历史可得估值
archive,000425,徐工机械,—,not_matched_in_AH_roster,,,,,9.04,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,000560,我爱我家,—,not_matched_in_AH_roster,,,,,,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,000938,紫光股份,—,not_matched_in_AH_roster,,,,,,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,000951,中国重汽,—,not_matched_in_AH_roster,,,,,17.96,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,000977,浪潮信息,—,not_matched_in_AH_roster,,,,,27.67,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,002049,紫光国微,—,not_matched_in_AH_roster,,,,,17.29,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,002130,沃尔核材,—,same_issuer_HK_listed,09981,沃尔核材,2026/09/22 16:08:19,,13.65,2026-09-23,0.85974,8.91,7.6602834,15.876893014167075,,0.561192923076923,0.43880707692307697,,8.91,WOER,沿用文档V的条件换算，非独立港股估值；未调整税费、除息日差异及港股折现率；池外V更新日期标2026-09-23，不作为09-22历史可得估值
archive,002158,汉钟精机,—,not_matched_in_AH_roster,,,,,16.71,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,002223,鱼跃医疗,—,not_matched_in_AH_roster,,,,,16.14,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,002273,水晶光电,—,not_matched_in_AH_roster,,,,,10.58,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,002428,云南锗业,—,not_matched_in_AH_roster,,,,,,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,002484,江海股份,—,not_matched_in_AH_roster,,,,,11.7,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,002683,广东宏大,—,not_matched_in_AH_roster,,,,,18.02,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,002837,英维克,—,not_matched_in_AH_roster,,,,,6.29,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,002906,华阳集团,—,not_matched_in_AH_roster,,,,,21.31,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,300014,亿纬锂能,—,not_matched_in_AH_roster,,,,,45.51,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,300034,钢研高纳,—,not_matched_in_AH_roster,,,,,4.89,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,300346,南大光电,—,not_matched_in_AH_roster,,,,,7.46,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,300360,炬华科技,—,not_matched_in_AH_roster,,,,,13.55,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,300413,芒果超媒,—,not_matched_in_AH_roster,,,,,13.57,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,300435,中泰股份,—,not_matched_in_AH_roster,,,,,14.73,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,300476,胜宏科技,—,same_issuer_HK_listed,02476,胜宏科技,2026/09/22 16:08:18,,55.22,2026-09-23,0.85974,216.8,186.391632,64.22872031079164,,3.375437015574067,-2.375437015574067,,216.8,VGT,沿用文档V的条件换算，非独立港股估值；未调整税费、除息日差异及港股折现率；池外V更新日期标2026-09-23，不作为09-22历史可得估值
archive,300573,兴齐眼药,—,not_matched_in_AH_roster,,,,,16.56,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,300919,中伟新材,—,same_issuer_HK_listed,02579,中伟新材,2026/09/22 16:08:18,,27.99,2026-09-23,0.85974,22.48,19.3269552,32.5563542466327,,0.6904950053590568,0.30950499464094317,,22.48,CNGR,沿用文档V的条件换算，非独立港股估值；未调整税费、除息日差异及港股折现率；池外V更新日期标2026-09-23，不作为09-22历史可得估值
archive,300972,万辰集团,—,not_matched_in_AH_roster,,,,,21.16,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,301498,乖宝宠物,—,not_matched_in_AH_roster,,,,,19.31,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,600089,特变电工,—,not_matched_in_AH_roster,,,,,27.99,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,600104,上汽集团,—,not_matched_in_AH_roster,,,,,,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,600150,中国船舶,—,not_matched_in_AH_roster,,,,,22.33,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,600233,圆通速递,—,not_matched_in_AH_roster,,,,,18.93,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,600489,中金黄金,—,not_matched_in_AH_roster,,,,,19.61,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,600919,江苏银行,—,not_matched_in_AH_roster,,,,,15.09,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,600988,赤峰黄金,—,same_issuer_HK_listed,06693,赤峰黄金,2026/09/22 16:08:16,,13.31,2026-09-23,0.85974,37.08,31.879159199999997,15.481424616744599,,2.39512841472577,-1.3951284147257699,,37.08,CHIFENG GOLD,沿用文档V的条件换算，非独立港股估值；未调整税费、除息日差异及港股折现率；池外V更新日期标2026-09-23，不作为09-22历史可得估值
archive,601336,新华保险,—,same_issuer_HK_listed,01336,新华保险,2026/09/22 16:08:17,,72.06,2026-09-23,0.85974,47.32,40.682896799999995,83.81603740665784,,0.5645697585345545,0.4354302414654455,,47.32,NCI,沿用文档V的条件换算，非独立港股估值；未调整税费、除息日差异及港股折现率；池外V更新日期标2026-09-23，不作为09-22历史可得估值
archive,601579,会稽山,—,not_matched_in_AH_roster,,,,,7.39,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,601872,招商轮船,—,not_matched_in_AH_roster,,,,,11.35,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,601919,中远海控,—,same_issuer_HK_listed,01919,中远海控,2026/09/22 16:08:18,,32.07,2026-09-23,0.85974,17.05,14.658567,37.301975015702425,,0.4570803554724041,0.5429196445275959,,17.05,COSCO SHIP HOLD,沿用文档V的条件换算，非独立港股估值；未调整税费、除息日差异及港股折现率；池外V更新日期标2026-09-23，不作为09-22历史可得估值
archive,601958,金钼股份,—,not_matched_in_AH_roster,,,,,10.14,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,601995,中金公司,—,same_issuer_HK_listed,03908,中金公司,2026/09/22 16:08:18,,44.33,2026-09-23,0.85974,20.76,17.8482024,51.562100169818784,,0.40262130385743294,0.5973786961425671,,20.76,CICC,沿用文档V的条件换算，非独立港股估值；未调整税费、除息日差异及港股折现率；池外V更新日期标2026-09-23，不作为09-22历史可得估值
archive,603556,海兴电力,—,not_matched_in_AH_roster,,,,,20.89,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,603605,珀莱雅,—,not_matched_in_AH_roster,,,,,50.33,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,603773,沃格光电,L4,not_matched_in_AH_roster,,,,,,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,603979,金诚信,—,not_matched_in_AH_roster,,,,,46.78,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,688100,威胜信息,—,not_matched_in_AH_roster,,,,,15.51,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,688146,中船特气,—,not_matched_in_AH_roster,,,,,13.14,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,688256,寒武纪,—,not_matched_in_AH_roster,,,,,77.14,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,688563,航材股份,—,not_matched_in_AH_roster,,,,,29.91,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,688578,艾力斯,—,not_matched_in_AH_roster,,,,,37.36,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,688630,芯碁微装,—,same_issuer_HK_listed,09630,芯碁微装,2026/09/22 16:08:19,,57.59,2026-09-23,0.85974,356.2,306.23938799999996,66.98536766929537,,5.317579232505643,-4.317579232505643,,356.2,CFMEE,沿用文档V的条件换算，非独立港股估值；未调整税费、除息日差异及港股折现率；池外V更新日期标2026-09-23，不作为09-22历史可得估值
archive,688775,影石创新,—,not_matched_in_AH_roster,,,,,35.31,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,689009,九号公司,—,not_matched_in_AH_roster,,,,,23.36,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,920438,戈碧迦,—,not_matched_in_AH_roster,,,,,,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
archive,920982,锦波生物,—,not_matched_in_AH_roster,,,,,80.8,2026-09-23,,,,,,,,,,,未匹配不等于没有关联港股；仅递表、计划上市、不同主体不代入A股每股V
