signal_date,eligible_count,top3_count
2015-01-22,5,3
2015-01-23,4,3
2015-01-26,5,3
2015-01-27,5,3
2015-01-28,2,2
2015-01-29,3,3
2015-01-30,3,3
2015-02-02,1,1
2015-02-03,2,2
2015-02-04,4,3
2015-02-05,3,3
2015-02-06,3,3
2015-02-09,5,3
2015-02-10,6,3
2015-02-11,6,3
2015-02-12,6,3
2015-02-13,6,3
2015-02-16,7,3
2015-02-17,8,3
2015-02-25,7,3
2015-02-26,7,3
2015-02-27,7,3
2015-03-02,4,3
2015-03-03,4,3
2015-03-04,5,3
2015-03-05,3,3
2015-03-06,2,2
2015-03-09,1,1
2015-03-10,2,2
2015-03-11,4,3
2015-03-12,4,3
2015-03-13,5,3
2015-03-16,5,3
2015-03-17,6,3
2015-03-18,5,3
2015-03-19,6,3
2015-03-20,7,3
2015-03-23,7,3
2015-03-24,7,3
2015-03-25,5,3
2015-03-26,5,3
2015-03-27,4,3
2015-03-30,5,3
2015-03-31,6,3
2015-04-01,6,3
2015-04-02,6,3
2015-04-03,6,3
2015-04-07,6,3
2015-04-08,7,3
2015-04-09,8,3
2015-04-10,7,3
2015-04-13,5,3
2015-04-14,5,3
2015-04-15,5,3
2015-04-16,6,3
2015-04-17,4,3
2015-04-20,5,3
2015-04-21,4,3
2015-04-22,3,3
2015-04-23,4,3
2015-04-24,5,3
2015-04-27,3,3
2015-04-28,2,2
2015-04-29,2,2
2015-04-30,1,1
2015-05-04,2,2
2015-05-05,1,1
2015-05-06,1,1
2015-05-07,1,1
2015-05-08,1,1
2015-05-11,0,0
2015-05-12,0,0
2015-05-13,0,0
2015-05-14,1,1
2015-05-15,0,0
2015-05-18,0,0
2015-05-19,0,0
2015-05-20,0,0
2015-05-21,1,1
2015-05-22,1,1
2015-05-25,2,2
2015-05-26,2,2
2015-05-27,2,2
2015-05-28,1,1
2015-05-29,1,1
2015-06-01,2,2
2015-06-02,2,2
2015-06-03,3,3
2015-06-04,3,3
2015-06-05,3,3
2015-06-08,3,3
2015-06-09,3,3
2015-06-10,3,3
2015-06-11,3,3
2015-06-12,3,3
2015-06-15,2,2
2015-06-16,3,3
2015-06-17,3,3
2015-06-18,1,1
2015-06-19,0,0
2015-06-23,0,0
2015-06-24,1,1
2015-06-25,0,0
2015-06-26,0,0
2015-06-29,0,0
2015-06-30,0,0
2015-07-01,0,0
2015-07-02,0,0
2015-07-03,0,0
2015-07-06,0,0
2015-07-07,0,0
2015-07-08,0,0
2015-07-09,0,0
2015-07-10,0,0
2015-07-13,0,0
2015-07-14,0,0
2015-07-15,0,0
2015-07-16,0,0
2015-07-17,0,0
2015-07-20,0,0
2015-07-21,0,0
2015-07-22,0,0
2015-07-23,0,0
2015-07-24,0,0
2015-07-27,0,0
2015-07-28,0,0
2015-07-29,0,0
2015-07-30,0,0
2015-07-31,0,0
2015-08-03,0,0
2015-08-04,0,0
2015-08-05,0,0
2015-08-06,0,0
2015-08-07,0,0
2015-08-10,0,0
2015-08-11,0,0
2015-08-12,0,0
2015-08-13,0,0
2015-08-14,0,0
2015-08-17,0,0
2015-08-18,0,0
2015-08-19,0,0
2015-08-20,0,0
2015-08-21,0,0
2015-08-24,0,0
2015-08-25,0,0
2015-08-26,0,0
2015-08-27,0,0
2015-08-28,0,0
2015-08-31,0,0
2015-09-01,0,0
2015-09-02,0,0
2015-09-07,0,0
2015-09-08,0,0
2015-09-09,0,0
2015-09-10,0,0
2015-09-11,0,0
2015-09-14,0,0
2015-09-15,0,0
2015-09-16,0,0
2015-09-17,0,0
2015-09-18,0,0
2015-09-21,0,0
2015-09-22,0,0
2015-09-23,0,0
2015-09-24,0,0
2015-09-25,0,0
2015-09-28,0,0
2015-09-29,0,0
2015-09-30,0,0
2015-10-08,0,0
2015-10-09,0,0
2015-10-12,0,0
2015-10-13,0,0
2015-10-14,0,0
2015-10-15,0,0
2015-10-16,0,0
2015-10-19,0,0
2015-10-20,0,0
2015-10-21,0,0
2015-10-22,0,0
2015-10-23,0,0
2015-10-26,0,0
2015-10-27,1,1
2015-10-28,1,1
2015-10-29,2,2
2015-10-30,2,2
2015-11-02,2,2
2015-11-03,2,2
2015-11-04,3,3
2015-11-05,4,3
2015-11-06,2,2
2015-11-09,2,2
2015-11-10,3,3
2015-11-11,6,3
2015-11-12,7,3
2015-11-13,9,3
2015-11-16,9,3
2015-11-17,11,3
2015-11-18,10,3
2015-11-19,10,3
2015-11-20,10,3
2015-11-23,8,3
2015-11-24,8,3
2015-11-25,9,3
2015-11-26,9,3
2015-11-27,1,1
2015-11-30,1,1
2015-12-01,1,1
2015-12-02,4,3
2015-12-03,4,3
2015-12-04,5,3
2015-12-07,5,3
2015-12-08,1,1
2015-12-09,4,3
2015-12-10,3,3
2015-12-11,3,3
2015-12-14,5,3
2015-12-15,6,3
2015-12-16,4,3
2015-12-17,8,3
2015-12-18,6,3
2015-12-21,8,3
2015-12-22,8,3
2015-12-23,8,3
2015-12-24,7,3
2015-12-25,8,3
2015-12-28,4,3
2015-12-29,3,3
2015-12-30,2,2
2015-12-31,3,3
2016-01-04,0,0
2016-01-05,1,1
2016-01-06,1,1
2016-01-07,0,0
2016-01-08,0,0
2016-01-11,0,0
2016-01-12,0,0
2016-01-13,0,0
2016-01-14,0,0
2016-01-15,0,0
2016-01-18,0,0
2016-01-19,0,0
2016-01-20,0,0
2016-01-21,0,0
2016-01-22,0,0
2016-01-25,0,0
2016-01-26,0,0
2016-01-27,0,0
2016-01-28,0,0
2016-01-29,0,0
2016-02-01,0,0
2016-02-02,0,0
2016-02-03,0,0
2016-02-04,0,0
2016-02-05,0,0
2016-02-15,0,0
2016-02-16,0,0
2016-02-17,0,0
2016-02-18,0,0
2016-02-19,0,0
2016-02-22,0,0
2016-02-23,0,0
2016-02-24,0,0
2016-02-25,0,0
2016-02-26,0,0
2016-02-29,0,0
2016-03-01,0,0
2016-03-02,0,0
2016-03-03,0,0
2016-03-04,0,0
2016-03-07,1,1
2016-03-08,1,1
2016-03-09,1,1
2016-03-10,1,1
2016-03-11,1,1
2016-03-14,2,2
2016-03-15,1,1
2016-03-16,1,1
2016-03-17,1,1
2016-03-18,4,3
2016-03-21,4,3
2016-03-22,5,3
2016-03-23,6,3
2016-03-24,4,3
2016-03-25,2,2
2016-03-28,3,3
2016-03-29,2,2
2016-03-30,8,3
2016-03-31,8,3
2016-04-01,10,3
2016-04-05,12,3
2016-04-06,10,3
2016-04-07,6,3
2016-04-08,5,3
2016-04-11,10,3
2016-04-12,9,3
2016-04-13,13,3
2016-04-14,14,3
2016-04-15,13,3
2016-04-18,8,3
2016-04-19,9,3
2016-04-20,5,3
2016-04-21,5,3
2016-04-22,2,2
2016-04-25,4,3
2016-04-26,4,3
2016-04-27,1,1
2016-04-28,2,2
2016-04-29,4,3
2016-05-03,3,3
2016-05-04,4,3
2016-05-05,2,2
2016-05-06,2,2
2016-05-09,2,2
2016-05-10,1,1
2016-05-11,1,1
2016-05-12,1,1
2016-05-13,1,1
2016-05-16,1,1
2016-05-17,1,1
2016-05-18,2,2
2016-05-19,2,2
2016-05-20,2,2
2016-05-23,2,2
2016-05-24,2,2
2016-05-25,3,3
2016-05-26,2,2
2016-05-27,2,2
2016-05-30,2,2
2016-05-31,3,3
2016-06-01,3,3
2016-06-02,3,3
2016-06-03,3,3
2016-06-06,3,3
2016-06-07,4,3
2016-06-08,5,3
2016-06-13,3,3
2016-06-14,3,3
2016-06-15,4,3
2016-06-16,3,3
2016-06-17,4,3
2016-06-20,4,3
2016-06-21,6,3
2016-06-22,6,3
2016-06-23,6,3
2016-06-24,5,3
2016-06-27,7,3
2016-06-28,8,3
2016-06-29,8,3
2016-06-30,9,3
2016-07-01,10,3
2016-07-04,11,3
2016-07-05,11,3
2016-07-06,11,3
2016-07-07,10,3
2016-07-08,10,3
2016-07-11,10,3
2016-07-12,10,3
2016-07-13,10,3
2016-07-14,9,3
2016-07-15,12,3
2016-07-18,12,3
2016-07-19,12,3
2016-07-20,13,3
2016-07-21,13,3
2016-07-22,11,3
2016-07-25,12,3
2016-07-26,12,3
2016-07-27,10,3
2016-07-28,8,3
2016-07-29,8,3
2016-08-01,11,3
2016-08-02,11,3
2016-08-03,10,3
2016-08-04,8,3
2016-08-05,11,3
2016-08-08,12,3
2016-08-09,11,3
2016-08-10,11,3
2016-08-11,11,3
2016-08-12,9,3
2016-08-15,9,3
2016-08-16,10,3
2016-08-17,10,3
2016-08-18,11,3
2016-08-19,9,3
2016-08-22,8,3
2016-08-23,8,3
2016-08-24,7,3
2016-08-25,6,3
2016-08-26,6,3
2016-08-29,7,3
2016-08-30,6,3
2016-08-31,7,3
2016-09-01,4,3
2016-09-02,6,3
2016-09-05,7,3
2016-09-06,9,3
2016-09-07,6,3
2016-09-08,6,3
2016-09-09,4,3
2016-09-12,2,2
2016-09-13,1,1
2016-09-14,1,1
2016-09-19,1,1
2016-09-20,1,1
2016-09-21,2,2
2016-09-22,3,3
2016-09-23,3,3
2016-09-26,2,2
2016-09-27,2,2
2016-09-28,1,1
2016-09-29,3,3
2016-09-30,3,3
2016-10-10,6,3
2016-10-11,6,3
2016-10-12,3,3
2016-10-13,3,3
2016-10-14,2,2
2016-10-17,2,2
2016-10-18,2,2
2016-10-19,3,3
2016-10-20,3,3
2016-10-21,4,3
2016-10-24,4,3
2016-10-25,5,3
2016-10-26,6,3
2016-10-27,6,3
2016-10-28,6,3
2016-10-31,4,3
2016-11-01,4,3
2016-11-02,4,3
2016-11-03,4,3
2016-11-04,4,3
2016-11-07,4,3
2016-11-08,4,3
2016-11-09,3,3
2016-11-10,5,3
2016-11-11,6,3
2016-11-14,7,3
2016-11-15,8,3
2016-11-16,7,3
2016-11-17,9,3
2016-11-18,5,3
2016-11-21,8,3
2016-11-22,9,3
2016-11-23,7,3
2016-11-24,7,3
2016-11-25,7,3
2016-11-28,10,3
2016-11-29,8,3
2016-11-30,6,3
2016-12-01,7,3
2016-12-02,8,3
2016-12-05,7,3
2016-12-06,6,3
2016-12-07,7,3
2016-12-08,6,3
2016-12-09,6,3
2016-12-12,3,3
2016-12-13,4,3
2016-12-14,2,2
2016-12-15,0,0
2016-12-16,0,0
2016-12-19,1,1
2016-12-20,0,0
2016-12-21,1,1
2016-12-22,1,1
2016-12-23,1,1
2016-12-26,1,1
2016-12-27,1,1
2016-12-28,1,1
2016-12-29,1,1
2016-12-30,1,1
2017-01-03,1,1
2017-01-04,3,3
2017-01-05,3,3
2017-01-06,2,2
2017-01-09,1,1
2017-01-10,2,2
2017-01-11,1,1
2017-01-12,1,1
2017-01-13,1,1
2017-01-16,1,1
2017-01-17,0,0
2017-01-18,2,2
2017-01-19,2,2
2017-01-20,2,2
2017-01-23,2,2
2017-01-24,3,3
2017-01-25,4,3
2017-01-26,3,3
2017-02-03,3,3
2017-02-06,3,3
2017-02-07,3,3
2017-02-08,3,3
2017-02-09,4,3
2017-02-10,4,3
2017-02-13,4,3
2017-02-14,4,3
2017-02-15,4,3
2017-02-16,4,3
2017-02-17,5,3
2017-02-20,6,3
2017-02-21,6,3
2017-02-22,6,3
2017-02-23,5,3
2017-02-24,3,3
2017-02-27,2,2
2017-02-28,4,3
2017-03-01,5,3
2017-03-02,3,3
2017-03-03,3,3
2017-03-06,3,3
2017-03-07,3,3
2017-03-08,3,3
2017-03-09,1,1
2017-03-10,2,2
2017-03-13,2,2
2017-03-14,4,3
2017-03-15,4,3
2017-03-16,4,3
2017-03-17,3,3
2017-03-20,5,3
2017-03-21,5,3
2017-03-22,5,3
2017-03-23,4,3
2017-03-24,4,3
2017-03-27,4,3
2017-03-28,4,3
2017-03-29,5,3
2017-03-30,4,3
2017-03-31,4,3
2017-04-05,6,3
2017-04-06,6,3
2017-04-07,5,3
2017-04-10,6,3
2017-04-11,6,3
2017-04-12,6,3
2017-04-13,6,3
2017-04-14,5,3
2017-04-17,5,3
2017-04-18,2,2
2017-04-19,1,1
2017-04-20,2,2
2017-04-21,3,3
2017-04-24,4,3
2017-04-25,1,1
2017-04-26,3,3
2017-04-27,2,2
2017-04-28,2,2
2017-05-02,1,1
2017-05-03,1,1
2017-05-04,1,1
2017-05-05,1,1
2017-05-08,0,0
2017-05-09,0,0
2017-05-10,0,0
2017-05-11,1,1
2017-05-12,1,1
2017-05-15,1,1
2017-05-16,1,1
2017-05-17,1,1
2017-05-18,0,0
2017-05-19,1,1
2017-05-22,1,1
2017-05-23,1,1
2017-05-24,1,1
2017-05-25,1,1
2017-05-26,1,1
2017-05-31,1,1
2017-06-01,1,1
2017-06-02,1,1
2017-06-05,1,1
2017-06-06,1,1
2017-06-07,1,1
2017-06-08,0,0
2017-06-09,0,0
2017-06-12,0,0
2017-06-13,1,1
2017-06-14,0,0
2017-06-15,1,1
2017-06-16,1,1
2017-06-19,1,1
2017-06-20,1,1
2017-06-21,1,1
2017-06-22,2,2
2017-06-23,2,2
2017-06-26,2,2
2017-06-27,1,1
2017-06-28,1,1
2017-06-29,1,1
2017-06-30,1,1
2017-07-03,2,2
2017-07-04,1,1
2017-07-05,1,1
2017-07-06,1,1
2017-07-07,0,0
2017-07-10,0,0
2017-07-11,1,1
2017-07-12,1,1
2017-07-13,0,0
2017-07-14,0,0
2017-07-17,0,0
2017-07-18,0,0
2017-07-19,1,1
2017-07-20,1,1
2017-07-21,1,1
2017-07-24,0,0
2017-07-25,1,1
2017-07-26,0,0
2017-07-27,0,0
2017-07-28,1,1
2017-07-31,1,1
2017-08-01,0,0
2017-08-02,0,0
2017-08-03,0,0
2017-08-04,0,0
2017-08-07,0,0
2017-08-08,0,0
2017-08-09,0,0
2017-08-10,0,0
2017-08-11,0,0
2017-08-14,1,1
2017-08-15,0,0
2017-08-16,0,0
2017-08-17,0,0
2017-08-18,0,0
2017-08-21,0,0
2017-08-22,1,1
2017-08-23,0,0
2017-08-24,1,1
2017-08-25,1,1
2017-08-28,1,1
2017-08-29,1,1
2017-08-30,2,2
2017-08-31,1,1
2017-09-01,1,1
2017-09-04,1,1
2017-09-05,1,1
2017-09-06,1,1
2017-09-07,1,1
2017-09-08,1,1
2017-09-11,1,1
2017-09-12,2,2
2017-09-13,2,2
2017-09-14,2,2
2017-09-15,2,2
2017-09-18,2,2
2017-09-19,2,2
2017-09-20,2,2
2017-09-21,2,2
2017-09-22,1,1
2017-09-25,1,1
2017-09-26,1,1
2017-09-27,1,1
2017-09-28,1,1
2017-09-29,2,2
2017-10-09,2,2
2017-10-10,1,1
2017-10-11,1,1
2017-10-12,1,1
2017-10-13,1,1
2017-10-16,1,1
2017-10-17,1,1
2017-10-18,2,2
2017-10-19,2,2
2017-10-20,2,2
2017-10-23,2,2
2017-10-24,2,2
2017-10-25,2,2
2017-10-26,1,1
2017-10-27,2,2
2017-10-30,2,2
2017-10-31,2,2
2017-11-01,1,1
2017-11-02,1,1
2017-11-03,1,1
2017-11-06,1,1
2017-11-07,1,1
2017-11-08,2,2
2017-11-09,2,2
2017-11-10,1,1
2017-11-13,2,2
2017-11-14,2,2
2017-11-15,2,2
2017-11-16,2,2
2017-11-17,2,2
2017-11-20,1,1
2017-11-21,2,2
2017-11-22,1,1
2017-11-23,0,0
2017-11-24,0,0
2017-11-27,1,1
2017-11-28,0,0
2017-11-29,0,0
2017-11-30,0,0
2017-12-01,0,0
2017-12-04,0,0
2017-12-05,0,0
2017-12-06,0,0
2017-12-07,0,0
2017-12-08,0,0
2017-12-11,0,0
2017-12-12,0,0
2017-12-13,0,0
2017-12-14,0,0
2017-12-15,0,0
2017-12-18,0,0
2017-12-19,0,0
2017-12-20,0,0
2017-12-21,0,0
2017-12-22,0,0
2017-12-25,0,0
2017-12-26,0,0
2017-12-27,0,0
2017-12-28,0,0
2017-12-29,0,0
2018-01-02,0,0
2018-01-03,0,0
2018-01-04,0,0
2018-01-05,0,0
2018-01-08,0,0
2018-01-09,0,0
2018-01-10,1,1
2018-01-11,1,1
2018-01-12,1,1
2018-01-15,1,1
2018-01-16,1,1
2018-01-17,1,1
2018-01-18,1,1
2018-01-19,1,1
2018-01-22,1,1
2018-01-23,1,1
2018-01-24,1,1
2018-01-25,1,1
2018-01-26,1,1
2018-01-29,1,1
2018-01-30,1,1
2018-01-31,0,0
2018-02-01,0,0
2018-02-02,1,1
2018-02-05,1,1
2018-02-06,0,0
2018-02-07,0,0
2018-02-08,0,0
2018-02-09,0,0
2018-02-12,0,0
2018-02-13,0,0
2018-02-14,0,0
2018-02-22,0,0
2018-02-23,0,0
2018-02-26,1,1
2018-02-27,0,0
2018-02-28,0,0
2018-03-01,0,0
2018-03-02,0,0
2018-03-05,0,0
2018-03-06,0,0
2018-03-07,0,0
2018-03-08,0,0
2018-03-09,0,0
2018-03-12,0,0
2018-03-13,0,0
2018-03-14,0,0
2018-03-15,0,0
2018-03-16,0,0
2018-03-19,0,0
2018-03-20,0,0
2018-03-21,0,0
2018-03-22,0,0
2018-03-23,0,0
2018-03-26,0,0
2018-03-27,0,0
2018-03-28,0,0
2018-03-29,0,0
2018-03-30,0,0
2018-04-02,0,0
2018-04-03,0,0
2018-04-04,0,0
2018-04-09,0,0
2018-04-10,0,0
2018-04-11,0,0
2018-04-12,0,0
2018-04-13,0,0
2018-04-16,0,0
2018-04-17,0,0
2018-04-18,0,0
2018-04-19,0,0
2018-04-20,0,0
2018-04-23,0,0
2018-04-24,0,0
2018-04-25,0,0
2018-04-26,0,0
2018-04-27,0,0
2018-05-02,1,1
2018-05-03,1,1
2018-05-04,1,1
2018-05-07,1,1
2018-05-08,1,1
2018-05-09,1,1
2018-05-10,1,1
2018-05-11,1,1
2018-05-14,1,1
2018-05-15,1,1
2018-05-16,1,1
2018-05-17,1,1
2018-05-18,1,1
2018-05-21,1,1
2018-05-22,1,1
2018-05-23,1,1
2018-05-24,1,1
2018-05-25,1,1
2018-05-28,1,1
2018-05-29,1,1
2018-05-30,1,1
2018-05-31,1,1
2018-06-01,1,1
2018-06-04,2,2
2018-06-05,2,2
2018-06-06,2,2
2018-06-07,2,2
2018-06-08,2,2
2018-06-11,2,2
2018-06-12,2,2
2018-06-13,2,2
2018-06-14,2,2
2018-06-15,2,2
2018-06-19,1,1
2018-06-20,1,1
2018-06-21,1,1
2018-06-22,2,2
2018-06-25,1,1
2018-06-26,1,1
2018-06-27,0,0
2018-06-28,0,0
2018-06-29,0,0
2018-07-02,0,0
2018-07-03,0,0
2018-07-04,0,0
2018-07-05,0,0
2018-07-06,0,0
2018-07-09,0,0
2018-07-10,1,1
2018-07-11,0,0
2018-07-12,1,1
2018-07-13,0,0
2018-07-16,0,0
2018-07-17,0,0
2018-07-18,0,0
2018-07-19,0,0
2018-07-20,0,0
2018-07-23,0,0
2018-07-24,0,0
2018-07-25,0,0
2018-07-26,0,0
2018-07-27,1,1
2018-07-30,1,1
2018-07-31,1,1
2018-08-01,1,1
2018-08-02,1,1
2018-08-03,1,1
2018-08-06,1,1
2018-08-07,1,1
2018-08-08,1,1
2018-08-09,1,1
2018-08-10,1,1
2018-08-13,1,1
2018-08-14,1,1
2018-08-15,0,0
2018-08-16,0,0
2018-08-17,0,0
2018-08-20,0,0
2018-08-21,0,0
2018-08-22,0,0
2018-08-23,0,0
2018-08-24,0,0
2018-08-27,1,1
2018-08-28,2,2
2018-08-29,2,2
2018-08-30,1,1
2018-08-31,1,1
2018-09-03,0,0
2018-09-04,0,0
2018-09-05,0,0
2018-09-06,0,0
2018-09-07,0,0
2018-09-10,0,0
2018-09-11,0,0
2018-09-12,0,0
2018-09-13,1,1
2018-09-14,1,1
2018-09-17,1,1
2018-09-18,1,1
2018-09-19,1,1
2018-09-20,1,1
2018-09-21,1,1
2018-09-25,1,1
2018-09-26,1,1
2018-09-27,1,1
2018-09-28,1,1
2018-10-08,2,2
2018-10-09,2,2
2018-10-10,2,2
2018-10-11,0,0
2018-10-12,0,0
2018-10-15,0,0
2018-10-16,0,0
2018-10-17,0,0
2018-10-18,0,0
2018-10-19,1,1
2018-10-22,1,1
2018-10-23,1,1
2018-10-24,1,1
2018-10-25,0,0
2018-10-26,0,0
2018-10-29,0,0
2018-10-30,0,0
2018-10-31,0,0
2018-11-01,0,0
2018-11-02,1,1
2018-11-05,1,1
2018-11-06,0,0
2018-11-07,0,0
2018-11-08,1,1
2018-11-09,0,0
2018-11-12,2,2
2018-11-13,2,2
2018-11-14,1,1
2018-11-15,1,1
2018-11-16,1,1
2018-11-19,2,2
2018-11-20,1,1
2018-11-21,0,0
2018-11-22,0,0
2018-11-23,0,0
2018-11-26,1,1
2018-11-27,0,0
2018-11-28,1,1
2018-11-29,0,0
2018-11-30,0,0
2018-12-03,1,1
2018-12-04,1,1
2018-12-05,0,0
2018-12-06,0,0
2018-12-07,0,0
2018-12-10,0,0
2018-12-11,0,0
2018-12-12,0,0
2018-12-13,0,0
2018-12-14,0,0
2018-12-17,0,0
2018-12-18,0,0
2018-12-19,0,0
2018-12-20,0,0
2018-12-21,0,0
2018-12-24,0,0
2018-12-25,0,0
2018-12-26,0,0
2018-12-27,0,0
2018-12-28,2,2
2019-01-02,1,1
2019-01-03,1,1
2019-01-04,1,1
2019-01-07,1,1
2019-01-08,1,1
2019-01-09,2,2
2019-01-10,2,2
2019-01-11,2,2
2019-01-14,2,2
2019-01-15,3,3
2019-01-16,2,2
2019-01-17,3,3
2019-01-18,3,3
2019-01-21,3,3
2019-01-22,2,2
2019-01-23,3,3
2019-01-24,3,3
2019-01-25,4,3
2019-01-28,4,3
2019-01-29,4,3
2019-01-30,4,3
2019-01-31,4,3
2019-02-01,4,3
2019-02-11,4,3
2019-02-12,6,3
2019-02-13,5,3
2019-02-14,5,3
2019-02-15,6,3
2019-02-18,6,3
2019-02-19,7,3
2019-02-20,7,3
2019-02-21,7,3
2019-02-22,7,3
2019-02-25,6,3
2019-02-26,6,3
2019-02-27,7,3
2019-02-28,7,3
2019-03-01,6,3
2019-03-04,6,3
2019-03-05,6,3
2019-03-06,6,3
2019-03-07,7,3
2019-03-08,2,2
2019-03-11,5,3
2019-03-12,4,3
2019-03-13,3,3
2019-03-14,4,3
2019-03-15,5,3
2019-03-18,5,3
2019-03-19,6,3
2019-03-20,5,3
2019-03-21,5,3
2019-03-22,6,3
2019-03-25,4,3
2019-03-26,3,3
2019-03-27,3,3
2019-03-28,3,3
2019-03-29,5,3
2019-04-01,7,3
2019-04-02,8,3
2019-04-03,8,3
2019-04-04,8,3
2019-04-08,8,3
2019-04-09,7,3
2019-04-10,7,3
2019-04-11,7,3
2019-04-12,7,3
2019-04-15,7,3
2019-04-16,7,3
2019-04-17,7,3
2019-04-18,7,3
2019-04-19,6,3
2019-04-22,5,3
2019-04-23,3,3
2019-04-24,3,3
2019-04-25,2,2
2019-04-26,0,0
2019-04-29,0,0
2019-04-30,0,0
2019-05-06,0,0
2019-05-07,0,0
2019-05-08,0,0
2019-05-09,0,0
2019-05-10,0,0
2019-05-13,0,0
2019-05-14,0,0
2019-05-15,0,0
2019-05-16,2,2
2019-05-17,0,0
2019-05-20,0,0
2019-05-21,0,0
2019-05-22,0,0
2019-05-23,0,0
2019-05-24,0,0
2019-05-27,1,1
2019-05-28,1,1
2019-05-29,1,1
2019-05-30,0,0
2019-05-31,0,0
2019-06-03,0,0
2019-06-04,0,0
2019-06-05,0,0
2019-06-06,0,0
2019-06-10,0,0
2019-06-11,0,0
2019-06-12,0,0
2019-06-13,0,0
2019-06-14,0,0
2019-06-17,0,0
2019-06-18,0,0
2019-06-19,0,0
2019-06-20,0,0
2019-06-21,0,0
2019-06-24,1,1
2019-06-25,1,1
2019-06-26,1,1
2019-06-27,1,1
2019-06-28,1,1
2019-07-01,1,1
2019-07-02,1,1
2019-07-03,2,2
2019-07-04,2,2
2019-07-05,5,3
2019-07-08,3,3
2019-07-09,3,3
2019-07-10,0,0
2019-07-11,2,2
2019-07-12,3,3
2019-07-15,3,3
2019-07-16,1,1
2019-07-17,3,3
2019-07-18,0,0
2019-07-19,1,1
2019-07-22,2,2
2019-07-23,2,2
2019-07-24,3,3
2019-07-25,4,3
2019-07-26,4,3
2019-07-29,4,3
2019-07-30,5,3
2019-07-31,4,3
2019-08-01,3,3
2019-08-02,2,2
2019-08-05,1,1
2019-08-06,1,1
2019-08-07,1,1
2019-08-08,2,2
2019-08-09,1,1
2019-08-12,1,1
2019-08-13,0,0
2019-08-14,1,1
2019-08-15,1,1
2019-08-16,0,0
2019-08-19,2,2
2019-08-20,2,2
2019-08-21,1,1
2019-08-22,1,1
2019-08-23,0,0
2019-08-26,0,0
2019-08-27,1,1
2019-08-28,1,1
2019-08-29,2,2
2019-08-30,2,2
2019-09-02,3,3
2019-09-03,3,3
2019-09-04,3,3
2019-09-05,3,3
2019-09-06,3,3
2019-09-09,3,3
2019-09-10,3,3
2019-09-11,4,3
2019-09-12,4,3
2019-09-16,6,3
2019-09-17,5,3
2019-09-18,5,3
2019-09-19,6,3
2019-09-20,3,3
2019-09-23,1,1
2019-09-24,1,1
2019-09-25,2,2
2019-09-26,3,3
2019-09-27,1,1
2019-09-30,1,1
2019-10-08,3,3
2019-10-09,2,2
2019-10-10,2,2
2019-10-11,4,3
2019-10-14,5,3
2019-10-15,4,3
2019-10-16,4,3
2019-10-17,3,3
2019-10-18,2,2
2019-10-21,4,3
2019-10-22,5,3
2019-10-23,6,3
2019-10-24,5,3
2019-10-25,6,3
2019-10-28,6,3
2019-10-29,6,3
2019-10-30,6,3
2019-10-31,3,3
2019-11-01,7,3
2019-11-04,8,3
2019-11-05,9,3
2019-11-06,9,3
2019-11-07,9,3
2019-11-08,9,3
2019-11-11,5,3
2019-11-12,8,3
2019-11-13,7,3
2019-11-14,7,3
2019-11-15,5,3
2019-11-18,8,3
2019-11-19,8,3
2019-11-20,8,3
2019-11-21,6,3
2019-11-22,6,3
2019-11-25,8,3
2019-11-26,9,3
2019-11-27,7,3
2019-11-28,8,3
2019-11-29,8,3
2019-12-02,6,3
2019-12-03,6,3
2019-12-04,6,3
2019-12-05,7,3
2019-12-06,7,3
2019-12-09,7,3
2019-12-10,7,3
2019-12-11,7,3
2019-12-12,7,3
2019-12-13,8,3
2019-12-16,7,3
2019-12-17,8,3
2019-12-18,6,3
2019-12-19,7,3
2019-12-20,7,3
2019-12-23,6,3
2019-12-24,6,3
2019-12-25,6,3
2019-12-26,9,3
2019-12-27,9,3
2019-12-30,7,3
2019-12-31,8,3
2020-01-02,8,3
2020-01-03,8,3
2020-01-06,8,3
2020-01-07,8,3
2020-01-08,8,3
2020-01-09,9,3
2020-01-10,9,3
2020-01-13,9,3
2020-01-14,10,3
2020-01-15,5,3
2020-01-16,4,3
2020-01-17,4,3
2020-01-20,6,3
2020-01-21,5,3
2020-01-22,4,3
2020-01-23,2,2
2020-02-03,0,0
2020-02-04,0,0
2020-02-05,1,1
2020-02-06,1,1
2020-02-07,1,1
2020-02-10,2,2
2020-02-11,3,3
2020-02-12,3,3
2020-02-13,3,3
2020-02-14,3,3
2020-02-17,3,3
2020-02-18,2,2
2020-02-19,2,2
2020-02-20,3,3
2020-02-21,3,3
2020-02-24,3,3
2020-02-25,3,3
2020-02-26,3,3
2020-02-27,3,3
2020-02-28,2,2
2020-03-02,2,2
2020-03-03,3,3
2020-03-04,3,3
2020-03-05,4,3
2020-03-06,4,3
2020-03-09,1,1
2020-03-10,1,1
2020-03-11,1,1
2020-03-12,1,1
2020-03-13,0,0
2020-03-16,0,0
2020-03-17,0,0
2020-03-18,0,0
2020-03-19,0,0
2020-03-20,0,0
2020-03-23,0,0
2020-03-24,0,0
2020-03-25,1,1
2020-03-26,0,0
2020-03-27,1,1
2020-03-30,1,1
2020-03-31,1,1
2020-04-01,1,1
2020-04-02,1,1
2020-04-03,1,1
2020-04-07,1,1
2020-04-08,1,1
2020-04-09,1,1
2020-04-10,1,1
